Charge Master Code,Description,Invoice Label,Dynamic Pricing,Price,Soft Code,HCPCS Code,HCPCS Multiplier,Revenue Code,Effective Date,Expiration Date,Department,Fractional Billing,Minimum Price,Default Cost,Cost Multiplier,Charge Code Type,hospital
5476,BANDAGE ELASTIC 3X5YDS,,,12.5,,A6450,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5154,IV START KIT W/TEGADERM DRESSING,KIT IV START,,25.0,,A4221,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5478,BEDPAN,,,8.5,,E0275,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5477,PEDIATRIC PULSE OXIMETER DISPOSABLE,,,38.0,,A4606,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5278,PERINEAL CARE OINTMENT 3.5OZ  PERIGUARD ANTIMICROBIAL TUBE,PERIGUARD ANTIMICROBIAL TUBE,,15.5,,S5199,1.0,990,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
10098,RESTORATIVE SERVICES,,,0.0,,,1.0,420,2017-06-06,,LONG TERM CARE,,,,,Standard,Granite_County_Medical_Center
5448,CLEANSER & DEODORIZER 8OZ NO  RINSE PERINEAL WASH BEDSIDE,CLEANSER & DEODORIZER,,10.0,,S5199,1.0,999,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5479,PERIFRESH SPRAY,,,6.5,,S5199,1.0,999,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5481,BATHREADY SHAMPOO AND CONDITIONER,,,6.5,,S5199,1.0,999,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5246,ADHESIVE SKIN TOPICAL .7ML PENSTERILE DERMABOND ADVANCED,ADHESIVE SKIN TOPICAL,,184.0,,G0168,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
2018,IMMUNIZATION ADMINISTRATION WITHOUT COUNSEL,,,25.0,,90471,1.0,450,2017-06-06,,EMERGENCY DEPARTMENT,1.0,,,,Standard,Granite_County_Medical_Center
10029,IONTOPHORESIS 15 MIN,IONTOPHORESIS 15 MIN,,62.0,,97033,1.0,420,2017-06-06,,PHYSICAL THERAPY,,,,,Standard,Granite_County_Medical_Center
10052,"THERAPEUTIC EXERCISES, 1 OR MORE AREAS, EACH 15 MINUTES; TO DEVELOP STRENGTH, ENDURANCE, RANGE OF MOTION AND FLEXIBILITY",PT THERAPEUTIC EXERCISE PER 15 MIN,,62.0,,97110,1.0,420,2017-06-06,,PHYSICAL THERAPY,,,,,Standard,Granite_County_Medical_Center
10050,"MANUAL THERAPY TECHNIQUES 1 OR MORE REGIONS, EACH 15 MINUTES",PT MASSAGE PER 15 MINS,,57.0,,97140,1.0,420,2017-06-06,,PHYSICAL THERAPY,,,,,Standard,Granite_County_Medical_Center
10001,AQUATIC THERAPY 15 MIN,AQUATIC THERAPY 15 MIN,,82.0,,97113,1.0,420,2017-06-06,,PHYSICAL THERAPY,,,,,Standard,Granite_County_Medical_Center
10013,COMMUNITY WORK REINTEGRATION 15 MI,COMMUNITY WORK REINTEGRATION 15 MI,,28.0,,97537,1.0,420,2017-06-06,,PHYSICAL THERAPY,,,,,Standard,Granite_County_Medical_Center
10014,CONTRAST BATHS 15 MIN,CONTRAST BATHS 15 MIN,,35.0,,97034,1.0,420,2017-06-06,,PHYSICAL THERAPY,1.0,,,,Standard,Granite_County_Medical_Center
10021,GAIT TRAINING,GAIT TRAINING,,55.0,,97116,1.0,420,2017-06-06,,PHYSICAL THERAPY,,,,,Standard,Granite_County_Medical_Center
10022,GROUP THERAPY EXERCISE,GROUP THERAPY EXERCISE,,56.0,,97150,1.0,420,2017-06-06,,PHYSICAL THERAPY,,,,,Standard,Granite_County_Medical_Center
10026,HOT PACK COLD PACK 15 MINS,HOT PACK COLD PACK 15 MINS,,26.0,,97010,1.0,420,2017-06-06,,PHYSICAL THERAPY,,,,,Standard,Granite_County_Medical_Center
10038,NEURO MUSCULAR RE-EDUCATION 15 MIN,NEURO MUSCULAR RE-EDUCATION 15 MIN,,63.0,,97112,1.0,420,2017-06-06,,PHYSICAL THERAPY,,,,,Standard,Granite_County_Medical_Center
10039,ORTHOTIC TRAINING 15 MIN,ORTHOTIC TRAINING 15 MIN,,72.0,,97760,1.0,420,2017-06-06,,PHYSICAL THERAPY,,,,,Standard,Granite_County_Medical_Center
10044,PARAFFIN BATH,PARAFFIN BATH,,30.0,,97018,1.0,420,2017-06-06,,PHYSICAL THERAPY,,,,,Standard,Granite_County_Medical_Center
10048,PT ELECTRODES,PT ELECTRODES,,0.0,,A4556,1.0,420,2017-06-06,,PHYSICAL THERAPY,,,,,Standard,Granite_County_Medical_Center
10059,SENSORY INTEGRATION 15 MINS,SENSORY INTEGRATION 15 MINS,,55.0,,97533,1.0,420,2017-06-06,,PHYSICAL THERAPY,,,,,Standard,Granite_County_Medical_Center
10061,STRAPPING FOOT ANKLE,STRAPPING FOOT ANKLE,,66.0,,29540,1.0,420,2017-06-06,,PHYSICAL THERAPY,,,,,Standard,Granite_County_Medical_Center
10062,STRAPPING KNEE,STRAPPING KNEE,,89.0,,29530,1.0,420,2017-06-06,,PHYSICAL THERAPY,,,,,Standard,Granite_County_Medical_Center
10066,THERAPEUTIC ACTIVITIES 15 MINS,THERAPEUTIC ACTIVITIES 15 MINS,,66.0,,97530,1.0,420,2017-06-06,,PHYSICAL THERAPY,,,,,Standard,Granite_County_Medical_Center
10067,TRACTION MECHANICAL,TRACTION MECHANICAL,,32.0,,97012,1.0,420,2017-06-06,,PHYSICAL THERAPY,,,,,Standard,Granite_County_Medical_Center
10068,ULTRASOUND 15 MIN,ULTRASOUND 15 MIN,,31.0,,97035,1.0,420,2017-06-06,,PHYSICAL THERAPY,,,,,Standard,Granite_County_Medical_Center
10069,VASOPNEUMATIC TREATMENT,VASOPNEUMATIC TREATMENT,,37.0,,97016,1.0,420,2017-06-06,,PHYSICAL THERAPY,,,,,Standard,Granite_County_Medical_Center
5195,NEEDLE HYPODERMIC 18GX1IN PINKSTERILE REGULAR BEVEL,NEEDLE HYPODERMIC 18G,,5.75,,A4221,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
6176,T4 TOTAL THYROXINE,,,60.0,,84436,1.0,300,2017-06-06,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
6177,T3 TOTAL TRIIODOTHYRONINE,,,60.0,,84480,1.0,300,2017-06-06,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
6179,T3 UPTAKE,,,75.0,,84479,1.0,300,2017-06-06,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
6180,T3 REVERSE SERUM,,,128.0,,84482,1.0,300,2017-06-06,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
6181,THYROID PEROXIDASE AUTOANTIBODY,,,75.0,,86376,1.0,300,2017-06-06,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
6182,THYROGLOBIN AUTOANTIBODY,,,82.0,,86800,1.0,300,2017-06-06,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
6183,CRP HIGH SENSITIVITY,,,80.0,,86141,1.0,300,2017-06-06,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
5123,APPLICATOR COTTON TIP 6IN     STERILE WOOD,APPLICATOR COTTON TIP,,6.5,,,1.0,999,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5436,"BANDAGE ADH FAB 1X3""""ST       12/100 PROADVANTAGE LF",BANDAGE ADH,,0.0,,,1.0,999,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5370,"BANDAGE ADH FABRIC 2X4""""12/50 PROADVANTAGE ST LF",BANDAGE ADH,,0.0,,,1.0,999,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5331,BANDAGE ADHESIVE 1X3IN        SHEER STAT STRIP,BANDAGE ADH,,0.0,,,1.0,999,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5336,BANDAGE ADHESIVE 1X3IN        WOVEN COMFORT CLOTH STERILE,BANDAGE ADH,,0.0,,,1.0,999,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5444,BANDAGE ADHESIVE 1X3IN STERILEFLEXIBLE FABRIC CURITY,BANDAGE ADH,,0.0,,,1.0,999,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5288,BANDAGE ADHESIVE 2X3 3/4IN    XLARGE FLEXIBLE FABRIC STERILE,BANDAGE ADH,,0.0,,,1.0,999,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5483,GAUZE SPONGE 8X4 IN 12PLY STERILE PEEL BACK PACKAGE,GAUZE SPONGE 8x4 IN 12PLY STERILE PEEL BACK PACKAGE,,6.5,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5169,NEBULIZER SET UP,"NEBULIZER  6""""RES.& 7'TUBE     50/CS",,12.0,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
3110,OXYGEN USAGE PER HOUR,,,5.0,,,1.0,270,2017-06-07,,EMERGENCY DEPARTMENT,,,,,Standard,Granite_County_Medical_Center
5484,SHAMPOO TEARLESS 2OZ,,,1.5,,,1.0,990,2017-06-07,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5485,MOUTHWASH,,,1.5,,,1.0,990,2017-06-08,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5486,DEODORANT STICK MENNAN,,,3.0,,,1.0,990,2017-06-07,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5487,DEODORANT LADY SPEED STICK,,,3.0,,,1.0,990,2017-06-07,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5489,PAN SPECIMEN URINE STOOL GRADUATED 900ML,,,6.5,,,1.0,270,2017-06-07,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5488,CONTAINER TRIANGULAR INTAKE OUTPUT,,,3.0,,,1.0,270,2017-06-07,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
6012,B12 AND FOLATE,B12 AND FOLATE,,120.0,,,1.0,300,2017-06-06,2017-08-28,CC_LAB,,,,,Standard,Granite_County_Medical_Center
6040,CT/CG (APTIMA),CT/CG (APTIMA),,110.0,1.0,,,300,2017-06-06,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
6184,ORGANISM ID 1,,,42.0,,87077,1.0,300,2017-06-07,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
6185,ORGANISM ID 2,,,42.0,,87077,1.0,300,2017-08-01,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
6186,ORGANISM ID 3,,,42.0,,87077,1.0,300,2017-08-01,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
6187,ANAEROBE ID PRESUMPTIVE 2ND ADDITIONAL,,,45.0,,87075,1.0,300,2017-08-01,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
6188,ANAEROBE ID PRESUMPTIVE 3RD ADDITIONAL,,,45.0,,87075,1.0,300,2017-08-01,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
6189,ANAEROBE ID DEFINITIVE 1,,,44.0,,87076,1.0,300,2017-08-01,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
6190,ANAEROBE ID DEFINITIVE 2,,,44.0,,87076,1.0,300,2017-08-01,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
6191,ANAEROBE ID DEFINITIVE 3,,,44.0,,87076,1.0,300,2017-08-01,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
6192,YEAST ID 1,,,48.0,,87106,1.0,300,2017-08-01,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
6193,YEAST ID 2,,,48.0,,87106,1.0,300,2017-08-01,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
6194,YEAST ID 3,,,48.0,,87106,1.0,300,2017-08-01,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
6195,KIRBY BAUER DISK DIFFUSION 1,,,21.0,,87184,1.0,300,2017-08-01,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
6196,KIRBY BAUER DISK DIFFUSION 2,,,21.0,,87184,1.0,300,2017-08-01,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
6197,KIRBY BAUER DISK DIFFUSION 3,,,21.0,,87184,1.0,300,2017-08-01,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
6201,MIC ANTIBIOTIC GRADIENT ANTIMICROBIAL SUSCEPTIBILITY 1,,,40.0,,87181,1.0,300,2017-08-01,,CC_LAB,1.0,,,,Standard,Granite_County_Medical_Center
6202,MIC ANTIBIOTIC GRADIENT ANTIMICROBIAL SUSCEPTIBILITY 2,,,40.0,,87181,1.0,300,2017-08-01,,CC_LAB,1.0,,,,Standard,Granite_County_Medical_Center
6203,MIC ANTIBIOTIC GRADIENT ANTIMICROBIAL SUSCEPTIBILITY 3,,,40.0,,87181,1.0,300,2017-08-01,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
6204,URINE ORGANISM ID AEROBIC PRESUMPTIVE 1,,,38.0,,87088,1.0,300,2017-08-01,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
6205,URINE ORGANISM ID AEROBIC PRESUMPTIVE 2,,,38.0,,87088,1.0,300,2017-08-01,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
6206,URINE ORGANISM ID AEROBIC PRESUMPTIVE 3,,,38.0,,87088,1.0,300,2017-08-01,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
6207,DSDNA AUTOANTIBODY POSITIVE ANA SCREEN,,,134.0,,86225,1.0,300,2017-08-01,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
6208,POSITIVE AUTOANTIBODY,,,134.0,,86235,1.0,300,2017-08-01,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
6209,IMMUNOASSAY POSITIVE AUTOANTIBODY SCREEN ANA,,,134.0,,83516,1.0,300,2017-08-01,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
6210,HEPATITIS B SURFACE AG CONFIRMATION,,,88.0,,87341,1.0,300,2017-08-01,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
6211,RPR QUALITATIVE SYPHILIS,,,18.0,,86592,1.0,300,2017-08-01,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
6212,RPR TITRE QUANTITATIVE SYPHILIS,,,23.0,,86593,1.0,300,2017-08-01,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
6213,TREPONEMA PALLIDIUM ANTIBODY BY TP-PA,,,26.0,,86780,1.0,300,2017-08-01,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
6217,NEISSERIA GONORRHOEAE BY APTIMA,,,55.0,,87591,1.0,300,2017-08-01,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
6218,TRICHOMONAS VAGINALIS BY APTIMA,,,49.5,,87661,1.0,300,2017-08-01,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
6219,HIV 1/2 AB DIFFERENTIATION SUPPLEMENTAL,,,89.5,,86701,1.0,300,2017-08-01,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
6220,HEMOGRAM,,,18.0,,85027,1.0,300,2017-08-01,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
5490,DRESSING TRANSPARENT SURESITE,,,11.0,,A6258,1.0,270,2017-08-01,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5491,DRESSING ALLEYVN FOAM GEL ADHESIVE,,,16.0,,A6212,1.0,270,2017-08-01,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5492,DRESSING ALLEYVN FOAM BORDER,,,12.0,,A6212,1.0,270,2017-08-01,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5494,DRESSING ABDOMINAL PAD  8X10 STERILE,,,3.75,,A6404,1.0,270,2017-08-01,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
6495,GAUZE NON STERILE AVANT 2X2,,,0.0,,A6216,1.0,270,2017-08-01,2017-08-01,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5495,GAUZE NON STERILE AVANT 2X2,,,0.0,,A6216,1.0,270,2017-08-01,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5496,GAUZE NONSTERILE AVANT 4X4,,,0.0,,A6216,1.0,270,2017-08-01,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5493,DRESSING ALLEYVN SACRUM,,,19.5,,A6212,1.0,270,2017-08-01,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5158,LANCET SAFETY 21GX2.4MM NEEDLESINGLE USE UNISTIK 2 NORMAL,LANCET,,0.0,,,1.0,999,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5452,WATER DILUENT BACT 30ML       4/25 SINGLE DOSE FLIP INJ,WATER DILUENT BACT 30ML,,5.75,,,1.0,999,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5281,JELLY LUBRICATING 4 1/4OZ TUBEFLIP TOP STERILE SURGILUBE,JELLY LUBRICATING 4 1/4OZ,,8.0,,,1.0,999,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5325,NEEDLE HYPODERMIC 25GX1IN     DISPOSABLE REGULAR BEVELED,NEEDLE HYPODERMIC 25G,,5.75,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5457,SYRINGE 1CC ORAL W/ TIP CAP   AMBER,SYRINGE 1CC,,5.75,,,1.0,999,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5110,SWAB DENTASWAB W/DENTIFRICE,SWAB DENTASWAB,,0.5,,,1.0,999,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
3008,CLOSED TREATMENT OF INTERPHALANGEL DISLOCATION WITH ANESTHESIA,CLOSED TREATMENT OF INTERPHALANGEL,,298.0,,28665,1.0,981,2017-06-06,,EMERGENCY DEPARTMENT,,,,,Standard,Granite_County_Medical_Center
3111,"CLOSED TREATMENT OF INTERPHALANGEAL JOINT DISLOCATION, SINGLE, WITH MANIPULATION; WITHOUT ANESTHESIA","CLOSED TREATMENT OF INTERPHALANGEAL JOINT DISLOCATION, SINGLE, WITH MANIPULATION; WITHOUT ANESTHESIA",,220.0,,26770,1.0,981,2017-08-01,,EMERGENCY DEPARTMENT,,,,,Standard,Granite_County_Medical_Center
5497,TAPE MEFIX SELF ADHESIVE FABRIC 1X11YDS,,,6.5,,A6265,1.0,999,2017-08-01,,CC_CENTRAL SUPPLY,1.0,,,,Standard,Granite_County_Medical_Center
5319,TAPE MICROFOAM 1INX5 1/2YD    HYPOALLERGENIC SURGICAL,TAPE MICROFOAM 1IN,,6.5,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5405,TAPE MICROPORE 1INX10YD       SURGICAL PAPER HYPOALLERGENIC,TAPE MICROPORE 1IN,,6.5,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5446,TAPE DURAPORE 1INX10YD        SURGICAL HYPOALLERGENIC,TAPE DURAPORE 1IN,,6.5,,,1.0,999,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5498,HUMIDIFIER DISPOSABLE 500 ML,,,6.5,1.0,,1.0,270,2017-08-01,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5499,MASK NON REBREATHER PEDIATRIC WITH 7 FT TUBE,,,6.5,,A4620,1.0,450,2017-08-01,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5500,MASK OXYGEN NON REBREATHER ADULT,,,6.5,,A4620,1.0,450,2017-08-01,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5501,MASK OXYGEN ADULT WITH 7FT TUBE,,,6.5,,A4620,1.0,450,2017-08-01,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5503,STAPLE REMOVER,,,15.0,,,1.0,270,2017-08-01,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5504,ENEMA SET GENT L KARE 1500CC BAG,,,8.5,,,1.0,270,2017-08-01,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
4000,NEBULIZER BREATHING TREATMENT,NEBULIZER BREATHING TREATMENT,,100.0,,94640,1.0,460,2017-06-06,,EMERGENCY DEPARTMENT,,,,,Standard,Granite_County_Medical_Center
5261,IV TUBING PUMP OUTLOOK PRIMARY FOR BRAUN,SET IV PUMP OUTLOOK,,49.0,,S1015,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5445,IV TUBING PRIMARY (NO PUMP) ULTRASITE,SET IV ADMIN ULTRASITE,,49.0,,S1015,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5398,IV TUBING SECONDARY,ADMIN SET UNI SPIKE 15DML,,30.9,,S1015,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
6221," LACTIC ACID, VENOUS",,,48.0,,83605,1.0,300,2017-08-01,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
3097,SWING BED ADMIT LEVEL 1,SWING BED ADMIT LEVEL 1,,202.0,,99304,1.0,987,2017-06-06,,SWING BED,,,,,Standard,Granite_County_Medical_Center
3098,SWING BED ADMIT LEVEL 2,SWING BED ADMIT LEVEL 2,,246.3,,99305,1.0,987,2017-06-06,,SWING BED,,,,,Standard,Granite_County_Medical_Center
3099,SWING BED ADMIT LEVEL 3,SWING BED ADMIT LEVEL 3,,313.9,,99306,1.0,987,2017-06-06,,SWING BED,,,,,Standard,Granite_County_Medical_Center
3100,SWING BED DAILY VISIT LEVEL 1,SWING BED DAILY VISIT LEVEL 1,,100.0,,99307,1.0,987,2017-06-06,,SWING BED,,,,,Standard,Granite_County_Medical_Center
3101,SWING BED DAILY VISIT LEVEL 2,SWING BED DAILY VISIT LEVEL 2,,135.0,,99308,1.0,987,2017-06-06,,SWING BED,,,,,Standard,Granite_County_Medical_Center
3103,SWING BED DAILY VISIT LEVEL 4,SWING BED DAILY VISIT LEVEL 4,,255.0,,99310,1.0,987,2017-06-06,,SWING BED,,,,,Standard,Granite_County_Medical_Center
3104,SWING BED DISCHARGE LESS 30MIN,SWING BED DISCHARGE LESS 30MIN,,198.0,,99315,1.0,987,2017-06-06,,SWING BED,,,,,Standard,Granite_County_Medical_Center
3105,SWING BED DISCHARGE MORE THAN 30MIN,SWING BED DISCHARGE MORE THAN 30MIN,,274.0,,99316,1.0,987,2017-06-06,,SWING BED,,,,,Standard,Granite_County_Medical_Center
3102,SWING BED DAILY VISIT LEVEL 3,SWING BED DAILY VISIT LEVEL 3,,171.34,,99309,1.0,987,2017-06-06,,SWING BED,,,,,Standard,Granite_County_Medical_Center
5505,IV TUBING PUMP VOLUMAT PRIMARY FOR FRESENIUS KABI,,,49.0,,S1015,1.0,270,2017-08-01,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
7004,EKG READ AND INTERPRETATION,,,220.0,,93010,1.0,985,2017-06-06,,CC_EKG,,,,,Standard,Granite_County_Medical_Center
7001,EKG TRACING 12 LEAD,,,156.0,,93005,1.0,730,2017-06-06,,CC_EKG,,,,,Standard,Granite_County_Medical_Center
7003,MEDICARE EKG READING AND INTER,MEDICARE EKG READING AND INTER,,156.0,,G0405,1.0,985,2017-06-06,,CC_EKG,1.0,,,,Standard,Granite_County_Medical_Center
8187,SPINE  ENTIRE,SPINE  ENTIRE,,315.0,,72082,1.0,320,2017-06-06,,CC_RAD,,,,,Standard,Granite_County_Medical_Center
11000,INJECTION MEDICATION SUBCQ IM,INJECTION MEDICATION SUBCQ IM,,33.0,,96372,1.0,250,2017-06-06,,CC_IV THERAPY,,,,,Standard,Granite_County_Medical_Center
5480,IV J LOOP CONNECTION,,,12.5,,A4210,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5507,SYRINGE 3ML 25G 5/8 NEEDLE,,,6.5,,A4208,1.0,270,2017-08-01,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5509,SYRINGE LUER LOCK STERILE 60ML,,,6.5,,A4213,1.0,270,2017-08-01,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5508,SYRINGE LUER LOCK STERILE 5ML,,,6.5,,A4210,1.0,270,2017-08-01,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5510,SYRINGE LUER LOCK STERILE 30ML,,,6.5,,A4213,1.0,270,2017-08-01,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5511,CAP FOR SYRINGE TIP STERILE,,,0.1,,A4210,1.0,270,2017-08-01,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5512,CONNECTOR STRAIGHT O2 SUPPLY,,,6.5,,,1.0,270,2017-08-01,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5513,NEEDLE STERILE 21G 1 INCH,,,1.0,,A4215,1.0,270,2017-08-01,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5514,NEEDLE STERILE 27G 1.25 INCH,,,1.0,,A4215,1.0,270,2017-08-01,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5515,NEEDLE STERILE 30G 1INCH,,,1.0,,A4215,1.0,270,2017-08-01,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5521,NEEDLE STERILE 16G 1.5 INCH,,,1.0,,A4215,1.0,270,2017-08-01,,CC_CENTRAL SUPPLY,1.0,,,,Standard,Granite_County_Medical_Center
5516,CATHETER IV INSYTE 22G 1 INCH,CATHETER IV 22G,,30.5,,A4221,1.0,270,2017-08-01,,CC_CENTRAL SUPPLY,1.0,,,,Standard,Granite_County_Medical_Center
5235,CATHETER IV 16GX1.16IN SAFETY INSYTE SHIELDED GRAY,CATHETER IV 16G,,30.5,,A4221,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5101,CATHETER IV 22GX1IN SAFETY W/ NOTCHED NEEDLE AUTOGUARD,CATHETER IV 22G,,30.5,,A4221,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5517,CATHETER IV INSYTE 18G 1 INCH,CATHETER IV 18G,,30.5,,A4221,1.0,270,2017-08-01,,CC_CENTRAL SUPPLY,1.0,,,,Standard,Granite_County_Medical_Center
5519,DRESSING TELFA 4X6 NONWOVEN ADHESIVE	,,,6.5,,A6252,1.0,270,2017-08-01,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
