CDM Item Number,Revenue Code,Service ID,Service Mod1,Service Mod2,Service Mod3,Service Mod4,Service Description,Gross Charge,Discounted Cash Price,Minimum Negotiated Charge,Maximum Negotiated Charge,Payer Negotiated Charge: Blue Cross Blue Shield of MT (Plan: All),Payer Negotiated Charge: Blue Cross Blue Shield of MT (Plan: Default),Payer Negotiated Charge: Blue Cross Blue Shield of MT (Plan: Federal),Payer Negotiated Charge: Blue Cross Blue Shield of MT (Plan: Medicare Advantage),Payer Negotiated Charge: Medicare A MT JF (Plan: All),Payer Negotiated Charge: Medicare B MT JF (Plan: All),Payer Negotiated Charge: Medicare Railroad Palmetto GBA (Plan: All),hospital
3223146,250,J3490,,,,,MESALAMINE CAP 250MG,16.0,16.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223147,250,J3490,,,,,INSTA GLUCOSE,23.0,23.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223148,250,J3490,,,,,FLUTIC/PROP MDI 44MCG,343.0,343.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223149,250,J3490,,,,,FLUTIC/PROP MDI 110MCG,638.0,638.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223150,250,J3490,,,,,FLUTIC/PROP MDI 220MCG,582.0,582.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223151,250,J8499,,,,,PERPHEN/AMITRIP TAB2/25MG,16.0,16.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223152,636,J2770,,,,,QUINUPRIS/DALFO INJ 500MG,334.0,334.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223154,250,J8499,,,,,CLONAZEPAM TAB 0.5MG,16.0,16.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223155,636,J2997,,,,,ALTEPLASE INJ (100 MG),26429.0,26429.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223157,250,J3490,,,,,TRAVOPROST OPTH GTT,324.0,324.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223158,250,J3490,,,,,VECURONIUM 10MG/10ML,69.0,69.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223159,636,J1580,,,,,GENTAMICIN INJ 20MG/2ML,53.0,53.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223160,250,J8499,,,,,TRIHEXYPHENIDYL HYDRO 2MG,16.0,16.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223161,250,J8499,,,,,BROMOCRIPTINE TAB 2.5MG,16.0,16.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223162,250,J8499,,,,,PIOGLITAZONE TAB 30MG,34.0,34.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223163,636,J3010,,,,,FENTANYL INJ 50MCG/ML,55.0,55.0,70.68,70.68,,,,,70.68,,,Fallon_Medical_Complex_Hospital
3223164,250,J1815,,,,,INS-ASPART 70/30  INJ 100,205.0,205.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223166,250,,,,,,VIT CA CARBONATE/VIT D 12,16.0,16.0,8.58,24.35,24.35,24.35,,,8.58,,,Fallon_Medical_Complex_Hospital
3223167,250,,,,,,VIT CALCIUM/ VIT D 500MG/,16.0,16.0,8.58,24.35,24.35,24.35,,,8.58,,,Fallon_Medical_Complex_Hospital
3223168,250,J8499,,,,,CHOLESTYRAMINE POWDER 5.7,30.0,30.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223169,250,J8499,,,,,CHLORDIAZEPOXIDE/CLIDINIU,16.0,16.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223170,250,,,,,,CETACAINE SPRAY,139.0,139.0,8.58,24.35,24.35,24.35,,,8.58,,,Fallon_Medical_Complex_Hospital
3223171,250,J8540,,,,,DEXAMETHASON ELIXIR 0.5MG,31.0,31.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223172,250,J8499,,,,,DOCUSATE LIQ 50MG/5ML,22.0,22.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223174,250,J8499,,,,,LORATADINE/PSEUD 10/240MG,16.0,16.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223175,250,J8499,,,,,LORAZEPAM TAB 1MG,24.0,24.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223176,636,J3490,,,,,MAGNESIUM/ALUMINUM SUSP,26.0,26.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223177,250,J8499,,,,,MORPHINE ER TAB 15MG,24.0,24.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223178,250,J8499,,,,,MORPHINE TAB 30MG,27.0,27.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223179,250,J2310,,,,,NALOXONE INJ 1MG/ML,120.0,120.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223180,250,J8499,,,,,ONDANSETRON OD TAB 4 MG,16.0,16.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223181,250,J2505,,,,,PEGFILGRASTIM INJ 6MG,11300.0,11300.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223182,250,,,,,,PHENOL LOZENGE 29MG,16.0,16.0,8.58,24.35,24.35,24.35,,,8.58,,,Fallon_Medical_Complex_Hospital
3223183,250,J2543,,,,,PIPERACILLIN/TAZO INJ 2.2,77.0,77.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223184,250,J8499,,,,,POTAS CHLORIDE TAB 8MEQ,16.0,16.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223185,250,J3490,,,,,PROPARACAINE OPTH 0.5%,172.0,172.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223186,250,J3490,,,,,TETRAHYDROZOLINE OPTH,20.0,20.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223187,250,J3370,,,,,VANCOMYCIN INJ 500MG,55.0,55.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223188,250,J3490,,,,,VIT MULTIDAY/BETA CAROTEN,16.0,16.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223189,250,J3490,,,,,ER-IBUPROPHEN TAB 200MG,36.0,36.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223190,636,J9217,,,,,LEUPROLIDE INJ 45MG,15675.0,15675.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223191,636,J0885,,,,,"EPOETIN INJ 10,000 UNT/ML",360.0,360.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223192,250,J3490,,,,,SALINE NEB,22.0,22.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223193,250,,,,,,STANFORD MOUTHWASH,29.0,29.0,8.58,24.35,24.35,24.35,,,8.58,,,Fallon_Medical_Complex_Hospital
3223194,250,J3490,,,,,ACETAMINOPHEN SUP 325MG,27.0,27.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223195,250,J7699,,,,,ARFORMOTEROL NEB 15MCG/2M,66.0,66.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223196,250,J3490,,,,,MOMETASONE FUCOATE INH 22,254.0,254.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223198,250,J8499,,,,,OXYCODONE ER TAB 10MG,29.0,29.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223200,250,J8499,,,,,METHOCARBAMOL TAB 750MG,16.0,16.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223201,250,J8499,,,,,CEFDINIR CAP 300MG,20.0,20.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223202,250,J3490,,,,,"NYSTATIN POWD 100,000 U",124.0,124.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223203,250,,,,,,EUCER/DEXAMETH CRM,76.0,76.0,8.58,24.35,24.35,24.35,,,8.58,,,Fallon_Medical_Complex_Hospital
3223204,250,J8499,,,,,OXYCODONE TAB 20MG,34.0,34.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223205,250,J3490,,,,,TORSEMIDE TAB 100MG,16.0,16.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223206,250,J8499,,,,,PAROXETINE TAB 10MG,16.0,16.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223207,250,J3490,,,,,BETAMETHASONE CREAM 0.05%,89.0,89.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223208,250,J3490,,,,,VIT D CAP 50000U,16.0,16.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223210,250,J3490,,,,,CALCITONIN NASAL 200IU/SP,217.0,217.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223211,250,J2212,,,,,METHYL/ BROMIDE INJ 12MG/,177.0,177.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223212,250,J8499,,,,,WARFARIN TAB 1MG,16.0,16.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223213,250,J3490,,,,,ELECTROLYTE ORAL SOLUTION,41.0,41.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223215,250,J3490,,,,,ALAWAY EYE GTTS,62.0,62.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223216,250,J3490,,,,,GENTEAL EYE GTTS/GEL,56.0,56.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223217,250,J8499,,,,,VIT FOLIC ACID TAB 400MCG,16.0,16.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223218,250,S0171,,,,,BUMETANIDE INJ 2.5MG/10ML,116.0,116.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223219,250,J8499,,,,,ALPRAZOLAM TAB 0.5MG,22.0,22.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223220,636,J2270,,,,,MORPHINE INJ 5MG/ML,57.0,57.0,38.57,38.57,,,,,38.57,,,Fallon_Medical_Complex_Hospital
3223221,250,J8499,,,,,HYDROCORTISONE TAB 10MG,16.0,16.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223222,250,J2543,,,,,PIPERACILLIN/TAZO 4.5GM,100.0,100.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223223,250,J3490,,,,,NITRO PATCH 0.1 MG/HR,32.0,32.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223224,250,J8499,,,,,DILTIAZEM CAP 90 MG,16.0,16.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223225,250,J8499,,,,,LUBIPROSTONE TAB 8MCG,20.0,20.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223226,250,J8499,,,,,K&NA PHOSPHATE TAB 250MG,16.0,16.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223227,250,J3490,,,,,FENTANYL PATCH 12MCG/HR *,82.0,82.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223228,250,J3490,,,,,MESALAMINE ER TAB 1.2GM,25.0,25.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223229,250,J3490,,,,,SYSTANE EYE GTTS 4ML,22.0,22.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223230,636,90662,,,,,FLU VAC HD => 65 YR INJ,141.0,141.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223231,636,J0897,,,,,DENOSUMAB INJ 60MG/ML,4630.0,4630.0,46.27,46.27,,,,,46.27,,,Fallon_Medical_Complex_Hospital
3223232,636,J3475,,,,,MAGNESIUM SULF INJ 1GM/2M,46.0,46.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223233,250,J8499,,,,,AMOXICILN/CLAV SUSP 400MG,148.0,148.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223236,250,J3490,,,,,NORTRIPTYLINE CAP 50MG,16.0,16.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223237,250,J3490,,,,,SILVER SULFADIAZINE 1% CR,138.0,138.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223238,250,J3490,,,,,FEXOFENADINE LIQ 30MG/5ML,26.0,26.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223239,250,J1642,,,,,HEPARIN FLUSH SYR 300U/3M,53.0,53.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223240,250,J3490,,,,,HYDRO ACET/PRAMOX HCL SPR,174.0,174.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223241,250,J8499,,,,,VIT ZINC TAB 50MG,16.0,16.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223242,250,J3490,,,,,VIT MAGNESIUM TAB,16.0,16.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223243,250,J8499,,,,,IRBESARTAN/HCTZ TAB 300/1,18.0,18.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223245,253,J8499,,,,,ER-SUL/TRIM SUSP 200/40/5,82.0,82.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223246,253,J8499,,,,,ER-AMOX/CLAV TAB 875MG,91.0,91.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223247,250,J8499,,,,,VIT MULTI W/MINERALS,16.0,16.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223248,250,J8499,,,,,LOVASTATIN TAB 40MG,19.0,19.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223249,250,,,,,,VIT CENTRUM SILVER TAB,16.0,16.0,8.58,24.35,24.35,24.35,,,8.58,,,Fallon_Medical_Complex_Hospital
3223250,250,,,,,,BRINZOLAMIDE EYE GTTS 1%,551.0,551.0,8.58,24.35,24.35,24.35,,,8.58,,,Fallon_Medical_Complex_Hospital
3223252,250,J8499,,,,,VERAPAMIL SR TAB 180MG,16.0,16.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223253,250,J3490,,,,,ASPERCREME TOPICAL,48.0,48.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223254,250,J8499,,,,,PIOG/MET TAB 15/500MG,21.0,21.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223255,250,J8499,,,,,RASAGILINE TAB 180MG,52.0,52.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223256,250,J3490,,,,,MENTHOLATUM OINT,36.0,36.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223257,250,J3490,,,,,OFLOXACIN EAR DROP 0.3%,157.0,157.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223258,250,,,,,,VIT ECHI/GOLD CAP,16.0,16.0,8.58,24.35,24.35,24.35,,,8.58,,,Fallon_Medical_Complex_Hospital
3223259,250,J8499,,,,,RISPERIDONE TAB 0.25MG,16.0,16.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223260,250,J8499,,,,,VIT CHROM/PICO TAB 200MCG,16.0,16.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223261,250,J3490,,,,,VIT MLK THISTLE CAP 140MG,16.0,16.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223262,250,J3490,,,,,SOD POLY LIQ 15G/60ML,35.0,35.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223263,250,J3490,,,,,NEO/POLY BAC OTIC DROPS *,88.0,88.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223264,250,J2357,,,,,OMALIZUMAB INJ 150MG,1811.0,1811.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223266,250,J8499,,,,,HYDROCODONE/HOMAT5MG/1.5M,24.0,24.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223267,250,S4990,,,,,NICOTINE PAT 14MG/24HR,38.0,38.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223268,250,J8499,,,,,VIT POLYSACHARR IRON CAP,16.0,16.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223269,250,J3490,,,,,CA CARBONATE TAB 750MG,16.0,16.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223270,250,J8499,,,,,AMOXICILN/CLAV SUSP 250MG,174.0,174.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223271,250,J3490,,,,,VIT D3 SOFTGEL 1000IU,16.0,16.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223272,250,,,,,,LIDO/MAALOX/DIPHEN 1TSP *,16.0,16.0,8.58,24.35,24.35,24.35,,,8.58,,,Fallon_Medical_Complex_Hospital
3223273,250,J8499,,,,,MORPHINE IR TAB 15MG,24.0,24.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223274,250,J8499,,,,,RISPERIDONE TAB 2MG,25.0,25.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223276,250,J3490,,,,,ACETAZOLAMIDE TAB 250MG,16.0,16.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223277,250,,,,,,ER-LIDO/MAALOX/DIPH  3OZ.,36.0,36.0,8.58,24.35,24.35,24.35,,,8.58,,,Fallon_Medical_Complex_Hospital
3223279,250,J8499,,,,,VIT MULTIVITAMIN GUMMIES,16.0,16.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223280,250,J3490,,,,,TELMISART/HCTZ TAB 80/25,23.0,23.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223281,250,J1815,,,,,INS-HUMULIN 70/30,205.0,205.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223282,250,J8499,,,,,FLUCONAZOLE TAB 200MG,41.0,41.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223283,636,J1265,,,,,DOPAMINE INJ 40MG/ML,78.0,78.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223284,250,J7799,,,,,BUDESO/FORMO MDI 160/4.5,617.0,617.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223285,250,,,,,,"SUMATRIPTAN TAB 25MG ""NF'",63.0,63.0,8.58,24.35,24.35,24.35,,,8.58,,,Fallon_Medical_Complex_Hospital
3223286,250,,,,,,NITROGLYCERIN PREMIX 25MG/250ML,89.0,89.0,8.58,24.35,24.35,24.35,,,8.58,,,Fallon_Medical_Complex_Hospital
3223287,250,J7626,,,,,BUDESONIDE NEB 0.25MG/3ML,48.0,48.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223288,250,,,,,,CHARCOAL/SORBITOL SUSP 25GM,45.0,45.0,8.58,24.35,24.35,24.35,,,8.58,,,Fallon_Medical_Complex_Hospital
3223289,250,,,,,,RIVAROXABAN TAB 10MG,35.0,35.0,8.58,24.35,24.35,24.35,,,8.58,,,Fallon_Medical_Complex_Hospital
3223290,259,S0020,,,,,BUPIVACAINE INJ 0.5%,56.0,56.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223291,250,,,,,,HYDROCORTISONE CREAM 2.5%,172.0,172.0,8.58,24.35,24.35,24.35,,,8.58,,,Fallon_Medical_Complex_Hospital
3223292,250,,,,,,DOXYCYCLINE INJ 100MG,104.0,104.0,8.58,24.35,24.35,24.35,,,8.58,,,Fallon_Medical_Complex_Hospital
3223293,636,,,,,,GENTAMICIN INJ 80MG/2ML,56.0,56.0,20.58,20.58,20.58,20.58,,,,,,Fallon_Medical_Complex_Hospital
3223294,250,,,,,,CLINDAMYCIN INJ 600MG/4ML,52.0,52.0,8.58,24.35,24.35,24.35,,,8.58,,,Fallon_Medical_Complex_Hospital
3223295,250,,,,,,LEVOFLOXACIN INJ 500MG/20,64.0,64.0,8.58,24.35,24.35,24.35,,,8.58,,,Fallon_Medical_Complex_Hospital
3223296,250,J1956,,,,,LEVOFLOXACIN INJ 750MG/30ML,95.0,95.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223297,250,,,,,,VIT PROBIOTIC CAP,16.0,16.0,8.58,24.35,24.35,24.35,,,8.58,,,Fallon_Medical_Complex_Hospital
3223298,250,,,,,,THYROID TAB 60MG *NF*,16.0,16.0,8.58,24.35,24.35,24.35,,,8.58,,,Fallon_Medical_Complex_Hospital
3223299,250,,,,,,AMPICILLIN INJ 1GM,55.0,55.0,8.58,24.35,24.35,24.35,,,8.58,,,Fallon_Medical_Complex_Hospital
3223300,636,J1100,,,,,DEXAMETHASONE INJ 10MG/ML,45.0,45.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223302,636,J2540,,,,,"PEN G POT INJ5,000,000U",67.0,67.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223303,636,J3475,,,,,MAGNESIUM SULF INJ 10GM/20ML,38.0,38.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223304,250,,,,,,PROMETHAZINE/CODEINE SUSP 6.25MG/10MG,34.0,34.0,8.58,24.35,24.35,24.35,,,8.58,,,Fallon_Medical_Complex_Hospital
3223305,250,,,,,,CEFOXITIN INJ 1GM,62.0,62.0,8.58,24.35,24.35,24.35,,,8.58,,,Fallon_Medical_Complex_Hospital
3223306,250,,,,,,CARBOXY/GLYCERIN EYE DROPS,25.0,25.0,8.58,24.35,24.35,24.35,,,8.58,,,Fallon_Medical_Complex_Hospital
3223307,250,,,,,,NEO/POLY/DEX OPTH OINTMENT,42.0,42.0,8.58,24.35,24.35,24.35,,,8.58,,,Fallon_Medical_Complex_Hospital
3223308,636,J3010,,,,,FENTANYL INJ 50MCG/1ML,108.0,108.0,70.68,70.68,,,,,70.68,,,Fallon_Medical_Complex_Hospital
3223309,250,,,,,,RANIDITINE INJ 25MG/ML,61.0,61.0,8.58,24.35,24.35,24.35,,,8.58,,,Fallon_Medical_Complex_Hospital
3223311,250,,,,,,LINAGLIPTIN TAB 5MG,41.0,41.0,8.58,24.35,24.35,24.35,,,8.58,,,Fallon_Medical_Complex_Hospital
3223313,250,J7321,,,,,SODIUM HYALURONATE INJ 20MG/2ML,363.0,363.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223314,250,,,,,,BIMATOPROST DROP 0.01%,376.0,376.0,8.58,24.35,24.35,24.35,,,8.58,,,Fallon_Medical_Complex_Hospital
3223315,250,,,,,,AMINOPHYLIN INJ 250MG/10ML,45.0,45.0,8.58,24.35,24.35,24.35,,,8.58,,,Fallon_Medical_Complex_Hospital
3223316,250,,,,,,ACYCLOVIR INJ 500MG,79.0,79.0,8.58,24.35,24.35,24.35,,,8.58,,,Fallon_Medical_Complex_Hospital
3223317,250,,,,,,CARVEDILOL CR TAB 20MG,16.0,16.0,8.58,24.35,24.35,24.35,,,8.58,,,Fallon_Medical_Complex_Hospital
3223318,250,,,,,,IRBESARTAN TAB 300MG,16.0,16.0,8.58,24.35,24.35,24.35,,,8.58,,,Fallon_Medical_Complex_Hospital
3223322,250,,,,,,METHENAMINE TAB 1GM,16.0,16.0,8.58,24.35,24.35,24.35,,,8.58,,,Fallon_Medical_Complex_Hospital
3223327,250,,,,,,AQUAPHOR OINTMENT JAR,21.0,21.0,8.58,24.35,24.35,24.35,,,8.58,,,Fallon_Medical_Complex_Hospital
3223333,250,J3490,,,,,ERYTHROMYCIN EYE OINT 0.5%,68.0,68.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223334,250,,,,,,ESZOPICLONE TAB 2MG,34.0,34.0,8.58,24.35,24.35,24.35,,,8.58,,,Fallon_Medical_Complex_Hospital
3223336,250,,,,,,FAMCICLOVIR,56.0,56.0,8.58,24.35,24.35,24.35,,,8.58,,,Fallon_Medical_Complex_Hospital
3223338,250,,,,,,PHENAZOPYRIDINE TAB 95MG,16.0,16.0,8.58,24.35,24.35,24.35,,,8.58,,,Fallon_Medical_Complex_Hospital
3223339,250,,,,,,CLINDAMYCIN 300MG,47.0,47.0,8.58,24.35,24.35,24.35,,,8.58,,,Fallon_Medical_Complex_Hospital
3223340,250,,,,,,HYDRALAZINE 20MG/ML INJ,76.0,76.0,8.58,24.35,24.35,24.35,,,8.58,,,Fallon_Medical_Complex_Hospital
3223341,250,J8499,,,,,SIMETHICONE SOFTGEL 125MG,16.0,16.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223342,250,,,,,,TRIAMTERINE/HCTZ 37.5MG/25MG,16.0,16.0,8.58,24.35,24.35,24.35,,,8.58,,,Fallon_Medical_Complex_Hospital
3223343,250,,,,,,PRAVASTATIN TAB 10MG,16.0,16.0,8.58,24.35,24.35,24.35,,,8.58,,,Fallon_Medical_Complex_Hospital
3223344,250,,,,,,FENOFIBRATE TAB 48MG,16.0,16.0,8.58,24.35,24.35,24.35,,,8.58,,,Fallon_Medical_Complex_Hospital
3223345,250,,,,,,METOLAZONE TAB 2.5MG,16.0,16.0,8.58,24.35,24.35,24.35,,,8.58,,,Fallon_Medical_Complex_Hospital
3223347,250,,,,,,DARIFENACIN ER TAB 15MG,35.0,35.0,8.58,24.35,24.35,24.35,,,8.58,,,Fallon_Medical_Complex_Hospital
3223349,253,,,,,,ER PHENOL SPRAY 0.5%,36.0,36.0,53.69,53.69,53.69,53.69,,,,,,Fallon_Medical_Complex_Hospital
3223350,250,,,,,,AMPICILLIN INJ 2GM,81.0,81.0,8.58,24.35,24.35,24.35,,,8.58,,,Fallon_Medical_Complex_Hospital
3223352,250,,,,,,APIXABAN TAB 5MG,31.0,31.0,8.58,24.35,24.35,24.35,,,8.58,,,Fallon_Medical_Complex_Hospital
3223353,250,,,,,,HALOPERIDOL TAB 10MG,16.0,16.0,8.58,24.35,24.35,24.35,,,8.58,,,Fallon_Medical_Complex_Hospital
3223354,250,,,,,,CLOBETASOL CREAM 0.05%,229.0,229.0,8.58,24.35,24.35,24.35,,,8.58,,,Fallon_Medical_Complex_Hospital
3223355,250,J8499,,,,,ACLIDINIUM BROMIDE MDI,504.0,504.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223356,250,,,,,,ESTRADIOL TAB 0.5MG,16.0,16.0,8.58,24.35,24.35,24.35,,,8.58,,,Fallon_Medical_Complex_Hospital
3223357,250,,,,,,MIRABEGRON ER TAB 25MG,34.0,34.0,8.58,24.35,24.35,24.35,,,8.58,,,Fallon_Medical_Complex_Hospital
3223358,250,,,,,,DARBEPOETIN ALFA INMJ 100MCG/0.5ML,1075.0,1075.0,8.58,24.35,24.35,24.35,,,8.58,,,Fallon_Medical_Complex_Hospital
3223359,250,,,,,,DULOXETINE CAP 30MG,25.0,25.0,8.58,24.35,24.35,24.35,,,8.58,,,Fallon_Medical_Complex_Hospital
3223360,250,,,,,,METHYLPREDNISOLONE TAB 4MG,16.0,16.0,8.58,24.35,24.35,24.35,,,8.58,,,Fallon_Medical_Complex_Hospital
3223361,250,90688,,,,,FLU VACCINE 0.5ML > 3YRS,81.0,81.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223363,250,J1450,,,,,FLUCONAZOLE IVPB 200MG/100ML,62.0,62.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223364,250,J3490,,,,,NABUMETONE TAB 500MG,16.0,16.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223365,250,J3490,,,,,BETHANECHOL TAB 25MG,16.0,16.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223366,250,J3490,,,,,VALACICLOVIR TAB 1GM,36.0,36.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223367,250,J3490,,,,,DICLOFENAC EYE DROP 0.1%,155.0,155.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223368,250,J3490,,,,,DESOXIMETASONE TOPICAL 0.25%,343.0,343.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223369,250,J3490,,,,,VIT FERROUS GLUCONATE 250MG,16.0,16.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223370,250,J3490,,,,,DILTIAZEM IVP 25MG/5ML,50.0,50.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223371,250,J8499,,,,,SIMETHICONE SOFTGEL 180MG,16.0,16.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3223372,250,J8499,,,,,NADOLOL TAB 20MG,17.0,17.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
