Procedure Code,Procedure Description,Price Tier,Revenue Code,CPT HCPCS Code,CPT HCPCS Desc,NDC Code,Rx Unit Multiplier,Gross Charge,Discounted Cash Price,De-identified minimum negotiated charge,De-identified maximum negotiated charge,BCBSMT_POS_CLOSED_NETWORK,BCBSMT_TRADIIONAL_NETWORK,ROCKY_MOUNTAIN_HEALTH_NETWORK
6408527_1,OT Neuromuscular Unit(s),Outpatient,430,97112,"Therapeutic procedure, 1 or more areas, each 15 minutes; neuromuscular reeducation of movement, balance, coordination, kinesthetic sense, posture, and/or proprioception for sitting and/or standing activities",,0,121,121,114.95,121,118.58,121,114.95
6408529_1,OT Cognitive Re-Training Unit(s),Inpatient,430,97532,Cognitive skills development,,0,105,105,99.75,105,102.9,105,99.75
6408529_1,OT Cognitive Re-Training Unit(s),Outpatient,430,97532,Cognitive skills development,,0,105,105,99.75,105,102.9,105,99.75
6408531_1,OT Sensory Integration Techniques Unit(s),Inpatient,430,97533,"Sensory integrative techniques to enhance sensory processing and promote adaptive responses to environmental demands, direct (one-on-one) patient contact, each 15 minutes",,0,82,82,77.9,82,80.36,82,77.9
6408531_1,OT Sensory Integration Techniques Unit(s),Outpatient,430,97533,"Sensory integrative techniques to enhance sensory processing and promote adaptive responses to environmental demands, direct (one-on-one) patient contact, each 15 minutes",,0,82,82,77.9,82,80.36,82,77.9
6408541_1,OT Wheel Chair Management Training Unit(s),Inpatient,430,97542,"Wheelchair management (eg, assessment, fitting, training), each 15 minutes",,0,94,94,89.3,94,92.12,94,89.3
6408541_1,OT Wheel Chair Management Training Unit(s),Outpatient,430,97542,"Wheelchair management (eg, assessment, fitting, training), each 15 minutes",,0,94,94,89.3,94,92.12,94,89.3
6417895_2,ED PROF APPLICATION OF SHORT LEG CAST,ProFee,981,29405,Application of short leg cast (below knee to toes),,0,217,217,217,217,N/A,N/A,N/A
6418089_1,00338-1075-02 - DOBUTamine 2 mg/mL-D5% Soln,Inpatient,636,J1250,Inj dobutamine hcl/250 mg,,0,30.25,30.25,28.7375,30.25,29.645,30.25,28.7375
6418089_1,00338-1075-02 - DOBUTamine 2 mg/mL-D5% Soln,Outpatient,636,J1250,Inj dobutamine hcl/250 mg,,0,30.25,30.25,28.7375,30.25,29.645,30.25,28.7375
6419619_1,00182-1662-11 - acetaminophen 120 mg Supp,Inpatient,637,,,,0,1.29,1.29,1.2255,1.29,1.2642,1.29,1.2255
6419619_1,00182-1662-11 - acetaminophen 120 mg Supp,Outpatient,637,,,,0,1.29,1.29,1.2255,1.29,1.2642,1.29,1.2255
6419620_1,00603-0841-54 - acetaminophen 160 mg/5 mL Susp,Inpatient,637,,,,0,2.41,2.41,2.2895,2.41,2.3618,2.41,2.2895
6419620_1,00603-0841-54 - acetaminophen 160 mg/5 mL Susp,Outpatient,637,,,,0,2.41,2.41,2.2895,2.41,2.3618,2.41,2.2895
6419621_1,00536-1320-12 - acetaminophen 325 mg Supp,Inpatient,637,,,,0,0.2,0.2,0.19,0.2,0.196,0.2,0.19
6419621_1,00536-1320-12 - acetaminophen 325 mg Supp,Outpatient,637,,,,0,0.2,0.2,0.19,0.2,0.196,0.2,0.19
6419622_1,50580-0501-30 - acetaminophen 325 mg Tab,Inpatient,637,,,,0,1,1,0.95,1,0.98,1,0.95
6419622_1,50580-0501-30 - acetaminophen 325 mg Tab,Outpatient,637,,,,0,1,1,0.95,1,0.98,1,0.95
6419623_1,63739-0439-01 - acetaminophen 500 mg Tab,Inpatient,637,,,,0,1,1,0.95,1,0.98,1,0.95
6419623_1,63739-0439-01 - acetaminophen 500 mg Tab,Outpatient,637,,,,0,1,1,0.95,1,0.98,1,0.95
6419624_1,50580-0124-10 - acetaminophen 500 mg Tab,Inpatient,637,,,,0,31.25,31.25,29.6875,31.25,30.625,31.25,29.6875
6419624_1,50580-0124-10 - acetaminophen 500 mg Tab,Outpatient,637,,,,0,31.25,31.25,29.6875,31.25,30.625,31.25,29.6875
6419625_1,45802-0730-32 - acetaminophen 650 mg Supp,Inpatient,637,,,,0,3.5,3.5,3.325,3.5,3.43,3.5,3.325
6419625_1,45802-0730-32 - acetaminophen 650 mg Supp,Outpatient,637,,,,0,3.5,3.5,3.325,3.5,3.43,3.5,3.325
6419626_1,63739-0004-10 - acetaminophen-codeine 300 mg-30 mg Tab,Inpatient,637,,,,0,1,1,0.95,1,0.98,1,0.95
6419626_1,63739-0004-10 - acetaminophen-codeine 300 mg-30 mg Tab,Outpatient,637,,,,0,1,1,0.95,1,0.98,1,0.95
6419627_1,63739-0532-10 - acetaminophen-HYDROcodone 325 mg-5 mg Tab,Inpatient,637,,,,0,1.5,1.5,1.425,1.5,1.47,1.5,1.425
6419627_1,63739-0532-10 - acetaminophen-HYDROcodone 325 mg-5 mg Tab,Outpatient,637,,,,0,1.5,1.5,1.425,1.5,1.47,1.5,1.425
6419628_1,60951-0602-70 - acetaminophen-oxyCODONE 325 mg-5 mg Tab,Inpatient,637,,,,0,1.25,1.25,1.1875,1.25,1.225,1.25,1.1875
6419628_1,60951-0602-70 - acetaminophen-oxyCODONE 325 mg-5 mg Tab,Outpatient,637,,,,0,1.25,1.25,1.1875,1.25,1.225,1.25,1.1875
6419629_1,00517-7630-03 - acetylcysteine 20% Soln,Inpatient,636,J7604,Acetylcysteine comp unit,,0,28.25,28.25,26.8375,28.25,27.685,28.25,26.8375
6419629_1,00517-7630-03 - acetylcysteine 20% Soln,Outpatient,636,J7604,Acetylcysteine comp unit,,0,28.25,28.25,26.8375,28.25,27.685,28.25,26.8375
6419630_1,66220-0107-30 - acetylcysteine 20% Soln,Inpatient,636,J0132,Acetylcysteine injection,,0,137.61,137.61,130.7295,137.61,134.8578,137.61,130.7295
6419630_1,66220-0107-30 - acetylcysteine 20% Soln,Outpatient,636,J0132,Acetylcysteine injection,,0,137.61,137.61,130.7295,137.61,134.8578,137.61,130.7295
6419631_1,00591-2692-01 - acyclovir 200 mg Cap,Inpatient,637,,,,0,1.03,1.03,0.9785,1.03,1.0094,1.03,0.9785
6419631_1,00591-2692-01 - acyclovir 200 mg Cap,Outpatient,637,,,,0,1.03,1.03,0.9785,1.03,1.0094,1.03,0.9785
6419632_1,00173-0945-55 - acyclovir 800 mg Tab,Inpatient,636,,,,0,2,2,1.9,2,1.96,2,1.9
6419632_1,00173-0945-55 - acyclovir 800 mg Tab,Outpatient,636,,,,0,2,2,1.9,2,1.96,2,1.9
6419633_1,25021-0301-72 - adenosine 3 mg/mL Soln,Inpatient,636,J0150,,,0,21.75,21.75,20.6625,21.75,21.315,21.75,20.6625
6419633_1,25021-0301-72 - adenosine 3 mg/mL Soln,Outpatient,636,J0150,,,0,21.75,21.75,20.6625,21.75,21.315,21.75,20.6625
6419634_1,00182-6014-65 - albuterol 5 mg/mL Soln,Inpatient,636,J7611,Albuterol non-comp con,,0,9.38,9.38,8.911,9.38,9.1924,9.38,8.911
6419634_1,00182-6014-65 - albuterol 5 mg/mL Soln,Outpatient,636,J7611,Albuterol non-comp con,,0,9.38,9.38,8.911,9.38,9.1924,9.38,8.911
6419635_1,00487-9501-60 - albuterol 2.5 mg/3 mL (0.083%) Soln,Inpatient,636,J7603,,,0,1.25,1.25,1.1875,1.25,1.225,1.25,1.1875
6419635_1,00487-9501-60 - albuterol 2.5 mg/3 mL (0.083%) Soln,Outpatient,636,J7603,,,0,1.25,1.25,1.1875,1.25,1.225,1.25,1.1875
6419636_1,00173-0682-20 - albuterol CFC free 90 mcg/inh Aeroso,Inpatient,250,,,,0,209,209,198.55,209,204.82,209,198.55
6419636_1,00173-0682-20 - albuterol CFC free 90 mcg/inh Aeroso,Outpatient,250,,,,0,209,209,198.55,209,204.82,209,198.55
6419637_1,49502-0672-30 - albuterol-ipratropium 2.5 mg-0.5 mg/3 mL Soln,Inpatient,250,,,,0,0.36,0.36,0.342,0.36,0.3528,0.36,0.342
6419637_1,49502-0672-30 - albuterol-ipratropium 2.5 mg-0.5 mg/3 mL Soln,Outpatient,250,,,,0,0.36,0.36,0.342,0.36,0.3528,0.36,0.342
6419638_1,00597-0013-14 - albuterol-ipratropium 103 mcg-18 mcg/inh Aeroso,Inpatient,250,,,,0,846.5,846.5,804.175,846.5,829.57,846.5,804.175
6419638_1,00597-0013-14 - albuterol-ipratropium 103 mcg-18 mcg/inh Aeroso,Outpatient,250,,,,0,846.5,846.5,804.175,846.5,829.57,846.5,804.175
6419639_1,16714-0633-01 - alendronate 70 mg Tab,Inpatient,637,,,,0,0.69,0.69,0.6555,0.69,0.6762,0.69,0.6555
6419639_1,16714-0633-01 - alendronate 70 mg Tab,Outpatient,637,,,,0,0.69,0.69,0.6555,0.69,0.6762,0.69,0.6555
6419640_1,00440-7050-30 - allopurinol 100 mg Tab,Inpatient,637,,,,0,1,1,0.95,1,0.98,1,0.95
6419640_1,00440-7050-30 - allopurinol 100 mg Tab,Outpatient,637,,,,0,1,1,0.95,1,0.98,1,0.95
6419641_1,50242-0085-27 - alteplase 100 mg Inject,Inpatient,636,J2997,Alteplase recombinant,,0,12407.19,12407.19,11786.8305,12407.19,12159.0462,12407.19,11786.8305
6419641_1,50242-0085-27 - alteplase 100 mg Inject,Outpatient,636,J2997,Alteplase recombinant,,0,12407.19,12407.19,11786.8305,12407.19,12159.0462,12407.19,11786.8305
6419642_1,50242-0041-63 - alteplase 2 mg Inject,Inpatient,636,J2997,Alteplase recombinant,,0,122.29,122.29,116.1755,122.29,119.8442,122.29,116.1755
6419642_1,50242-0041-63 - alteplase 2 mg Inject,Outpatient,636,J2997,Alteplase recombinant,,0,122.29,122.29,116.1755,122.29,119.8442,122.29,116.1755
6419644_1,49348-0303-39 - Al hydroxide/Mg hydroxide/simethicone 400 mg-400 mg-40 mg/5 mL Susp,Inpatient,637,,,,0,21.38,21.38,20.311,21.38,20.9524,21.38,20.311
6419644_1,49348-0303-39 - Al hydroxide/Mg hydroxide/simethicone 400 mg-400 mg-40 mg/5 mL Susp,Outpatient,637,,,,0,21.38,21.38,20.311,21.38,20.9524,21.38,20.311
6419645_1,51672-4025-04 - amiodarone 200 mg Tab,Inpatient,637,,,,0,2.25,2.25,2.1375,2.25,2.205,2.25,2.1375
6419645_1,51672-4025-04 - amiodarone 200 mg Tab,Outpatient,637,,,,0,2.25,2.25,2.1375,2.25,2.205,2.25,2.1375
6419646_1,63323-0616-03 - amiodarone 50 mg/mL Soln,Inpatient,636,J0282,Amiodarone hcl,,0,15,15,14.25,15,14.7,15,14.25
6419646_1,63323-0616-03 - amiodarone 50 mg/mL Soln,Outpatient,636,J0282,Amiodarone hcl,,0,15,15,14.25,15,14.7,15,14.25
6419647_1,00247-1243-30 - amitriptyline 100 mg Tab,Inpatient,250,,,,0,1,1,0.95,1,0.98,1,0.95
6419647_1,00247-1243-30 - amitriptyline 100 mg Tab,Outpatient,250,,,,0,1,1,0.95,1,0.98,1,0.95
6419648_1,51079-0131-20 - amitriptyline 10 mg Tab,Inpatient,637,,,,0,6.65,6.65,6.3175,6.65,6.517,6.65,6.3175
6419648_1,51079-0131-20 - amitriptyline 10 mg Tab,Outpatient,637,,,,0,6.65,6.65,6.3175,6.65,6.517,6.65,6.3175
6419649_1,51079-0451-20 - amLODIPine 5 mg Tab,Inpatient,637,,,,0,1,1,0.95,1,0.98,1,0.95
6419649_1,51079-0451-20 - amLODIPine 5 mg Tab,Outpatient,637,,,,0,1,1,0.95,1,0.98,1,0.95
6419650_1,51079-0600-20 - amoxicillin 250 mg Cap,Inpatient,637,,,,0,1.03,1.03,0.9785,1.03,1.0094,1.03,0.9785
6419650_1,51079-0600-20 - amoxicillin 250 mg Cap,Outpatient,637,,,,0,1.03,1.03,0.9785,1.03,1.0094,1.03,0.9785
6419651_1,00093-2275-34 - amoxicillin-clavulanate 875 mg-125 mg Tab,Inpatient,637,,,,0,5,5,4.75,5,4.9,5,4.75
6419651_1,00093-2275-34 - amoxicillin-clavulanate 875 mg-125 mg Tab,Outpatient,637,,,,0,5,5,4.75,5,4.9,5,4.75
6419652_1,63323-0389-10 - ampicillin 1 g Inject,Inpatient,636,J0290,Ampicillin 500 mg inj,,0,22.5,22.5,21.375,22.5,22.05,22.5,21.375
6419652_1,63323-0389-10 - ampicillin 1 g Inject,Outpatient,636,J0290,Ampicillin 500 mg inj,,0,22.5,22.5,21.375,22.5,22.05,22.5,21.375
6419653_1,63323-0369-20 - ampicillin-sulbactam 2 g-1 g Inject,Inpatient,636,J0295,Ampicillin sulbactam 1.5 gm,,0,50.76,50.76,48.222,50.76,49.7448,50.76,48.222
6419653_1,63323-0369-20 - ampicillin-sulbactam 2 g-1 g Inject,Outpatient,636,J0295,Ampicillin sulbactam 1.5 gm,,0,50.76,50.76,48.222,50.76,49.7448,50.76,48.222
6419654_1,39822-9950-02 - amyl nitrite 0.3 mL Soln,Inpatient,250,,,,0,26,26,24.7,26,25.48,26,24.7
6419654_1,39822-9950-02 - amyl nitrite 0.3 mL Soln,Outpatient,250,,,,0,26,26,24.7,26,25.48,26,24.7
6419655_1,00904-0793-35 - antipyrine-benzocaine otic 54 mg-14 mg/mL Soln,Inpatient,250,,,,0,49.14,49.14,46.683,49.14,48.1572,49.14,46.683
6419655_1,00904-0793-35 - antipyrine-benzocaine otic 54 mg-14 mg/mL Soln,Outpatient,250,,,,0,49.14,49.14,46.683,49.14,48.1572,49.14,46.683
6419656_1,50633-0110-12 - antivenin (Crotalidae) polyvalent - Soln,Inpatient,636,J0840,Crotalidae poly immune fab,,0,4193.13,4193.13,3983.4735,4193.13,4109.2674,4193.13,3983.4735
6419656_1,50633-0110-12 - antivenin (Crotalidae) polyvalent - Soln,Outpatient,636,J0840,Crotalidae poly immune fab,,0,4193.13,4193.13,3983.4735,4193.13,4109.2674,4193.13,3983.4735
6419657_1,00904-5017-35 - ocular lubricant preserved Soln,Inpatient,250,,,,0,52.5,52.5,49.875,52.5,51.45,52.5,49.875
6419657_1,00904-5017-35 - ocular lubricant preserved Soln,Outpatient,250,,,,0,52.5,52.5,49.875,52.5,51.45,52.5,49.875
6419658_1,00182-0068-01 - ascorbic acid 500 mg Tab,Inpatient,637,,,,0,1.03,1.03,0.9785,1.03,1.0094,1.03,0.9785
6419658_1,00182-0068-01 - ascorbic acid 500 mg Tab,Outpatient,637,,,,0,1.03,1.03,0.9785,1.03,1.0094,1.03,0.9785
6419659_1,63739-0434-01 - aspirin 81 mg Chew t,Inpatient,637,,,,0,1,1,0.95,1,0.98,1,0.95
6419659_1,63739-0434-01 - aspirin 81 mg Chew t,Outpatient,637,,,,0,1,1,0.95,1,0.98,1,0.95
6419660_1,00182-1420-95 - aspirin 81 mg Chew t,Inpatient,637,,,,0,6.75,6.75,6.4125,6.75,6.615,6.75,6.4125
6419660_1,00182-1420-95 - aspirin 81 mg Chew t,Outpatient,637,,,,0,6.75,6.75,6.4125,6.75,6.615,6.75,6.4125
6419661_1,57896-0921-01 - aspirin 325 mg EC Tab,Inpatient,637,,,,0,0.01,0.01,0.0095,0.01,0.0098,0.01,0.0095
6419661_1,57896-0921-01 - aspirin 325 mg EC Tab,Outpatient,637,,,,0,0.01,0.01,0.0095,0.01,0.0098,0.01,0.0095
6419662_1,00182-0448-89 - aspirin 325 mg EC Tab,Inpatient,637,,,,0,1.03,1.03,0.9785,1.03,1.0094,1.03,0.9785
6419662_1,00182-0448-89 - aspirin 325 mg EC Tab,Outpatient,637,,,,0,1.03,1.03,0.9785,1.03,1.0094,1.03,0.9785
6419663_1,00904-2013-80 - aspirin 325 mg EC Tab,Inpatient,637,,,,0,40,40,38,40,39.2,40,38
6419663_1,00904-2013-80 - aspirin 325 mg EC Tab,Outpatient,637,,,,0,40,40,38,40,39.2,40,38
6419664_1,00406-2023-01 - atenolol 50 mg Tab,Inpatient,637,,,,0,1,1,0.95,1,0.98,1,0.95
6419664_1,00406-2023-01 - atenolol 50 mg Tab,Outpatient,637,,,,0,1,1,0.95,1,0.98,1,0.95
6419665_1,00071-0156-40 - atorvastatin 20 mg Tab,Inpatient,637,,,,0,1.5,1.5,1.425,1.5,1.47,1.5,1.425
6419665_1,00071-0156-40 - atorvastatin 20 mg Tab,Outpatient,637,,,,0,1.5,1.5,1.425,1.5,1.47,1.5,1.425
6419666_1,00409-4911-34 - atropine 0.1 mg/mL Soln,Inpatient,636,J0461,Atropine sulfate injection,,0,26,26,24.7,26,25.48,26,24.7
6419666_1,00409-4911-34 - atropine 0.1 mg/mL Soln,Outpatient,636,J0461,Atropine sulfate injection,,0,26,26,24.7,26,25.48,26,24.7
6419667_1,00603-1030-58 - atropine/hyoscyamine/PB/scopolamine 0.0194 mg-0.1037 mg-16.2 mg-0.0065 mg/5 mL Elixi,Inpatient,250,,,,0,0.26,0.26,0.247,0.26,0.2548,0.26,0.247
