"Pricing Data as of September 1, 2019",,,,
,,,,
DESCRIPTION,CDM,CPT, Base Price , Professional Fee 
MR Angio Lower Extremity w/ or w/o Bil,7250288,73725,"$2,659.00 ",
MR Angio Lower Extremity w/ or w/o Bil - Report,7250288,73725,,$448.00 
MR Angio Neck w/ and w/o Contrast,7250262,70549,"$4,080.00 ",
MR Angio Neck w/ and w/o Contrast - Report,7250262,70549,,$418.00 
MR Angio Neck w/ Contrast,7250261,70548,"$3,710.00 ",
MR Angio Neck w/ Contrast - Report,7250261,70548,,$400.00 
MR Angio Neck w/o Contrast,7250260,70547,"$3,373.00 ",
MR Angio Neck w/o Contrast - Report,7250260,70547,,$350.00 
MR Angio Pelvis w/ or w/o Contrast,7250267,72198,"$4,127.00 ",
MR Angio Pelvis w/ or w/o Contrast - Report,7250267,72198,,$476.00 
MR Angio Upper Extr w/ or w/o Cont Lt,7250293,73225,"$3,190.00 ",
MR Angio Upper Extr w/ or w/o Cont Lt - Report,7250293,73225,,$487.00 
MR Angio Upper Extr w/ or w/o Cont Rt,7250292,73225,"$3,190.00 ",
MR Angio Upper Extr w/ or w/o Cont Rt - Report,7250292,73225,,$487.00 
MR Ankle w/ and w/o Contrast Left,7250329,73723,"$3,613.00 ",
MR Ankle w/ and w/o Contrast Left - Report,7250329,73723,,$352.00 
MR Ankle w/ and w/o Contrast Right,7250328,73723,"$3,613.00 ",
MR Ankle w/ and w/o Contrast Right - Report,7250328,73723,,$352.00 
MR Ankle w/ Contrast Left,7250326,73722,"$3,205.00 ",
MR Ankle w/ Contrast Left - Report,7250326,73722,,$410.00 
MR Ankle w/ Contrast Right,7250325,73722,"$3,205.00 ",
MR Ankle w/ Contrast Right - Report,7250325,73722,,$410.00 
MR Ankle w/o Contrast Left,7250323,73721,"$2,423.00 ",
MR Ankle w/o Contrast Left - Report,7250323,73721,,$359.00 
MR Ankle w/o Contrast Right,7250322,73721,"$2,423.00 ",
MR Ankle w/o Contrast Right - Report,7250322,73721,,$359.00 
MR Brain / IAC,7250284,70553,"$3,885.00 ",
MR Brain / IAC - Report,7250004,70551,,$485.00 
MR Brain / IAC - Report,7250284,70553,,$519.00 
MR Brain / Pituitary,7250287,70553,"$3,885.00 ",
MR Brain / Pituitary - Report,7250287,70553,,$519.00 
MR Brain Screening,7250004,70551,"$2,539.00 ",
MR Brain w/ and w/o Contrast,7250006,70553,"$3,885.00 ",
MR Brain w/ and w/o Contrast - Report,7250006,70553,,$519.00 
MR Brain w/ Contrast,7250005,70552,"$3,324.00 ",
MR Brain w/ Contrast - Report,7250005,70552,,$563.00 
MR Brain w/o Contrast,7250004,70551,"$2,543.00 ",
MR Brain w/o Contrast - Report,7250004,70551,,$485.00 
MR Brain/Stroke,7201467,70551,"$2,539.00 ",
MR Brain/Stroke - Report,7201467,70551,,$485.00 
MR Breast Biopsy,7296655,77022,"$4,803.00 ",
MR Breast Biopsy - Report,7296655,77022,,"$1,130.00 "
MR Breast w/ and w/o Contrast Bilateral,7296648,77049,$204.00 ,
MR Breast w/ and w/o Contrast Bilateral,7296651,77049,"$4,237.00 ",
MR Breast w/ and w/o Contrast Bilateral - Report,7296651,77049,,$352.00 
MR Breast w/ and w/o Contrast Left,7296652,77048,"$2,825.00 ",
MR Breast w/ and w/o Contrast Left - Report,7296652,77048,,$368.00 
MR Breast w/ and w/o Contrast Right,7201347,77048,"$2,825.00 ",
MR Breast w/ and w/o Contrast Right - Report,7201347,77048,,$368.00 
MR Cad Reader,7296648,77049,$210.00 ,
MR Cervical Spine Screening,7250045,72141,"$1,325.00 ",
MR Cervical Spine Screening - Report,7250045,72141,,$444.00 
MR Chest w/ and w/o Contrast,7250036,71552,"$4,207.00 ",
MR Chest w/ and w/o Contrast - Report,7250036,71552,,$539.00 
MR Elbow w/ and w/o Contrast Left,7201241,73223,"$3,044.00 ",
MR Elbow w/ and w/o Contrast Left - Report,7201241,73223,,$370.00 
MR Elbow w/ and w/o Contrast Right,7201242,73223,"$3,044.00 ",
MR Elbow w/ and w/o Contrast Right - Report,7201242,73223,,$370.00 
MR Elbow w/ Contrast Left,7201243,73222,"$2,714.00 ",
MR Elbow w/ Contrast Left - Report,7201243,73222,,$420.00 
MR Elbow w/ Contrast Right,7201244,73222,"$2,714.00 ",
MR Elbow w/ Contrast Right - Report,7201244,73222,,$420.00 
MR Elbow w/o Contrast Left,7201245,73221,"$2,454.00 ",
MR Elbow w/o Contrast Left - Report,7201245,73221,,$364.00 
MR Elbow w/o Contrast Right,7201246,73221,"$2,454.00 ",
MR Elbow w/o Contrast Right - Report,7201246,73221,,$364.00 
MR Femur w/ and w/o Contrast Left,7201247,73720,"$3,435.00 ",
MR Femur w/ and w/o Contrast Left - Report,7201247,73720,,$357.00 
MR Femur w/ and w/o Contrast Right,7201248,73720,"$3,435.00 ",
MR Femur w/ and w/o Contrast Right - Report,7201248,73720,,$357.00 
MR Femur w/o Contrast Left,7201249,73718,"$2,256.00 ",
MR Femur w/o Contrast Left - Report,7201249,73718,,$364.00 
MR Femur w/o Contrast Right,7201250,73718,"$2,256.00 ",
MR Femur w/o Contrast Right - Report,7201250,73718,,$364.00 
MR Foot w/ and w/o Contrast Left,7201251,73720,"$3,435.00 ",
MR Foot w/ and w/o Contrast Left - Report,7201251,73720,,$357.00 
MR Foot w/ and w/o Contrast Right,7201252,73720,"$3,435.00 ",
MR Foot w/ and w/o Contrast Right - Report,7201252,73720,,$357.00 
MR Foot w/o Contrast Left,7201253,73718,"$2,256.00 ",
MR Foot w/o Contrast Left - Report,7201253,73718,,$364.00 
MR Foot w/o Contrast Right,7201254,73718,"$2,256.00 ",
MR Foot w/o Contrast Right - Report,7201254,73718,,$364.00 
MR Forearm w/ and w/o Contrast Left,7201255,73220,"$3,471.00 ",
MR Forearm w/ and w/o Contrast Left - Report,7201255,73220,,$329.00 
MR Forearm w/ and w/o Contrast Right,7201256,73220,"$3,471.00 ",
MR Forearm w/ and w/o Contrast Right - Report,7201256,73220,,$329.00 
MR Forearm w/o Contrast Left,7201257,73221,"$2,454.00 ",
MR Forearm w/o Contrast Left - Report,7201257,73221,,$364.00 
MR Forearm w/o Contrast Right,7201258,73221,"$2,454.00 ",
MR Forearm w/o Contrast Right - Report,7201258,73221,,$364.00 
MR Hand w/ and w/o Contrast Left,7201259,73220,"$3,471.00 ",
MR Hand w/ and w/o Contrast Left - Report,7201259,73220,,$329.00 
MR Hand w/ and w/o Contrast Right,7201260,73220,"$3,471.00 ",
MR Hand w/ and w/o Contrast Right - Report,7201260,73220,,$329.00 
MR Hand w/o Contrast Left,7201261,73218,"$2,256.00 ",
MR Hand w/o Contrast Left - Report,7201261,73218,,$320.00 
MR Hand w/o Contrast Right,7201262,73218,"$2,256.00 ",
MR Hand w/o Contrast Right - Report,7201262,73218,,$320.00 
MR Hip w/ and w/o Contrast Bilateral,7201263,73723,"$5,631.00 ",
MR Hip w/ and w/o Contrast Bilateral - Report,7201263,73723,,$704.00 
MR Hip w/ and w/o Contrast Left,7201264,73723,"$3,613.00 ",
MR Hip w/ and w/o Contrast Left - Report,7201264,73723,,$352.00 
MR Hip w/ and w/o Contrast Right,7201265,73723,"$3,613.00 ",
MR Hip w/ and w/o Contrast Right - Report,7201265,73723,,$352.00 
MR Hip w/ Contrast Bilateral,7201266,73722,"$5,076.00 ",
MR Hip w/ Contrast Bilateral - Report,7201266,73722,,$817.00 
MR Hip w/ Contrast Left,7201267,73722,"$3,205.00 ",
MR Hip w/ Contrast Left - Report,7201267,73722,,$410.00 
MR Hip w/ Contrast Right,7201268,73722,"$3,205.00 ",
MR Hip w/ Contrast Right - Report,7201268,73722,,$410.00 
MR Hip w/o Contrast Bilateral,7201269,73721,"$4,513.00 ",
MR Hip w/o Contrast Bilateral - Report,7201269,73721,,$718.00 
MR Hip w/o Contrast Left,7201270,73721,"$2,423.00 ",
MR Hip w/o Contrast Left - Report,7201270,73721,,$359.00 
MR Hip w/o Contrast Right,7201271,73721,"$2,423.00 ",
MR Hip w/o Contrast Right - Report,7201271,73721,,$359.00 
MR Humerus w/ and w/o Contrast Left,7201272,73220,"$3,471.00 ",
MR Humerus w/ and w/o Contrast Left - Report,7201272,73220,,$329.00 
MR Humerus w/ and w/o Contrast Right,7201273,73220,"$3,471.00 ",
MR Humerus w/ and w/o Contrast Right - Report,7201273,73220,,$329.00 
MR Humerus w/o Contrast Left,7201274,73218,"$2,256.00 ",
MR Humerus w/o Contrast Left - Report,7201274,73218,,$364.00 
MR Humerus w/o Contrast Right,7201275,73218,"$2,256.00 ",
MR Humerus w/o Contrast Right - Report,7201275,73218,,$364.00 
MR IAC w/ and w/o,7201388,70553,"$3,885.00 ",
MR IAC w/ and w/o - Report,7250006,70553,,$519.00 
MR Knee w/ and w/o Contrast Left,7201276,73723,"$3,613.00 ",
MR Knee w/ and w/o Contrast Left - Report,7201276,73723,,$352.00 
MR Knee w/ and w/o Contrast Right,7201277,73723,"$3,613.00 ",
MR Knee w/ and w/o Contrast Right - Report,7201277,73723,,$352.00 
MR Knee w/ Contrast Left,7201278,73722,"$3,205.00 ",
MR Knee w/ Contrast Left - Report,7201278,73722,,$410.00 
MR Knee w/ Contrast Right,7201279,73722,"$3,205.00 ",
MR Knee w/ Contrast Right - Report,7201279,73722,,$410.00 
MR Knee w/o Contrast Left,7201280,73721,"$2,381.00 ",
MR Knee w/o Contrast Left - Report,7201280,73721,,$359.00 
MR Knee w/o Contrast Right,7201281,73721,"$2,381.00 ",
MR Knee w/o Contrast Right - Report,7201281,73721,,$359.00 
MR LE Joint w/ and w/o Contrast Left,7250327,73723,"$3,613.00 ",
MR LE Joint w/ and w/o Contrast Right,7250327,73723,"$3,613.00 ",
MR LE Joint w/ Contrast Left,7250324,73722,"$3,205.00 ",
MR LE Joint w/ Contrast Right,7250324,73722,"$3,205.00 ",
MR LE Joint w/o Contrast Left,7250321,73721,"$2,423.00 ",
MR LE Joint w/o Contrast Right,7250321,73721,"$2,423.00 ",
MR LE Non Joint w/ and w/o Contrast Left,7250318,73720,"$3,435.00 ",
MR LE Non Joint w/ Contrast Left,7250315,73719,"$2,670.00 ",
MR LE Non Joint w/ Contrast Right,7250315,73719,"$2,670.00 ",
MR LE Non Joint w/o Contrast Left,7250312,73718,"$2,256.00 ",
MR LE Non Joint w/o Contrast Right,7250312,73718,"$2,256.00 ",
MR Lumbar Spine Screening,7250243,72148,"$1,355.00 ",
MR Lumbar Spine Screening - Report,7250243,72148,,$364.00 
MR MRCP W/WO,7201428,74183,"$3,157.00 ",
MR MRCP W/WO - Report,7201428,74183,,$573.00 
MR Orbit/Face/Neck w/ and w/o Cont,7250256,70543,"$3,746.00 ",
MR Orbit/Face/Neck w/ and w/o Cont - Report,7250256,70543,,$468.00 
MR Orbit/Face/Neck w/o Cont,7250002,70540,"$3,372.00 ",
MR Orbit/Face/Neck w/o Cont - Report,7250002,70540,,$471.00 
MR Pelvis w/ and w/o Contrast,7250266,72197,"$3,644.00 ",
MR Pelvis w/ and w/o Contrast - Report,7250266,72197,,$428.00 
MR Pelvis w/ Contrast,7250265,72196,"$2,602.00 ",
MR Pelvis w/ Contrast - Report,7250265,72196,,$481.00 
MR Pelvis w/o Contrast,7250264,72195,"$2,743.00 ",
MR Pelvis w/o Contrast - Report,7250264,72195,,$416.00 
MR Pituitary w/ and w/o,7250006,70553,"$3,885.00 ",
MR Pituitary w/ and w/o - Report,7250006,70553,,$519.00 
MR Shoulder w/ and w/o Contrast Left,7201282,73223,"$3,044.00 ",
MR Shoulder w/ and w/o Contrast Left - Report,7201282,73223,,$370.00 
MR Shoulder w/ and w/o Contrast Right,7201283,73223,"$3,044.00 ",
MR Shoulder w/ and w/o Contrast Right - Report,7201283,73223,,$370.00 
MR Shoulder w/ Contrast Left,7201284,73222,"$2,714.00 ",
MR Shoulder w/ Contrast Left - Report,7201284,73222,,$420.00 
MR Shoulder w/ Contrast Right,7201285,73222,"$2,714.00 ",
MR Shoulder w/ Contrast Right - Report,7201285,73222,,$420.00 
MR Shoulder w/o Contrast Left,7201286,73221,"$2,454.00 ",
MR Shoulder w/o Contrast Left - Report,7201286,73221,,$364.00 
MR Shoulder w/o Contrast Right,7201287,73221,"$2,454.00 ",
MR Shoulder w/o Contrast Right - Report,7201287,73221,,$364.00 
MR SI Joints w/ and w/o Contrast,7201580,72195,"$3,017.00 ",
MR SI Joints w/ and w/o Contrast - Report,7201580,72195,,$363.00 
MR SI Joints w/o Contrast,7201580,72195,"$2,743.00 ",
MR SI Joints w/o Contrast - Report,7201580,72195,,$363.00 
MR Soft Tissue Neck w/ and w/o Contrast,7201420,70543,"$3,746.00 ",
MR Soft Tissue Neck w/ and w/o Contrast - Report,7201420,70543,,$468.00 
MR Soft Tissue Neck w/o Contrast,7201419,70540,"$3,372.00 ",
MR Soft Tissue Neck w/o Contrast - Report,7201419,70540,,$471.00 
MR Spine Cervical w/ and w/o Contrast,7250012,72156,"$3,563.00 ",
MR Spine Cervical w/ and w/o Contrast - Report,7250012,72156,,$463.00 
MR Spine Cervical w/ Contrast,7250008,72142,"$2,903.00 ",
MR Spine Cervical w/ Contrast - Report,7250008,72142,,$500.00 
MR Spine Cervical w/o Contrast,7250007,72141,"$2,580.00 ",
MR Spine Cervical w/o Contrast - Report,7250007,72141,,$444.00 
MR Spine Lumbar w/ and w/o Contrast,7250014,72158,"$3,568.00 ",
MR Spine Lumbar w/ and w/o Contrast - Report,7250014,72158,,$440.00 
MR Spine Lumbar w/ Contrast,7250011,72149,"$3,262.00 ",
MR Spine Lumbar w/ Contrast - Report,7250011,72149,,$483.00 
MR Spine Lumbar w/o Contrast,7250010,72148,"$2,766.00 ",
MR Spine Lumbar w/o Contrast - Report,7250010,72148,,$364.00 
MR Spine Thoracic w/ and w/o Contrast,7250013,72157,"$3,569.00 ",
MR Spine Thoracic w/ and w/o Contrast - Report,7250013,72157,,$487.00 
MR Spine Thoracic w/ Contrast,7250023,72147,"$2,903.00 ",
MR Spine Thoracic w/ Contrast - Report,7250023,72147,,$528.00 
MR Spine Thoracic w/o Contrast,7250009,72146,"$2,651.00 ",
MR Spine Thoracic w/o Contrast - Report,7250009,72146,,$413.00 
MR Thoracic Spine Screening,7250044,72146,"$1,356.00 ",
MR Thoracic Spine Screening - Report,7250044,72146,,$413.00 
MR Tibia/Fibula w/ and w/o Contrast Bila,7201288,73720,"$4,426.00 ",
MR Tibia/Fibula w/ and w/o Contrast Bilat - Report,7201288,73720,,$718.00 
MR Tibia/Fibula w/ and w/o Contrast Left,7201289,73720,"$3,435.00 ",
MR Tibia/Fibula w/ and w/o Contrast Left - Report,7201289,73720,,$359.00 
MR Tibia/Fibula w/ and w/o Contrast Righ,7201290,73720,"$3,435.00 ",
MR Tibia/Fibula w/ and w/o Contrast Right - Report,7201290,73720,,$359.00 
MR Tibia/Fibula w/o Contrast Left,7201291,73718,"$2,256.00 ",
MR Tibia/Fibula w/o Contrast Left - Report,7201291,73718,,$364.00 
MR Tibia/Fibula w/o Contrast Right,7201292,73718,"$2,256.00 ",
MR Tibia/Fibula w/o Contrast Right - Report,7201292,73718,,$364.00 
MR TMJ,7250001,70336,"$2,344.00 ",
MR TMJ - Report,7250001,70336,,$359.00 
MR UE Joint w/ and w/o Contrast Left,7250309,73223,"$3,044.00 ",
MR UE Joint w/ and w/o Contrast Right,7250309,73223,"$3,044.00 ",
MR UE Joint w/ Contrast Left,7250306,73222,"$2,714.00 ",
MR UE Joint w/ Contrast Right,7250306,73222,"$2,714.00 ",
MR UE Joint w/o Contrast Left,7250303,73221,"$2,454.00 ",
MR UE Joint w/o Contrast Right,7250303,73221,"$2,454.00 ",
MR UE Non Joint w/ and w/o Contrast Left,7250300,73220,"$3,471.00 ",
MR UE Non Joint w/ Contrast Left,7250297,73219,"$3,031.00 ",
MR UE Non Joint w/ Contrast Right,7250297,73219,"$3,031.00 ",
MR UE Non Joint w/o Contrast Left,7250294,73218,"$2,256.00 ",
MR UE Non Joint w/o Contrast Right,7250294,73218,"$2,256.00 ",
MR Venography Head w/ and w/o Contrast,7250259,70546,"$4,413.00 ",
MR Venography Head w/ and w/o Contrast - Report,7250259,70546,,$418.00 
MR Venography Head w/o Contrast,7250257,70544,"$3,158.00 ",
MR Venography Head w/o Contrast - Report,7250257,70544,,$355.00 
MR Venography Lower Extremity Bilat,7201439,73725,"$2,659.00 ",
MR Venography Lower Extremity Bilat - Report,7201439,73725,,$448.00 
MR Wrist w/ and w/o Contrast Left,7201293,73223,"$3,044.00 ",
MR Wrist w/ and w/o Contrast Left - Report,7201293,73223,,$370.00 
MR Wrist w/ and w/o Contrast Right,7201294,73223,"$3,044.00 ",
MR Wrist w/ and w/o Contrast Right - Report,7201294,73223,,$370.00 
MR Wrist w/ Contrast Left,7201295,73222,"$2,714.00 ",
MR Wrist w/ Contrast Left - Report,7201295,73222,,$420.00 
MR Wrist w/ Contrast Right,7201296,73222,"$2,714.00 ",
MR Wrist w/ Contrast Right - Report,7201296,73222,,$420.00 
MR Wrist w/o Contrast Left,7201297,73221,"$2,454.00 ",
MR Wrist w/o Contrast Left - Report,7201297,73221,,$364.00 
MR Wrist w/o Contrast Right,7201298,73221,"$2,454.00 ",
MR Wrist w/o Contrast Right - Report,7201298,73221,,$364.00 
MRI Angiography Head - Report,,,,$418.00 
MRI Ankle Left - Report,,,,$359.00 
MRI Ankle Left w and w/o - Report,,,,$352.00 
MRI Ankle Right - Report,,,,$359.00 
MRI Ankle Right w and w/o - Report,,,,$352.00 
MRI Brain w and w/o - Report,,,,$519.00 
MRI Brain w/o - Report,,,,$485.00 
MRI Carotid,7201513,70549,,$418.00 
MRI Carotid - Report,,,,$418.00 
MRI Cervical Spine - Report,,,,$444.00 
MRI Cervical Spine w and w/o - Report,,,,$463.00 
MRI Elbow Left - Report,,,,$364.00 
MRI Elbow Left w and w/o - Report,,,,$370.00 
MRI Elbow Right - Report,,,,$364.00 
MRI Elbow Right w and w/o - Report,,,,$370.00 
MRI Foot Left - Report,,,,$359.00 
MRI Foot Left w and w/o - Report,,,,$352.00 
MRI Foot Right - Report,,,,$359.00 
MRI Foot Right w and w/o,7201507,73223,,$352.00 
MRI Hand Left - Report,,,,$320.00 
MRI Hand Right - Report,,,,$320.00 
MRI Hip Left - Report,,,,$359.00 
MRI Hip Left w and w/o - Report,,,,$352.00 
MRI Hip Right - Report,,,,$359.00 
MRI Hip Right w and w/o - Report,,,,$352.00 
MRI IAC - Report,,,,$519.00 
MRI Knee Left - Report,,,,$359.00 
MRI Knee Left w and w/o - Report,,,,$359.00 
MRI Knee Right - Report,,,,$359.00 
MRI Knee Right w and w/o,7201526,73723,,$359.00 
MRI Knee Right w and w/o - Report,,,,$389.00 
MRI Lower Extremity Left - Report,,,,$357.00 
MRI Lower Extremity Right - Report,,,,$357.00 
MRI Lumbar Spine - Report,,,,$364.00 
MRI Lumbar Spine w and w/o - Report,,,,$440.00 
"MRI Orbit, Face, Neck - Report",,,,$471.00 
"MRI Orbit, Face, Neck w and w/o - Report",,,,$468.00 
MRI Pelvis - Report,,,,$416.00 
MRI Pelvis w and w/o - Report,,,,$428.00 
MRI Shoulder Left - Report,,,,$364.00 
MRI Shoulder Left w and w/o - Report,,,,$370.00 
MRI Shoulder Right - Report,,,,$364.00 
MRI Shoulder Right w and w/o - Report,,,,$370.00 
MRI Thoracic Spine - Report,,,,$413.00 
MRI Thoracic Spine w and w/o - Report,,,,$487.00 
MRI Upper Extremity Left - Report,,,,$364.00 
MRI Upper Extremity Right - Report,,,,$364.00 
MRI Wrist Left - Report,,,,$364.00 
MRI Wrist Right - Report,,,,$364.00 
MRO for Non-Negative Results (Occ Health),3851818,,,$150.00 
MS/MS ANALYSIS,7052000,83789,$21.00 ,
MTHFR C677T-Mayo,7052615,81291,$622.00 ,
MTP Dislocation,28630,28630,$355.00 ,
Mucopolysaccharides Qual,7052827,82542,$456.00 ,
Mucopolysaccharides Quant,7052826,83864,$503.00 ,
Mucor Racemosus,7051590,86003,$17.00 ,
Mugwort (W6) IGE,7050475,86003,$17.00 ,
Mulberry,7052913,86003,$17.00 ,
Multi Layer Compression Wrap Bilat,4202958150,29581,$473.00 ,
Multi Layer Compression Wrap Bilateral -> Yes,7461000,29581,$450.00 ,
Multi Layer Compression Wrap Left -> Yes,7461000,29581,$309.00 ,
Multi Layer Compression Wrap Lt,42029581LT,29581,$325.00 ,
Multi Layer Compression Wrap Right -> Yes,7460788,29581,$309.00 ,
Multi Layer Compression Wrap Rt,42029581RT,29581,$325.00 ,
MULTI-LEAF COLLIMATOR,7230284,77338,"$1,602.00 ",
MULTI-LEAF COLLIMATOR-PROFEE,7230317,77338,,"$1,166.00 "
Mumps Ab,7052838,86735,$51.00 ,
MUMPS CONTROL,86486,86486,$62.00 ,
Mumps IgG (State),7051203,86735,$50.00 ,
Mumps IgG Antibody-Mayo,7052398,86735,$111.00 ,
Mumps IgM (ND State Lab),7051261,86735,$80.00 ,
Mumps IgM Antibodies-Mayo,7052399,86735,$111.00 ,
MUSCLE TESTING EXTREMITY/TRUNK,7460783,95831,$97.00 ,
MuSK Abs Quantiative (RIA NON AB) - Athena,7052680,83519,"$2,399.00 ",
Mutation ID by Sequencing,7100634,,$326.00 ,
Mutation Ident OLA/SBCE/ASPE,7100897,,$63.00 ,
Mutation Identification,7100897,,$64.00 ,
Mycophenolic Acid-Mayo MPA,7052814,80180,$249.00 ,
MYCOPLASMA SCREEN,7050442,86738,$124.00 ,
"Myelin Basic Protein, CSF-Quest",7051143,83873,$112.00 ,
MYELOPEROXIDASE AB,7052442,83516,$175.00 ,
Myocard MIBI Gated 2 Day,7270273,78452,"$3,661.00 ",$676.00 
Myoglobin Urine-Mayo,7052345,83874,$128.00 ,
Myoglobin-Mayo,7052341,83874,$128.00 ,
N Gonorrhoeae DNA SDA,7051224,87591,$78.00 ,
"N. GONORR, MISC AMPLIFIED RNA",705756,87591,$108.00 ,
N.Gonorrhoeae DNA Amp Probe,7052042,87591,$58.00 ,
"NAIL BED REPAIR, SIMPLE",11760,11760,$776.00 ,
NAIL FEMORAL 10MMX240MM L GTN,3202872,,"$4,970.00 ",
NAIL FEMORAL 10MMX240MM R GTN,3202900,,"$4,970.00 ",
NAIL FEMORAL 10MMX260MM L GTN,3202888,,"$4,970.00 ",
NAIL FEMORAL 10MMX260MM R GTN,3202901,,"$4,970.00 ",
NAIL FEMORAL 10MMX280MM L GTN,3202889,,"$4,970.00 ",
NAIL FEMORAL 10MMX280MM R GTN,3202902,,"$4,970.00 ",
NAIL FEMORAL 10MMX300MM L GTN,3202843,,"$4,970.00 ",
NAIL FEMORAL 10MMX300MM R GTN,3202903,,"$4,970.00 ",
NAIL FEMORAL 10MMX320MM L GTN,3202844,,"$4,970.00 ",
NAIL FEMORAL 10MMX320MM R GTN,3203187,,"$4,970.00 ",
NAIL FEMORAL 10MMX340MM L GTN,3202845,,"$4,970.00 ",
NAIL FEMORAL 10MMX340MM R GTN,3203188,,"$4,970.00 ",
NAIL FEMORAL 10MMX360MM L GTN,3202846,,"$4,970.00 ",
NAIL FEMORAL 10MMX360MM R GTN,3203189,,"$4,970.00 ",
NAIL FEMORAL 10MMX380MM L GTN,3202847,,"$4,970.00 ",
NAIL FEMORAL 10MMX380MM R GTN,3203863,,"$4,970.00 ",
NAIL FEMORAL 10MMX400MM L GTN,3202848,,"$4,970.00 ",
NAIL FEMORAL 10MMX400MM R GTN,3203864,,"$4,970.00 ",
NAIL FEMORAL 10MMX420MM L GTN,3202849,,"$4,970.00 ",
NAIL FEMORAL 10MMX420MM R GTN,3203865,,"$4,970.00 ",
NAIL FEMORAL 10MMX440MM L GTN,3202850,,"$4,970.00 ",
NAIL FEMORAL 10MMX440MM R GTN,3203866,,"$4,970.00 ",
NAIL FEMORAL 10MMX460MM L GTN,3202873,,"$4,970.00 ",
NAIL FEMORAL 10MMX460MM R GTN,3203867,,"$4,970.00 ",
NAIL FEMORAL 11MMX240MM L GTN,3202875,,"$4,970.00 ",
NAIL FEMORAL 11MMX240MM R GTN,3203869,,"$4,970.00 ",
NAIL FEMORAL 11MMX260MM L GTN,3202890,,"$4,970.00 ",
NAIL FEMORAL 11MMX260MM R GTN,3203870,,"$4,970.00 ",
NAIL FEMORAL 11MMX280MM L GTN,3202891,,"$4,970.00 ",
NAIL FEMORAL 11MMX280MM R GTN,3203871,,"$4,970.00 ",
NAIL FEMORAL 11MMX300MM L GTN,3202851,,"$4,970.00 ",
NAIL FEMORAL 11MMX300MM R GTN,3203872,,"$4,970.00 ",
NAIL FEMORAL 11MMX320MM L GTN,3202852,,"$4,970.00 ",
NAIL FEMORAL 11MMX320MM R GTN,3203873,,"$4,970.00 ",
NAIL FEMORAL 11MMX340MM L GTN,3202853,,"$4,970.00 ",
NAIL FEMORAL 11MMX340MM R GTN,3203874,,"$4,970.00 ",
NAIL FEMORAL 11MMX360MM L GTN,3202854,,"$4,970.00 ",
NAIL FEMORAL 11MMX360MM R GTN,3203875,,"$4,970.00 ",
NAIL FEMORAL 11MMX380MM L GTN,3202855,,"$4,970.00 ",
NAIL FEMORAL 11MMX380MM R GTN,3203876,,"$4,970.00 ",
NAIL FEMORAL 11MMX400MM L GTN,3202856,,"$4,970.00 ",
NAIL FEMORAL 11MMX400MM R GTN,3203877,,"$4,970.00 ",
NAIL FEMORAL 11MMX420MM L GTN,3202857,,"$4,970.00 ",
NAIL FEMORAL 11MMX420MM R GTN,3203878,,"$4,970.00 ",
NAIL FEMORAL 11MMX440MM L GTN,3202858,,"$4,970.00 ",
NAIL FEMORAL 11MMX440MM R GTN,3203879,,"$4,970.00 ",
NAIL FEMORAL 11MMX460MM L GTN,3202876,,"$4,970.00 ",
NAIL FEMORAL 11MMX460MM R GTN,3203880,,"$4,970.00 ",
NAIL FEMORAL 12MMX240MM L GTN,3202878,,"$4,970.00 ",
NAIL FEMORAL 12MMX240MM R GTN,3203882,,"$4,970.00 ",
NAIL FEMORAL 12MMX260MM L GTN,3202892,,"$4,970.00 ",
NAIL FEMORAL 12MMX260MM R GTN,3203883,,"$4,970.00 ",
NAIL FEMORAL 12MMX280MM L GTN,3202893,,"$4,970.00 ",
NAIL FEMORAL 12MMX280MM R GTN,3203884,,"$4,970.00 ",
NAIL FEMORAL 12MMX300MM L GTN,3202859,,"$4,970.00 ",
NAIL FEMORAL 12MMX300MM R GTN,3203885,,"$4,970.00 ",
NAIL FEMORAL 12MMX320MM L GTN,3202860,,"$4,970.00 ",
NAIL FEMORAL 12MMX320MM R GTN,3203886,,"$4,970.00 ",
NAIL FEMORAL 12MMX340MM L GTN,3202861,,"$4,970.00 ",
NAIL FEMORAL 12MMX340MM R GTN,3203887,,"$4,970.00 ",
NAIL FEMORAL 12MMX360MM L GTN,3202862,,"$4,970.00 ",
NAIL FEMORAL 12MMX360MM R GTN,3203888,,"$4,970.00 ",
NAIL FEMORAL 12MMX380MM L GTN,3202863,,"$4,970.00 ",
NAIL FEMORAL 12MMX380MM R GTN,3203889,,"$4,970.00 ",
NAIL FEMORAL 12MMX400MM L GTN,3202864,,"$4,970.00 ",
NAIL FEMORAL 12MMX400MM R GTN,3203890,,"$4,970.00 ",
NAIL FEMORAL 12MMX420MM L GTN,3202865,,"$4,970.00 ",
NAIL FEMORAL 12MMX420MM R GTN,3203891,,"$4,970.00 ",
NAIL FEMORAL 12MMX440MM L GTN,3202866,,"$4,970.00 ",
NAIL FEMORAL 12MMX440MM R GTN,3203892,,"$4,970.00 ",
NAIL FEMORAL 12MMX460MM L GTN,3202867,,"$4,970.00 ",
NAIL FEMORAL 12MMX460MM R GTN,3203893,,"$4,970.00 ",
NAIL FEMORAL 8MMX240MM L GTN,3203712,,"$4,970.00 ",
