Procedure Code,Procedure Description,Price Tier,Revenue Code,CPT HCPCS Code,CPT HCPCS Desc,NDC Code,Rx Unit Multiplier,Gross Charge,Discounted Cash Price,De-identified minimum negotiated charge,De-identified maximum negotiated charge,ALLEGIANCE,BCBSMT_HEALTHLINK,BCBSMT_POS_CLOSED_NETWORK,BCBSMT_TRADITIONAL,FIRST_CHOICE_HEALTH,PACIFIC_SOURCE,UNITED_HEALTHCARE
280219_1,MRI FOOT R W/,Inpatient,614,73719,"Magnetic resonance (eg, proton) imaging, lower extremity other than joint; with contrast material(s)",,0,2128,1808.8,365.67,2128,2021.6,2021.6,2064.16,2128,2085.44,2085.44,2021.6
280219_1,MRI FOOT R W/,Outpatient,614,73719,"Magnetic resonance (eg, proton) imaging, lower extremity other than joint; with contrast material(s)",,0,2128,1808.8,365.67,2128,2021.6,365.67,365.67,365.67,2085.44,2085.44,2021.6
280220_1,MRI LEG L LOWER W/,Inpatient,614,73719,"Magnetic resonance (eg, proton) imaging, lower extremity other than joint; with contrast material(s)",,0,2128,1808.8,365.67,2128,2021.6,2021.6,2064.16,2128,2085.44,2085.44,2021.6
280220_1,MRI LEG L LOWER W/,Outpatient,614,73719,"Magnetic resonance (eg, proton) imaging, lower extremity other than joint; with contrast material(s)",,0,2128,1808.8,365.67,2128,2021.6,365.67,365.67,365.67,2085.44,2085.44,2021.6
280221_1,MRI LEG R LOWER W/,Inpatient,614,73719,"Magnetic resonance (eg, proton) imaging, lower extremity other than joint; with contrast material(s)",,0,2128,1808.8,365.67,2128,2021.6,2021.6,2064.16,2128,2085.44,2085.44,2021.6
280221_1,MRI LEG R LOWER W/,Outpatient,614,73719,"Magnetic resonance (eg, proton) imaging, lower extremity other than joint; with contrast material(s)",,0,2128,1808.8,365.67,2128,2021.6,365.67,365.67,365.67,2085.44,2085.44,2021.6
280222_1,MRI THIGH/FEMUR L W/WO,Inpatient,614,73720,"Magnetic resonance (eg, proton) imaging, lower extremity other than joint; without contrast material(s), followed by contrast material(s) and further sequences",,0,3128,2658.8,463.64,3128,2971.6,2971.6,3034.16,3128,3065.44,3065.44,2971.6
280222_1,MRI THIGH/FEMUR L W/WO,Outpatient,614,73720,"Magnetic resonance (eg, proton) imaging, lower extremity other than joint; without contrast material(s), followed by contrast material(s) and further sequences",,0,3128,2658.8,463.64,3128,2971.6,463.64,463.64,463.64,3065.44,3065.44,2971.6
280223_1,MRI THIGH/FEMUR R W/WO,Inpatient,614,73720,"Magnetic resonance (eg, proton) imaging, lower extremity other than joint; without contrast material(s), followed by contrast material(s) and further sequences",,0,3128,2658.8,463.64,3128,2971.6,2971.6,3034.16,3128,3065.44,3065.44,2971.6
280223_1,MRI THIGH/FEMUR R W/WO,Outpatient,614,73720,"Magnetic resonance (eg, proton) imaging, lower extremity other than joint; without contrast material(s), followed by contrast material(s) and further sequences",,0,3128,2658.8,463.64,3128,2971.6,463.64,463.64,463.64,3065.44,3065.44,2971.6
280224_1,MRI FOOT L W/WO,Inpatient,614,73720,"Magnetic resonance (eg, proton) imaging, lower extremity other than joint; without contrast material(s), followed by contrast material(s) and further sequences",,0,3128,2658.8,463.64,3128,2971.6,2971.6,3034.16,3128,3065.44,3065.44,2971.6
280224_1,MRI FOOT L W/WO,Outpatient,614,73720,"Magnetic resonance (eg, proton) imaging, lower extremity other than joint; without contrast material(s), followed by contrast material(s) and further sequences",,0,3128,2658.8,463.64,3128,2971.6,463.64,463.64,463.64,3065.44,3065.44,2971.6
280225_1,MRI FOOT R W/WO,Inpatient,614,73720,"Magnetic resonance (eg, proton) imaging, lower extremity other than joint; without contrast material(s), followed by contrast material(s) and further sequences",,0,3128,2658.8,463.64,3128,2971.6,2971.6,3034.16,3128,3065.44,3065.44,2971.6
280225_1,MRI FOOT R W/WO,Outpatient,614,73720,"Magnetic resonance (eg, proton) imaging, lower extremity other than joint; without contrast material(s), followed by contrast material(s) and further sequences",,0,3128,2658.8,463.64,3128,2971.6,463.64,463.64,463.64,3065.44,3065.44,2971.6
280226_1,MRI LEG L LOWER W/WO,Inpatient,614,73720,"Magnetic resonance (eg, proton) imaging, lower extremity other than joint; without contrast material(s), followed by contrast material(s) and further sequences",,0,3128,2658.8,463.64,3128,2971.6,2971.6,3034.16,3128,3065.44,3065.44,2971.6
280226_1,MRI LEG L LOWER W/WO,Outpatient,614,73720,"Magnetic resonance (eg, proton) imaging, lower extremity other than joint; without contrast material(s), followed by contrast material(s) and further sequences",,0,3128,2658.8,463.64,3128,2971.6,463.64,463.64,463.64,3065.44,3065.44,2971.6
280227_1,MRI LEG R LOWER W/WO,Inpatient,614,73720,"Magnetic resonance (eg, proton) imaging, lower extremity other than joint; without contrast material(s), followed by contrast material(s) and further sequences",,0,3128,2658.8,463.64,3128,2971.6,2971.6,3034.16,3128,3065.44,3065.44,2971.6
280227_1,MRI LEG R LOWER W/WO,Outpatient,614,73720,"Magnetic resonance (eg, proton) imaging, lower extremity other than joint; without contrast material(s), followed by contrast material(s) and further sequences",,0,3128,2658.8,463.64,3128,2971.6,463.64,463.64,463.64,3065.44,3065.44,2971.6
280228_1,MRI KNEE L W/O,Inpatient,614,73721,"Magnetic resonance (eg, proton) imaging, any joint of lower extremity; without contrast material",,0,2134,1813.9,263.61,2134,2027.3,2027.3,2069.98,2134,2091.32,2091.32,2027.3
280228_1,MRI KNEE L W/O,Outpatient,614,73721,"Magnetic resonance (eg, proton) imaging, any joint of lower extremity; without contrast material",,0,2134,1813.9,263.61,2134,2027.3,263.61,263.61,263.61,2091.32,2091.32,2027.3
280229_1,MRI KNEE R W/O,Inpatient,614,73721,"Magnetic resonance (eg, proton) imaging, any joint of lower extremity; without contrast material",,0,2134,1813.9,263.61,2134,2027.3,2027.3,2069.98,2134,2091.32,2091.32,2027.3
280229_1,MRI KNEE R W/O,Outpatient,614,73721,"Magnetic resonance (eg, proton) imaging, any joint of lower extremity; without contrast material",,0,2134,1813.9,263.61,2134,2027.3,263.61,263.61,263.61,2091.32,2091.32,2027.3
280230_1,MRI ANKLE L W/O,Inpatient,614,73721,"Magnetic resonance (eg, proton) imaging, any joint of lower extremity; without contrast material",,0,2134,1813.9,263.61,2134,2027.3,2027.3,2069.98,2134,2091.32,2091.32,2027.3
280230_1,MRI ANKLE L W/O,Outpatient,614,73721,"Magnetic resonance (eg, proton) imaging, any joint of lower extremity; without contrast material",,0,2134,1813.9,263.61,2134,2027.3,263.61,263.61,263.61,2091.32,2091.32,2027.3
280231_1,MRI ANKLE R W/O,Inpatient,614,73721,"Magnetic resonance (eg, proton) imaging, any joint of lower extremity; without contrast material",,0,2134,1813.9,263.61,2134,2027.3,2027.3,2069.98,2134,2091.32,2091.32,2027.3
280231_1,MRI ANKLE R W/O,Outpatient,614,73721,"Magnetic resonance (eg, proton) imaging, any joint of lower extremity; without contrast material",,0,2134,1813.9,263.61,2134,2027.3,263.61,263.61,263.61,2091.32,2091.32,2027.3
280232_1,MRI HIP L W/O,Inpatient,614,73721,"Magnetic resonance (eg, proton) imaging, any joint of lower extremity; without contrast material",,0,2134,1813.9,263.61,2134,2027.3,2027.3,2069.98,2134,2091.32,2091.32,2027.3
280232_1,MRI HIP L W/O,Outpatient,614,73721,"Magnetic resonance (eg, proton) imaging, any joint of lower extremity; without contrast material",,0,2134,1813.9,263.61,2134,2027.3,263.61,263.61,263.61,2091.32,2091.32,2027.3
280233_1,MRI HIP R W/O,Inpatient,614,73721,"Magnetic resonance (eg, proton) imaging, any joint of lower extremity; without contrast material",,0,2134,1813.9,263.61,2134,2027.3,2027.3,2069.98,2134,2091.32,2091.32,2027.3
280233_1,MRI HIP R W/O,Outpatient,614,73721,"Magnetic resonance (eg, proton) imaging, any joint of lower extremity; without contrast material",,0,2134,1813.9,263.61,2134,2027.3,263.61,263.61,263.61,2091.32,2091.32,2027.3
280234_1,MRI KNEE L W/ OR ARTHRO,Inpatient,614,73721,"Magnetic resonance (eg, proton) imaging, any joint of lower extremity; without contrast material",,0,2134,1813.9,263.61,2134,2027.3,2027.3,2069.98,2134,2091.32,2091.32,2027.3
280234_1,MRI KNEE L W/ OR ARTHRO,Outpatient,614,73721,"Magnetic resonance (eg, proton) imaging, any joint of lower extremity; without contrast material",,0,2134,1813.9,263.61,2134,2027.3,263.61,263.61,263.61,2091.32,2091.32,2027.3
280235_1,MRI KNEE R W/ OR ARTHRO,Inpatient,614,73721,"Magnetic resonance (eg, proton) imaging, any joint of lower extremity; without contrast material",,0,2134,1813.9,263.61,2134,2027.3,2027.3,2069.98,2134,2091.32,2091.32,2027.3
280235_1,MRI KNEE R W/ OR ARTHRO,Outpatient,614,73721,"Magnetic resonance (eg, proton) imaging, any joint of lower extremity; without contrast material",,0,2134,1813.9,263.61,2134,2027.3,263.61,263.61,263.61,2091.32,2091.32,2027.3
280236_1,MRI ANKLE L W/,Inpatient,614,73722,"Magnetic resonance (eg, proton) imaging, any joint of lower extremity; with contrast material(s)",,0,1827,1552.95,465.98,1827,1735.65,1735.65,1772.19,1827,1790.46,1790.46,1735.65
280236_1,MRI ANKLE L W/,Outpatient,614,73722,"Magnetic resonance (eg, proton) imaging, any joint of lower extremity; with contrast material(s)",,0,1827,1552.95,465.98,1827,1735.65,465.98,465.98,465.98,1790.46,1790.46,1735.65
280237_1,MRI ANKLE R W/,Inpatient,614,73722,"Magnetic resonance (eg, proton) imaging, any joint of lower extremity; with contrast material(s)",,0,1827,1552.95,465.98,1827,1735.65,1735.65,1772.19,1827,1790.46,1790.46,1735.65
280237_1,MRI ANKLE R W/,Outpatient,614,73722,"Magnetic resonance (eg, proton) imaging, any joint of lower extremity; with contrast material(s)",,0,1827,1552.95,465.98,1827,1735.65,465.98,465.98,465.98,1790.46,1790.46,1735.65
280238_1,MRI HIP L W/,Inpatient,614,73722,"Magnetic resonance (eg, proton) imaging, any joint of lower extremity; with contrast material(s)",,0,1827,1552.95,465.98,1827,1735.65,1735.65,1772.19,1827,1790.46,1790.46,1735.65
280238_1,MRI HIP L W/,Outpatient,614,73722,"Magnetic resonance (eg, proton) imaging, any joint of lower extremity; with contrast material(s)",,0,1827,1552.95,465.98,1827,1735.65,465.98,465.98,465.98,1790.46,1790.46,1735.65
280239_1,MRI HIP R W/,Inpatient,614,73722,"Magnetic resonance (eg, proton) imaging, any joint of lower extremity; with contrast material(s)",,0,1827,1552.95,465.98,1827,1735.65,1735.65,1772.19,1827,1790.46,1790.46,1735.65
280239_1,MRI HIP R W/,Outpatient,614,73722,"Magnetic resonance (eg, proton) imaging, any joint of lower extremity; with contrast material(s)",,0,1827,1552.95,465.98,1827,1735.65,465.98,465.98,465.98,1790.46,1790.46,1735.65
280240_1,MRI KNEE L W/WO,Inpatient,614,73723,"Magnetic resonance (eg, proton) imaging, any joint of lower extremity; without contrast material(s), followed by contrast material(s) and further sequences",,0,3509,2982.65,563.37,3509,3333.55,3333.55,3403.73,3509,3438.82,3438.82,3333.55
280240_1,MRI KNEE L W/WO,Outpatient,614,73723,"Magnetic resonance (eg, proton) imaging, any joint of lower extremity; without contrast material(s), followed by contrast material(s) and further sequences",,0,3509,2982.65,563.37,3509,3333.55,563.37,563.37,563.37,3438.82,3438.82,3333.55
280241_1,MRI KNEE R W/WO,Inpatient,614,73723,"Magnetic resonance (eg, proton) imaging, any joint of lower extremity; without contrast material(s), followed by contrast material(s) and further sequences",,0,3509,2982.65,563.37,3509,3333.55,3333.55,3403.73,3509,3438.82,3438.82,3333.55
280241_1,MRI KNEE R W/WO,Outpatient,614,73723,"Magnetic resonance (eg, proton) imaging, any joint of lower extremity; without contrast material(s), followed by contrast material(s) and further sequences",,0,3509,2982.65,563.37,3509,3333.55,563.37,563.37,563.37,3438.82,3438.82,3333.55
280242_1,MRI ANKLE L W/WO,Inpatient,614,73723,"Magnetic resonance (eg, proton) imaging, any joint of lower extremity; without contrast material(s), followed by contrast material(s) and further sequences",,0,3509,2982.65,563.37,3509,3333.55,3333.55,3403.73,3509,3438.82,3438.82,3333.55
280242_1,MRI ANKLE L W/WO,Outpatient,614,73723,"Magnetic resonance (eg, proton) imaging, any joint of lower extremity; without contrast material(s), followed by contrast material(s) and further sequences",,0,3509,2982.65,563.37,3509,3333.55,563.37,563.37,563.37,3438.82,3438.82,3333.55
280243_1,MRI ANKLE R W/WO,Inpatient,614,73723,"Magnetic resonance (eg, proton) imaging, any joint of lower extremity; without contrast material(s), followed by contrast material(s) and further sequences",,0,3509,2982.65,563.37,3509,3333.55,3333.55,3403.73,3509,3438.82,3438.82,3333.55
280243_1,MRI ANKLE R W/WO,Outpatient,614,73723,"Magnetic resonance (eg, proton) imaging, any joint of lower extremity; without contrast material(s), followed by contrast material(s) and further sequences",,0,3509,2982.65,563.37,3509,3333.55,563.37,563.37,563.37,3438.82,3438.82,3333.55
280244_1,MRI HIP L W/WO,Inpatient,614,73723,"Magnetic resonance (eg, proton) imaging, any joint of lower extremity; without contrast material(s), followed by contrast material(s) and further sequences",,0,3509,2982.65,563.37,3509,3333.55,3333.55,3403.73,3509,3438.82,3438.82,3333.55
280244_1,MRI HIP L W/WO,Outpatient,614,73723,"Magnetic resonance (eg, proton) imaging, any joint of lower extremity; without contrast material(s), followed by contrast material(s) and further sequences",,0,3509,2982.65,563.37,3509,3333.55,563.37,563.37,563.37,3438.82,3438.82,3333.55
280245_1,MRI HIP R W/WO,Inpatient,614,73723,"Magnetic resonance (eg, proton) imaging, any joint of lower extremity; without contrast material(s), followed by contrast material(s) and further sequences",,0,3509,2982.65,563.37,3509,3333.55,3333.55,3403.73,3509,3438.82,3438.82,3333.55
280245_1,MRI HIP R W/WO,Outpatient,614,73723,"Magnetic resonance (eg, proton) imaging, any joint of lower extremity; without contrast material(s), followed by contrast material(s) and further sequences",,0,3509,2982.65,563.37,3509,3333.55,563.37,563.37,563.37,3438.82,3438.82,3333.55
280246_1,MRA LOWER EXTREM L W/ OR WO,Inpatient,616,73725,"Magnetic resonance angiography, lower extremity, with or without contrast material(s)",,0,1225,1041.25,485.81,1225,1163.75,1163.75,1188.25,1225,1200.5,1200.5,1163.75
280246_1,MRA LOWER EXTREM L W/ OR WO,Outpatient,616,73725,"Magnetic resonance angiography, lower extremity, with or without contrast material(s)",,0,1225,1041.25,485.81,1225,1163.75,485.81,485.81,485.81,1200.5,1200.5,1163.75
280247_1,MRA LOWER EXTREM R W/ OR WO,Inpatient,616,73725,"Magnetic resonance angiography, lower extremity, with or without contrast material(s)",,0,1225,1041.25,485.81,1225,1163.75,1163.75,1188.25,1225,1200.5,1200.5,1163.75
280247_1,MRA LOWER EXTREM R W/ OR WO,Outpatient,616,73725,"Magnetic resonance angiography, lower extremity, with or without contrast material(s)",,0,1225,1041.25,485.81,1225,1163.75,485.81,485.81,485.81,1200.5,1200.5,1163.75
280248_1,MRI ABDOMEN W/O,Inpatient,614,74181,"Magnetic resonance (eg, proton) imaging, abdomen; without contrast material(s)",,0,2801,2380.85,248.44,2801,2660.95,2660.95,2716.97,2801,2744.98,2744.98,2660.95
280248_1,MRI ABDOMEN W/O,Outpatient,614,74181,"Magnetic resonance (eg, proton) imaging, abdomen; without contrast material(s)",,0,2801,2380.85,248.44,2801,2660.95,248.44,248.44,248.44,2744.98,2744.98,2660.95
280249_1,MRI ABDOMEN W/,Inpatient,614,74182,"Magnetic resonance (eg, proton) imaging, abdomen; with contrast material(s)",,0,3823,3249.55,433.9,3823,3631.85,3631.85,3708.31,3823,3746.54,3746.54,3631.85
280249_1,MRI ABDOMEN W/,Outpatient,614,74182,"Magnetic resonance (eg, proton) imaging, abdomen; with contrast material(s)",,0,3823,3249.55,433.9,3823,3631.85,433.9,433.9,433.9,3746.54,3746.54,3631.85
280250_1,MRI ABDOMEN W/WO,Inpatient,614,74183,"Magnetic resonance (eg, proton) imaging, abdomen; without contrast material(s), followed by with contrast material(s) and further sequences",,0,4180,3553,461.31,4180,3971,3971,4054.6,4180,4096.4,4096.4,3971
280250_1,MRI ABDOMEN W/WO,Outpatient,614,74183,"Magnetic resonance (eg, proton) imaging, abdomen; without contrast material(s), followed by with contrast material(s) and further sequences",,0,4180,3553,461.31,4180,3971,461.31,461.31,461.31,4096.4,4096.4,3971
280251_1,MRA ABDOMEN W/ OR W/O,Inpatient,618,74185,"Magnetic resonance angiography, abdomen, with or without contrast material(s)",,0,1901,1615.85,488.72,1901,1805.95,1805.95,1843.97,1901,1862.98,1862.98,1805.95
280251_1,MRA ABDOMEN W/ OR W/O,Outpatient,618,74185,"Magnetic resonance angiography, abdomen, with or without contrast material(s)",,0,1901,1615.85,488.72,1901,1805.95,488.72,488.72,488.72,1862.98,1862.98,1805.95
280253_1,MRI BREAST W/WO CAD BILATERAL,Inpatient,614,C8906,"Mri w/cont, breast,  bi",,0,965,820.25,820.25,965,916.75,916.75,936.05,965,945.7,945.7,916.75
280253_1,MRI BREAST W/WO CAD BILATERAL,Outpatient,614,C8906,"Mri w/cont, breast,  bi",,0,965,820.25,820.25,965,916.75,916.75,936.05,965,945.7,945.7,916.75
280254_1,MRI BREAST WO BILATERAL,Inpatient,614,77047,"Magnetic resonance imaging, breast, without contrast material; bilateral",,0,861,731.85,280.52,861,817.95,817.95,835.17,861,843.78,843.78,817.95
280254_1,MRI BREAST WO BILATERAL,Outpatient,614,77047,"Magnetic resonance imaging, breast, without contrast material; bilateral",,0,861,731.85,280.52,861,817.95,280.52,280.52,280.52,843.78,843.78,817.95
300010_1,CARDIOVERSION,Inpatient,480,92960,"Cardioversion, elective, electrical conversion of arrhythmia; external",,0,1539,1308.15,1308.15,1539,1462.05,1462.05,1492.83,1539,1508.22,1508.22,1462.05
300010_1,CARDIOVERSION,Outpatient,480,92960,"Cardioversion, elective, electrical conversion of arrhythmia; external",,0,1539,1308.15,1308.15,1539,1462.05,1462.05,1492.83,1539,1508.22,1508.22,1462.05
300100_1,EEG W REC AWAKE & DROWSY,Inpatient,740,95816,Electroencephalogram (EEG); including recording awake and drowsy,,0,969,823.65,505.05,969,920.55,920.55,939.93,969,949.62,949.62,920.55
300100_1,EEG W REC AWAKE & DROWSY,Outpatient,740,95816,Electroencephalogram (EEG); including recording awake and drowsy,,0,969,823.65,505.05,969,920.55,505.05,505.05,505.05,949.62,949.62,920.55
30014_1,OBSERVATION W/LOW SEVERITY LEVEL 1,Observation,762,G0378,Hospital observation per hr,,0,59,50.15,50.15,59,56.05,56.05,57.23,59,57.82,57.82,56.05
