Procedure Code,Procedure Description,Price Tier,Revenue Code,CPT HCPCS Code,CPT HCPCS Desc,NDC Code,Rx Unit Multiplier,Gross Charge,Discounted Cash Price,De-identified minimum negotiated charge,De-identified maximum negotiated charge,ALLEGIANCE,BCBSMT_HEALTHLINK,BCBSMT_POS_CLOSED_NETWORK,BCBSMT_TRADITIONAL,FIRST_CHOICE_HEALTH,PACIFIC_SOURCE,UNITED_HEALTHCARE,hospital
346579_1,THERAPEUTIC IV INFUSION CONCURRENT,Inpatient,260,96368,"Intravenous infusion, for therapy, prophylaxis, or diagnosis (specify substance or drug); concurrent infusion (List separately in addition to code for primary procedure)",,0,126,107.1,107.1,126,119.7,119.7,122.22,126,123.48,123.48,119.7,Pondera_Medical_Center
346579_1,THERAPEUTIC IV INFUSION CONCURRENT,Outpatient,260,96368,"Intravenous infusion, for therapy, prophylaxis, or diagnosis (specify substance or drug); concurrent infusion (List separately in addition to code for primary procedure)",,0,126,107.1,107.1,126,119.7,119.7,122.22,126,123.48,123.48,119.7,Pondera_Medical_Center
346580_1,IVT INFUSION INITIAL 31-90 MIN,Inpatient,260,96365,"Intravenous infusion, for therapy, prophylaxis, or diagnosis (specify substance or drug); initial, up to 1 hour",,0,396,336.6,336.6,396,376.2,376.2,384.12,396,388.08,388.08,376.2,Pondera_Medical_Center
346580_1,IVT INFUSION INITIAL 31-90 MIN,Outpatient,260,96365,"Intravenous infusion, for therapy, prophylaxis, or diagnosis (specify substance or drug); initial, up to 1 hour",,0,396,336.6,336.6,396,376.2,376.2,384.12,396,388.08,388.08,376.2,Pondera_Medical_Center
346581_1,IVT INFUSION ADDL HR 2-23HRS,Inpatient,260,96366,"Intravenous infusion, for therapy, prophylaxis, or diagnosis (specify substance or drug); each additional hour (List separately in addition to code for primary procedure)",,0,129,109.65,109.65,129,122.55,122.55,125.13,129,126.42,126.42,122.55,Pondera_Medical_Center
346581_1,IVT INFUSION ADDL HR 2-23HRS,Outpatient,260,96366,"Intravenous infusion, for therapy, prophylaxis, or diagnosis (specify substance or drug); each additional hour (List separately in addition to code for primary procedure)",,0,129,109.65,109.65,129,122.55,122.55,125.13,129,126.42,126.42,122.55,Pondera_Medical_Center
346582_1,IVT INFUSION ADDL SEQ NEW DRUG,Inpatient,260,96367,"Intravenous infusion, for therapy, prophylaxis, or diagnosis (specify substance or drug); additional sequential infusion of a new drug/substance, up to 1 hour (List separately in addition to code for primary procedure)",,0,142,120.7,120.7,142,134.9,134.9,137.74,142,139.16,139.16,134.9,Pondera_Medical_Center
346582_1,IVT INFUSION ADDL SEQ NEW DRUG,Outpatient,260,96367,"Intravenous infusion, for therapy, prophylaxis, or diagnosis (specify substance or drug); additional sequential infusion of a new drug/substance, up to 1 hour (List separately in addition to code for primary procedure)",,0,142,120.7,120.7,142,134.9,134.9,137.74,142,139.16,139.16,134.9,Pondera_Medical_Center
348034_1,IVT HYDRATION INITIAL 31-90 MIN,Inpatient,260,96360,"Intravenous infusion, hydration; initial, 31 minutes to 1 hour",,0,404,343.4,343.4,404,383.8,383.8,391.88,404,395.92,395.92,383.8,Pondera_Medical_Center
348034_1,IVT HYDRATION INITIAL 31-90 MIN,Outpatient,260,96360,"Intravenous infusion, hydration; initial, 31 minutes to 1 hour",,0,404,343.4,343.4,404,383.8,383.8,391.88,404,395.92,395.92,383.8,Pondera_Medical_Center
348035_1,IVT HYDRATION ADDL HR 2-23HRS,Inpatient,260,96361,"Intravenous infusion, hydration; each additional hour (List separately in addition to code for primary procedure)",,0,131,111.35,111.35,131,124.45,124.45,127.07,131,128.38,128.38,124.45,Pondera_Medical_Center
348035_1,IVT HYDRATION ADDL HR 2-23HRS,Outpatient,260,96361,"Intravenous infusion, hydration; each additional hour (List separately in addition to code for primary procedure)",,0,131,111.35,111.35,131,124.45,124.45,127.07,131,128.38,128.38,124.45,Pondera_Medical_Center
348037_1,TRANSFUSION BLOOD OR BLOOD COMPONENTS,Inpatient,391,36430,"Transfusion, blood or blood components",,0,997,847.45,35.28,997,947.15,947.15,967.09,997,977.06,977.06,947.15,Pondera_Medical_Center
348037_1,TRANSFUSION BLOOD OR BLOOD COMPONENTS,Outpatient,391,36430,"Transfusion, blood or blood components",,0,997,847.45,35.28,997,947.15,35.28,35.28,35.28,977.06,977.06,947.15,Pondera_Medical_Center
348038_1,INSERT TEMP BLADDER CATH SIMPLE,Ambulatory Surgical,360,51702,"Insertion of temporary indwelling bladder catheter; simple (eg, Foley)",,0,219,186.15,186.15,219,208.05,208.05,212.43,219,214.62,214.62,208.05,Pondera_Medical_Center
348038_1,INSERT TEMP BLADDER CATH SIMPLE,Inpatient,360,51702,"Insertion of temporary indwelling bladder catheter; simple (eg, Foley)",,0,219,186.15,186.15,219,208.05,208.05,212.43,219,214.62,214.62,208.05,Pondera_Medical_Center
350032_1,MINOCYCLINE (MINOCIN) CAP 100 MG,Inpatient,637,A9270,Non-covered item or service,65862-0211-50,0,1.5,1.28,1.28,19.76,1.43,1.43,1.46,1.5,1.47,1.47,1.43,Pondera_Medical_Center
350032_1,MINOCYCLINE (MINOCIN) CAP 100 MG,Outpatient,637,A9270,Non-covered item or service,65862-0211-50,0,1.5,1.28,1.28,19.76,1.43,19.76,19.76,19.76,1.47,1.47,1.43,Pondera_Medical_Center
350033_1,VITAMIN D TAB 1000 IU,Inpatient,637,A9270,Non-covered item or service,20555-0033-00,0,1,0.85,0.85,19.76,0.95,0.95,0.97,1,0.98,0.98,0.95,Pondera_Medical_Center
350033_1,VITAMIN D TAB 1000 IU,Outpatient,637,A9270,Non-covered item or service,20555-0033-00,0,1,0.85,0.85,19.76,0.95,19.76,19.76,19.76,0.98,0.98,0.95,Pondera_Medical_Center
350034_1,MITOMYCIN (MUTAMYCIN) INJ  5 MG,Inpatient,636,J9280,Mitomycin injection,55390-0251-01,0,177.2,150.62,50.76,177.2,168.34,168.34,171.88,177.2,173.66,173.66,168.34,Pondera_Medical_Center
350034_1,MITOMYCIN (MUTAMYCIN) INJ  5 MG,Outpatient,636,J9280,Mitomycin injection,55390-0251-01,0,177.2,150.62,50.76,177.2,168.34,50.76,50.76,50.76,173.66,173.66,168.34,Pondera_Medical_Center
350035_1,REMIFENTANIL (ULTIVA) PWD INJ 1 MG/ML,Inpatient,250,,,67457-0198-03,0,206.5,175.53,175.53,206.5,196.18,196.18,200.31,206.5,202.37,202.37,196.18,Pondera_Medical_Center
350035_1,REMIFENTANIL (ULTIVA) PWD INJ 1 MG/ML,Outpatient,250,,,67457-0198-03,0,206.5,175.53,175.53,206.5,196.18,196.18,200.31,206.5,202.37,202.37,196.18,Pondera_Medical_Center
350037_1,METHOHEXITAL (BREVITAL) INJ 500 MG,Inpatient,250,,,42023-0105-01,0,238.95,203.11,203.11,238.95,227,227,231.78,238.95,234.17,234.17,227,Pondera_Medical_Center
350037_1,METHOHEXITAL (BREVITAL) INJ 500 MG,Outpatient,250,,,42023-0105-01,0,238.95,203.11,203.11,238.95,227,227,231.78,238.95,234.17,234.17,227,Pondera_Medical_Center
350039_1,PHOSPHA NEUTRAL(PHOSPHORUS)TAB 250 MG,Inpatient,637,A9270,Non-covered item or service,69543-0268-10,0,1,0.85,0.85,19.76,0.95,0.95,0.97,1,0.98,0.98,0.95,Pondera_Medical_Center
350039_1,PHOSPHA NEUTRAL(PHOSPHORUS)TAB 250 MG,Outpatient,637,A9270,Non-covered item or service,69543-0268-10,0,1,0.85,0.85,19.76,0.95,19.76,19.76,19.76,0.98,0.98,0.95,Pondera_Medical_Center
350040_1,GLIMEPIRIDE (AMARYL) TAB 4 MG,Inpatient,637,A9270,Non-covered item or service,55111-0322-01,0,1,0.85,0.85,19.76,0.95,0.95,0.97,1,0.98,0.98,0.95,Pondera_Medical_Center
350040_1,GLIMEPIRIDE (AMARYL) TAB 4 MG,Outpatient,637,A9270,Non-covered item or service,55111-0322-01,0,1,0.85,0.85,19.76,0.95,19.76,19.76,19.76,0.98,0.98,0.95,Pondera_Medical_Center
350041_1,LACOSAMIDE (VIMPAT) TAB 100 MG,Inpatient,637,A9270,Non-covered item or service,00131-2478-35,0,19,16.15,16.15,19.76,18.05,18.05,18.43,19,18.62,18.62,18.05,Pondera_Medical_Center
350041_1,LACOSAMIDE (VIMPAT) TAB 100 MG,Outpatient,637,A9270,Non-covered item or service,00131-2478-35,0,19,16.15,16.15,19.76,18.05,19.76,19.76,19.76,18.62,18.62,18.05,Pondera_Medical_Center
350043_1,QUETIAPINE (SEROQUEL) TAB 100 MG,Inpatient,637,A9270,Non-covered item or service,16714-0454-01,0,1,0.85,0.85,19.76,0.95,0.95,0.97,1,0.98,0.98,0.95,Pondera_Medical_Center
350043_1,QUETIAPINE (SEROQUEL) TAB 100 MG,Outpatient,637,A9270,Non-covered item or service,16714-0454-01,0,1,0.85,0.85,19.76,0.95,19.76,19.76,19.76,0.98,0.98,0.95,Pondera_Medical_Center
350045_1,DIGOXIN ORAL SOLUTION 0.05 MG/ML,Inpatient,637,A9270,Non-covered item or service,00054-0057-46,0,3.15,2.68,2.68,19.76,2.99,2.99,3.06,3.15,3.09,3.09,2.99,Pondera_Medical_Center
350045_1,DIGOXIN ORAL SOLUTION 0.05 MG/ML,Outpatient,637,A9270,Non-covered item or service,00054-0057-46,0,3.15,2.68,2.68,19.76,2.99,19.76,19.76,19.76,3.09,3.09,2.99,Pondera_Medical_Center
350046_1,PANTOPRAZOLE (PROTONIX) OS PKT 40 MG,Inpatient,637,A9270,Non-covered item or service,00008-0844-01,0,8.1,6.89,6.89,19.76,7.7,7.7,7.86,8.1,7.94,7.94,7.7,Pondera_Medical_Center
350046_1,PANTOPRAZOLE (PROTONIX) OS PKT 40 MG,Outpatient,637,A9270,Non-covered item or service,00008-0844-01,0,8.1,6.89,6.89,19.76,7.7,19.76,19.76,19.76,7.94,7.94,7.7,Pondera_Medical_Center
350048_1,DOCUSATE NA (PEDIA-LAX) LIQ  50 MG/15ML,Inpatient,637,A9270,Non-covered item or service,01320-0001-06,0,3.15,2.68,2.68,19.76,2.99,2.99,3.06,3.15,3.09,3.09,2.99,Pondera_Medical_Center
350048_1,DOCUSATE NA (PEDIA-LAX) LIQ  50 MG/15ML,Outpatient,637,A9270,Non-covered item or service,01320-0001-06,0,3.15,2.68,2.68,19.76,2.99,19.76,19.76,19.76,3.09,3.09,2.99,Pondera_Medical_Center
350052_1,ATORVASTATIN (LIPITOR) TAB 40 MG,Inpatient,637,A9270,Non-covered item or service,00904-6292-61,0,1,0.85,0.85,19.76,0.95,0.95,0.97,1,0.98,0.98,0.95,Pondera_Medical_Center
350052_1,ATORVASTATIN (LIPITOR) TAB 40 MG,Outpatient,637,A9270,Non-covered item or service,00904-6292-61,0,1,0.85,0.85,19.76,0.95,19.76,19.76,19.76,0.98,0.98,0.95,Pondera_Medical_Center
350054_1,SULFAMETH/TRIMET(BACTRIM DS) 800MG/160MG,Inpatient,637,A9270,Non-covered item or service,65862-0420-01,0,1,0.85,0.85,19.76,0.95,0.95,0.97,1,0.98,0.98,0.95,Pondera_Medical_Center
350054_1,SULFAMETH/TRIMET(BACTRIM DS) 800MG/160MG,Outpatient,637,A9270,Non-covered item or service,65862-0420-01,0,1,0.85,0.85,19.76,0.95,19.76,19.76,19.76,0.98,0.98,0.95,Pondera_Medical_Center
350055_1,HYDROCORTISONE (CORTEF) TAB  5 MG,Inpatient,637,A9270,Non-covered item or service,00603-3899-19,0,1,0.85,0.85,19.76,0.95,0.95,0.97,1,0.98,0.98,0.95,Pondera_Medical_Center
350055_1,HYDROCORTISONE (CORTEF) TAB  5 MG,Outpatient,637,A9270,Non-covered item or service,00603-3899-19,0,1,0.85,0.85,19.76,0.95,19.76,19.76,19.76,0.98,0.98,0.95,Pondera_Medical_Center
350056_1,METOCLOPRAMIDE (REGLAN ) TAB 5 MG,Inpatient,637,A9270,Non-covered item or service,00093-2204-01,0,1,0.85,0.85,19.76,0.95,0.95,0.97,1,0.98,0.98,0.95,Pondera_Medical_Center
350056_1,METOCLOPRAMIDE (REGLAN ) TAB 5 MG,Outpatient,637,A9270,Non-covered item or service,00093-2204-01,0,1,0.85,0.85,19.76,0.95,19.76,19.76,19.76,0.98,0.98,0.95,Pondera_Medical_Center
350058_1,VITAMIN D CAP 2000 IU,Inpatient,637,A9270,Non-covered item or service,00904-6157-60,0,1,0.85,0.85,19.76,0.95,0.95,0.97,1,0.98,0.98,0.95,Pondera_Medical_Center
350058_1,VITAMIN D CAP 2000 IU,Outpatient,637,A9270,Non-covered item or service,00904-6157-60,0,1,0.85,0.85,19.76,0.95,19.76,19.76,19.76,0.98,0.98,0.95,Pondera_Medical_Center
350060_1,Propofol (DIPRIVAN) INJ 10mg/mL - 100mL,Inpatient,636,J2704,"Inj, propofol, 10 mg",00409-4699-24,100,121.55,103.32,0.16,121.55,115.47,115.47,117.9,121.55,119.12,119.12,115.47,Pondera_Medical_Center
350060_1,Propofol (DIPRIVAN) INJ 10mg/mL - 100mL,Outpatient,636,J2704,"Inj, propofol, 10 mg",00409-4699-24,100,121.55,103.32,0.16,121.55,115.47,0.16,0.16,0.16,119.12,119.12,115.47,Pondera_Medical_Center
350061_1,ROPINIROLE (REQUIP) 0.25MG TABLET,Inpatient,637,A9270,Non-covered item or service,43547-0268-10,0,5.3,4.51,4.51,19.76,5.04,5.04,5.14,5.3,5.19,5.19,5.04,Pondera_Medical_Center
350061_1,ROPINIROLE (REQUIP) 0.25MG TABLET,Outpatient,637,A9270,Non-covered item or service,43547-0268-10,0,5.3,4.51,4.51,19.76,5.04,19.76,19.76,19.76,5.19,5.19,5.04,Pondera_Medical_Center
350063_1,citalopram (Celexa) 40mg tablet,Inpatient,637,A9270,Non-covered item or service,13668-0011-01,0,1,0.85,0.85,19.76,0.95,0.95,0.97,1,0.98,0.98,0.95,Pondera_Medical_Center
350063_1,citalopram (Celexa) 40mg tablet,Outpatient,637,A9270,Non-covered item or service,13668-0011-01,0,1,0.85,0.85,19.76,0.95,19.76,19.76,19.76,0.98,0.98,0.95,Pondera_Medical_Center
350064_1,CICLOPIROX (PENLAC) 8% SOL  6.6 ML,Inpatient,637,A9270,Non-covered item or service,00781-7106-60,0,17,14.45,14.45,19.76,16.15,16.15,16.49,17,16.66,16.66,16.15,Pondera_Medical_Center
350064_1,CICLOPIROX (PENLAC) 8% SOL  6.6 ML,Outpatient,637,A9270,Non-covered item or service,00781-7106-60,0,17,14.45,14.45,19.76,16.15,19.76,19.76,19.76,16.66,16.66,16.15,Pondera_Medical_Center
350069_1,ACETYLC(MUCOMYST)20% INH 200 MG/ML 1ML,Inpatient,250,A9270,Non-covered item or service,63323-0690-30,0,2.35,2,2,19.76,2.23,2.23,2.28,2.35,2.3,2.3,2.23,Pondera_Medical_Center
350069_1,ACETYLC(MUCOMYST)20% INH 200 MG/ML 1ML,Outpatient,250,A9270,Non-covered item or service,63323-0690-30,0,2.35,2,2,19.76,2.23,19.76,19.76,19.76,2.3,2.3,2.23,Pondera_Medical_Center
350070_1,DEPO-ESTRADIOL CYPNTE INJ 1 MG/ML 5ML,Inpatient,636,J1000,Depo-estradiol cypionate inj,00009-0271-01,5,50,42.5,13.98,50,47.5,47.5,48.5,50,49,49,47.5,Pondera_Medical_Center
350070_1,DEPO-ESTRADIOL CYPNTE INJ 1 MG/ML 5ML,Outpatient,636,J1000,Depo-estradiol cypionate inj,00009-0271-01,5,50,42.5,13.98,50,47.5,13.98,13.98,13.98,49,49,47.5,Pondera_Medical_Center
350071_1,FLUOCINONIDE (FLUONID) 0.5% CRM 60 G,Inpatient,637,A9270,Non-covered item or service,00168-0060-60,0,85.75,72.89,19.76,85.75,81.46,81.46,83.18,85.75,84.04,84.04,81.46,Pondera_Medical_Center
350071_1,FLUOCINONIDE (FLUONID) 0.5% CRM 60 G,Outpatient,637,A9270,Non-covered item or service,00168-0060-60,0,85.75,72.89,19.76,85.75,81.46,19.76,19.76,19.76,84.04,84.04,81.46,Pondera_Medical_Center
350072_1,TRAMADOL (ULTRAM) CAP 100 MG,Inpatient,637,A9270,Non-covered item or service,13811-0689-30,0,13.55,11.52,11.52,19.76,12.87,12.87,13.14,13.55,13.28,13.28,12.87,Pondera_Medical_Center
