Run Date: 1/11/2022 2:58:27 PM,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,hospital
,,Estimated Negotiated Allowable ALLEGIANCE PROVIDER DIRECT,,,,138,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS CLOSED/POS PLAN NETWORK,,,,146.63,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS MT BLUE OPTIONS,,,,120.75,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS TRADITIONAL NETWORK,,,,172.5,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable PACIFICSOURCE HEALTH PLANS,,,,158.7,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable UHC,,,,163.88,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Primary Service and Ancillary Services,Rev Code,CPT / HCPCS / ICD-10 Code,Average Unit Count,Charge,Community_Hospital_of_Anaconda
407,,86308 - Screening test for mononucleosis (mono),,,,,Community_Hospital_of_Anaconda
,,SERVICE TYPE: OUTPATIENT,,,,,Community_Hospital_of_Anaconda
,1.0,INSERTION OF NEEDLE INTO VEIN FOR COLLECTION OF BLOOD SAMPLE,300,36415,1,20.4,Community_Hospital_of_Anaconda
,2.0,SCREENING TEST FOR MONONUCLEOSIS (MONO),302,86308,1,51.2,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,Total of Charges:,71.6,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Minimum Estimated Negotiated Allowable,,,,50.12,Community_Hospital_of_Anaconda
,,Maximum Estimated Negotiated Allowable,,,,71.6,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable ALLEGIANCE PROVIDER DIRECT,,,,57.28,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS CLOSED/POS PLAN NETWORK,,,,60.86,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS MT BLUE OPTIONS,,,,50.12,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS TRADITIONAL NETWORK,,,,71.6,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable PACIFICSOURCE HEALTH PLANS,,,,65.87,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable UHC,,,,68.02,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Primary Service and Ancillary Services,Rev Code,CPT / HCPCS / ICD-10 Code,Average Unit Count,Charge,Community_Hospital_of_Anaconda
408,,86334 - Immunologic analysis technique on serum (immunofixation),,,,,Community_Hospital_of_Anaconda
,,SERVICE TYPE: OUTPATIENT,,,,,Community_Hospital_of_Anaconda
,1.0,INSERTION OF NEEDLE INTO VEIN FOR COLLECTION OF BLOOD SAMPLE,300,36415,1,20.4,Community_Hospital_of_Anaconda
,2.0,IMMUNOLOGIC ANALYSIS TECHNIQUE ON SERUM (IMMUNOFIXATION),302,86334,1,135.5,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,Total of Charges:,155.9,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Minimum Estimated Negotiated Allowable,,,,109.13,Community_Hospital_of_Anaconda
,,Maximum Estimated Negotiated Allowable,,,,155.9,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable ALLEGIANCE PROVIDER DIRECT,,,,124.72,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS CLOSED/POS PLAN NETWORK,,,,132.52,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS MT BLUE OPTIONS,,,,109.13,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS TRADITIONAL NETWORK,,,,155.9,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable PACIFICSOURCE HEALTH PLANS,,,,143.43,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable UHC,,,,148.11,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Primary Service and Ancillary Services,Rev Code,CPT / HCPCS / ICD-10 Code,Average Unit Count,Charge,Community_Hospital_of_Anaconda
409,,"86335 - Immunologic analysis technique on body fluid, other fluids with concentration",,,,,Community_Hospital_of_Anaconda
,,SERVICE TYPE: OUTPATIENT,,,,,Community_Hospital_of_Anaconda
,1.0,"IMMUNOLOGIC ANALYSIS TECHNIQUE ON BODY FLUID, OTHER FLUIDS WITH CONCENTRATION",302,86335,1,232.1,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,Total of Charges:,232.1,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Minimum Estimated Negotiated Allowable,,,,162.47,Community_Hospital_of_Anaconda
,,Maximum Estimated Negotiated Allowable,,,,232.1,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable ALLEGIANCE PROVIDER DIRECT,,,,185.68,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS CLOSED/POS PLAN NETWORK,,,,197.29,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS MT BLUE OPTIONS,,,,162.47,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS TRADITIONAL NETWORK,,,,232.1,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable PACIFICSOURCE HEALTH PLANS,,,,213.53,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable UHC,,,,220.5,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Primary Service and Ancillary Services,Rev Code,CPT / HCPCS / ICD-10 Code,Average Unit Count,Charge,Community_Hospital_of_Anaconda
410,,86431 - Rheumatoid factor level,,,,,Community_Hospital_of_Anaconda
,,SERVICE TYPE: OUTPATIENT,,,,,Community_Hospital_of_Anaconda
,1.0,INSERTION OF NEEDLE INTO VEIN FOR COLLECTION OF BLOOD SAMPLE,300,36415,1,20.4,Community_Hospital_of_Anaconda
,2.0,RHEUMATOID FACTOR LEVEL,302,86431,1,102,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,Total of Charges:,122.4,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Minimum Estimated Negotiated Allowable,,,,85.68,Community_Hospital_of_Anaconda
,,Maximum Estimated Negotiated Allowable,,,,122.4,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable ALLEGIANCE PROVIDER DIRECT,,,,97.92,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS CLOSED/POS PLAN NETWORK,,,,104.04,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS MT BLUE OPTIONS,,,,85.68,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS TRADITIONAL NETWORK,,,,122.4,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable PACIFICSOURCE HEALTH PLANS,,,,112.61,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable UHC,,,,116.28,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Primary Service and Ancillary Services,Rev Code,CPT / HCPCS / ICD-10 Code,Average Unit Count,Charge,Community_Hospital_of_Anaconda
411,,86580 - Skin test for tuberculosis,,,,,Community_Hospital_of_Anaconda
,,SERVICE TYPE: OUTPATIENT,,,,,Community_Hospital_of_Anaconda
,1.0,INSERTION OF NEEDLE INTO VEIN FOR COLLECTION OF BLOOD SAMPLE,300,36415,1,20.4,Community_Hospital_of_Anaconda
,2.0,SKIN TEST FOR TUBERCULOSIS,302,86580,1,51.2,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,Total of Charges:,71.6,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Minimum Estimated Negotiated Allowable,,,,50.12,Community_Hospital_of_Anaconda
,,Maximum Estimated Negotiated Allowable,,,,71.6,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable ALLEGIANCE PROVIDER DIRECT,,,,57.28,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS CLOSED/POS PLAN NETWORK,,,,60.86,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS MT BLUE OPTIONS,,,,50.12,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS TRADITIONAL NETWORK,,,,71.6,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable PACIFICSOURCE HEALTH PLANS,,,,65.87,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable UHC,,,,68.02,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Primary Service and Ancillary Services,Rev Code,CPT / HCPCS / ICD-10 Code,Average Unit Count,Charge,Community_Hospital_of_Anaconda
412,,86592 - Syphilis detection test,,,,,Community_Hospital_of_Anaconda
,,SERVICE TYPE: OUTPATIENT,,,,,Community_Hospital_of_Anaconda
,1.0,INSERTION OF NEEDLE INTO VEIN FOR COLLECTION OF BLOOD SAMPLE,300,36415,1,20.4,Community_Hospital_of_Anaconda
,2.0,SYPHILIS DETECTION TEST,302,86592,1,27.8,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,Total of Charges:,48.2,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Minimum Estimated Negotiated Allowable,,,,33.74,Community_Hospital_of_Anaconda
,,Maximum Estimated Negotiated Allowable,,,,48.2,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable ALLEGIANCE PROVIDER DIRECT,,,,38.56,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS CLOSED/POS PLAN NETWORK,,,,40.97,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS MT BLUE OPTIONS,,,,33.74,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS TRADITIONAL NETWORK,,,,48.2,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable PACIFICSOURCE HEALTH PLANS,,,,44.34,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable UHC,,,,45.79,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Primary Service and Ancillary Services,Rev Code,CPT / HCPCS / ICD-10 Code,Average Unit Count,Charge,Community_Hospital_of_Anaconda
413,,86593 - Syphilis test,,,,,Community_Hospital_of_Anaconda
,,SERVICE TYPE: OUTPATIENT,,,,,Community_Hospital_of_Anaconda
,1.0,INSERTION OF NEEDLE INTO VEIN FOR COLLECTION OF BLOOD SAMPLE,300,36415,1,20.4,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,Total of Charges:,20.4,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Minimum Estimated Negotiated Allowable,,,,14.28,Community_Hospital_of_Anaconda
,,Maximum Estimated Negotiated Allowable,,,,20.4,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable ALLEGIANCE PROVIDER DIRECT,,,,16.32,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS CLOSED/POS PLAN NETWORK,,,,17.34,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS MT BLUE OPTIONS,,,,14.28,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS TRADITIONAL NETWORK,,,,20.4,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable PACIFICSOURCE HEALTH PLANS,,,,18.77,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable UHC,,,,19.38,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Primary Service and Ancillary Services,Rev Code,CPT / HCPCS / ICD-10 Code,Average Unit Count,Charge,Community_Hospital_of_Anaconda
414,,86703 - Analysis for antibody to HIV-1 and HIV-2 virus,,,,,Community_Hospital_of_Anaconda
,,SERVICE TYPE: OUTPATIENT,,,,,Community_Hospital_of_Anaconda
,1.0,INSERTION OF NEEDLE INTO VEIN FOR COLLECTION OF BLOOD SAMPLE,300,36415,1,20.4,Community_Hospital_of_Anaconda
,2.0,ANALYSIS FOR ANTIBODY TO HIV-1 AND HIV-2 VIRUS,302,86703,1,92.5,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,Total of Charges:,112.9,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Minimum Estimated Negotiated Allowable,,,,79.03,Community_Hospital_of_Anaconda
,,Maximum Estimated Negotiated Allowable,,,,112.9,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable ALLEGIANCE PROVIDER DIRECT,,,,90.32,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS CLOSED/POS PLAN NETWORK,,,,95.97,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS MT BLUE OPTIONS,,,,79.03,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS TRADITIONAL NETWORK,,,,112.9,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable PACIFICSOURCE HEALTH PLANS,,,,103.87,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable UHC,,,,107.26,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Primary Service and Ancillary Services,Rev Code,CPT / HCPCS / ICD-10 Code,Average Unit Count,Charge,Community_Hospital_of_Anaconda
415,,86704 - Hepatitis B core antibody measurement,,,,,Community_Hospital_of_Anaconda
,,SERVICE TYPE: OUTPATIENT,,,,,Community_Hospital_of_Anaconda
,1.0,INSERTION OF NEEDLE INTO VEIN FOR COLLECTION OF BLOOD SAMPLE,300,36415,1,20.4,Community_Hospital_of_Anaconda
,2.0,HEPATITIS B CORE ANTIBODY MEASUREMENT,302,86704,1,23.6,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,Total of Charges:,44,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Minimum Estimated Negotiated Allowable,,,,30.8,Community_Hospital_of_Anaconda
,,Maximum Estimated Negotiated Allowable,,,,44,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable ALLEGIANCE PROVIDER DIRECT,,,,35.2,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS CLOSED/POS PLAN NETWORK,,,,37.4,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS MT BLUE OPTIONS,,,,30.8,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS TRADITIONAL NETWORK,,,,44,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable PACIFICSOURCE HEALTH PLANS,,,,40.48,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable UHC,,,,41.8,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Primary Service and Ancillary Services,Rev Code,CPT / HCPCS / ICD-10 Code,Average Unit Count,Charge,Community_Hospital_of_Anaconda
416,,86704 - Hepatitis B core antibody measurement,,,,,Community_Hospital_of_Anaconda
,,SERVICE TYPE: OUTPATIENT,,,,,Community_Hospital_of_Anaconda
,1.0,INSERTION OF NEEDLE INTO VEIN FOR COLLECTION OF BLOOD SAMPLE,300,36415,1,20.4,Community_Hospital_of_Anaconda
,2.0,HEPATITIS B CORE ANTIBODY MEASUREMENT,302,86704,1,23.6,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,Total of Charges:,44,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Minimum Estimated Negotiated Allowable,,,,30.8,Community_Hospital_of_Anaconda
,,Maximum Estimated Negotiated Allowable,,,,44,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable ALLEGIANCE PROVIDER DIRECT,,,,35.2,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS CLOSED/POS PLAN NETWORK,,,,37.4,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS MT BLUE OPTIONS,,,,30.8,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS TRADITIONAL NETWORK,,,,44,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable PACIFICSOURCE HEALTH PLANS,,,,40.48,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable UHC,,,,41.8,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Primary Service and Ancillary Services,Rev Code,CPT / HCPCS / ICD-10 Code,Average Unit Count,Charge,Community_Hospital_of_Anaconda
417,,86706 - Hepatitis B surface antibody measurement,,,,,Community_Hospital_of_Anaconda
,,SERVICE TYPE: OUTPATIENT,,,,,Community_Hospital_of_Anaconda
,1.0,INSERTION OF NEEDLE INTO VEIN FOR COLLECTION OF BLOOD SAMPLE,300,36415,1,20.4,Community_Hospital_of_Anaconda
,2.0,HEPATITIS B SURFACE ANTIBODY MEASUREMENT,302,86706,1,71.7,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,Total of Charges:,92.1,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Minimum Estimated Negotiated Allowable,,,,64.47,Community_Hospital_of_Anaconda
,,Maximum Estimated Negotiated Allowable,,,,92.1,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable ALLEGIANCE PROVIDER DIRECT,,,,73.68,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS CLOSED/POS PLAN NETWORK,,,,78.29,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS MT BLUE OPTIONS,,,,64.47,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS TRADITIONAL NETWORK,,,,92.1,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable PACIFICSOURCE HEALTH PLANS,,,,84.73,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable UHC,,,,87.5,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Primary Service and Ancillary Services,Rev Code,CPT / HCPCS / ICD-10 Code,Average Unit Count,Charge,Community_Hospital_of_Anaconda
418,,86706 - Hepatitis B surface antibody measurement,,,,,Community_Hospital_of_Anaconda
,,SERVICE TYPE: OUTPATIENT,,,,,Community_Hospital_of_Anaconda
,1.0,INSERTION OF NEEDLE INTO VEIN FOR COLLECTION OF BLOOD SAMPLE,300,36415,1,20.4,Community_Hospital_of_Anaconda
,2.0,HEPATITIS B SURFACE ANTIBODY MEASUREMENT,302,86706,1,71.7,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,Total of Charges:,92.1,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Minimum Estimated Negotiated Allowable,,,,64.47,Community_Hospital_of_Anaconda
,,Maximum Estimated Negotiated Allowable,,,,92.1,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable ALLEGIANCE PROVIDER DIRECT,,,,73.68,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS CLOSED/POS PLAN NETWORK,,,,78.29,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS MT BLUE OPTIONS,,,,64.47,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS TRADITIONAL NETWORK,,,,92.1,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable PACIFICSOURCE HEALTH PLANS,,,,84.73,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable UHC,,,,87.5,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Primary Service and Ancillary Services,Rev Code,CPT / HCPCS / ICD-10 Code,Average Unit Count,Charge,Community_Hospital_of_Anaconda
419,,86708 - Measurement of Hepatitis A antibody,,,,,Community_Hospital_of_Anaconda
,,SERVICE TYPE: OUTPATIENT,,,,,Community_Hospital_of_Anaconda
,1.0,INSERTION OF NEEDLE INTO VEIN FOR COLLECTION OF BLOOD SAMPLE,300,36415,1,20.4,Community_Hospital_of_Anaconda
,2.0,MEASUREMENT OF HEPATITIS A ANTIBODY,302,86708,1,218.6,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,Total of Charges:,239,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Minimum Estimated Negotiated Allowable,,,,167.3,Community_Hospital_of_Anaconda
,,Maximum Estimated Negotiated Allowable,,,,239,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable ALLEGIANCE PROVIDER DIRECT,,,,191.2,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS CLOSED/POS PLAN NETWORK,,,,203.15,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS MT BLUE OPTIONS,,,,167.3,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS TRADITIONAL NETWORK,,,,239,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable PACIFICSOURCE HEALTH PLANS,,,,219.88,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable UHC,,,,227.05,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Primary Service and Ancillary Services,Rev Code,CPT / HCPCS / ICD-10 Code,Average Unit Count,Charge,Community_Hospital_of_Anaconda
420,,86762 - Analysis for antibody to Rubella (German measles virus),,,,,Community_Hospital_of_Anaconda
,,SERVICE TYPE: OUTPATIENT,,,,,Community_Hospital_of_Anaconda
,1.0,INSERTION OF NEEDLE INTO VEIN FOR COLLECTION OF BLOOD SAMPLE,300,36415,1,20.4,Community_Hospital_of_Anaconda
,2.0,ANALYSIS FOR ANTIBODY TO RUBELLA (GERMAN MEASLES VIRUS),302,86762,1,22.5,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,Total of Charges:,42.9,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Minimum Estimated Negotiated Allowable,,,,30.03,Community_Hospital_of_Anaconda
,,Maximum Estimated Negotiated Allowable,,,,42.9,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
