BIG HORN HOSPITAL ASSOCIATION,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,hospital
5002587,"FINGER STRIPS 9 3/4""",,2017-06-20 00:00:00,,Central Supply,,0,0,0,0,0,% OF CHARGE,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,Big_Horn_County_Memorial_Hospital
5002586,FINGER #7/SPLINT,,2017-06-20 00:00:00,,Central Supply,,0,0,0,0,0,% OF CHARGE,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,Big_Horn_County_Memorial_Hospital
5002585,FINGER #6/SPLINT,,2017-06-20 00:00:00,,Central Supply,,0,0,0,0,0,% OF CHARGE,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,Big_Horn_County_Memorial_Hospital
5002584,FINGER #5/SPLINT,,2017-06-20 00:00:00,,Central Supply,,0,0,0,0,0,% OF CHARGE,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,Big_Horn_County_Memorial_Hospital
5002583,FINGER #4/SPLINT,,2017-06-20 00:00:00,,Central Supply,,0,0,0,0,0,% OF CHARGE,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,Big_Horn_County_Memorial_Hospital
5002582,FINGER #3/SPLINT,,2017-06-20 00:00:00,,Central Supply,,0,0,0,0,0,% OF CHARGE,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,Big_Horn_County_Memorial_Hospital
5002581,FINGER #2/SPLINT,,2017-06-20 00:00:00,,Central Supply,,0,0,0,0,0,% OF CHARGE,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,Big_Horn_County_Memorial_Hospital
5002571,"PACK PLAIN 1""",,2017-06-20 00:00:00,,Central Supply,,0,0,0,0,0,% OF CHARGE,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,Big_Horn_County_Memorial_Hospital
5002563,"PACK PLAIN 1/2""",,2017-06-20 00:00:00,,Central Supply,,0,0,0,0,0,% OF CHARGE,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,Big_Horn_County_Memorial_Hospital
5002555,"PACK PLAIN 1/4""",,2017-06-20 00:00:00,,Central Supply,,0,0,0,0,0,% OF CHARGE,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,Big_Horn_County_Memorial_Hospital
5002548,"PACK IODO 2""",,2017-06-20 00:00:00,,Central Supply,,0,0,0,0,0,% OF CHARGE,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,Big_Horn_County_Memorial_Hospital
5002530,"PACK IODO 1""",,2017-06-20 00:00:00,,Central Supply,,0,0,0,0,0,% OF CHARGE,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,Big_Horn_County_Memorial_Hospital
5002522,"PACK IODO 1/2""",,2017-06-20 00:00:00,,Central Supply,,0,0,0,0,0,% OF CHARGE,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,Big_Horn_County_Memorial_Hospital
5002514,"PACK IODO 1/4""",,2017-06-20 00:00:00,,Central Supply,,0,0,0,0,0,% OF CHARGE,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,Big_Horn_County_Memorial_Hospital
5002498,GAUZE/TUBE #7/YD,,2017-06-20 00:00:00,,Central Supply,,0,0,0,0,0,% OF CHARGE,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,Big_Horn_County_Memorial_Hospital
5002481,GAUZE/TUBE #5/YD,,2017-06-20 00:00:00,,Central Supply,,0,0,0,0,0,% OF CHARGE,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,Big_Horn_County_Memorial_Hospital
5002464,PEEP VALVE,,2017-06-20 00:00:00,,Central Supply,,0,0,0,0,0,% OF CHARGE,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,Big_Horn_County_Memorial_Hospital
5002456,MULTI-AD TRANSFER,,2017-06-20 00:00:00,,Central Supply,,0,0,0,0,0,% OF CHARGE,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,Big_Horn_County_Memorial_Hospital
5002431,PAMPERS/XXLG SZ5,,2017-06-20 00:00:00,,Central Supply,,0,0,0,0,0,% OF CHARGE,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,Big_Horn_County_Memorial_Hospital
5002423,STOCK/KNEE LG/XLONG,,2017-06-20 00:00:00,,Central Supply,,0,0,0,0,0,% OF CHARGE,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,Big_Horn_County_Memorial_Hospital
5002399,PULLER ZIP/BUTTON,,2017-06-20 00:00:00,,Central Supply,,0,0,0,0,0,% OF CHARGE,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,Big_Horn_County_Memorial_Hospital
5002381,TRAY/LACERATION,,2017-06-20 00:00:00,,Central Supply,,0,0,0,0,0,% OF CHARGE,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,Big_Horn_County_Memorial_Hospital
5002373,LEG LIFTER AIDE,,2017-06-20 00:00:00,,Central Supply,,0,0,0,0,0,% OF CHARGE,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,Big_Horn_County_Memorial_Hospital
5002357,CONNECTOR 5-N-1,,2017-06-20 00:00:00,,Central Supply,,0,0,0,0,0,% OF CHARGE,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,Big_Horn_County_Memorial_Hospital
5002340,HEEL/ELBOW PROTECTOR,,2017-06-20 00:00:00,,Central Supply,,0,0,0,0,0,% OF CHARGE,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,Big_Horn_County_Memorial_Hospital
5002332,ULNAR STRAPS,,2017-06-20 00:00:00,,Central Supply,,0,0,0,0,0,% OF CHARGE,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,Big_Horn_County_Memorial_Hospital
5002316,"SCRUBPALS 17"" HOURGLASS",,2017-06-20 00:00:00,,Central Supply,,0,0,0,0,0,% OF CHARGE,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,Big_Horn_County_Memorial_Hospital
5002308,ORANGE OB BED PADS,,2017-06-20 00:00:00,,Central Supply,,0,0,0,0,0,% OF CHARGE,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,Big_Horn_County_Memorial_Hospital
5002290,SKIN STAPLER,,2017-06-20 00:00:00,,Central Supply,,0,0,0,0,0,% OF CHARGE,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,Big_Horn_County_Memorial_Hospital
5002274,POWERLOCK/SYRINGE,,2017-06-20 00:00:00,,Central Supply,,0,0,0,0,0,% OF CHARGE,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,Big_Horn_County_Memorial_Hospital
5002233,ANTI REFLUX VALVE,,2017-06-20 00:00:00,,Central Supply,,0,0,0,0,0,% OF CHARGE,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,Big_Horn_County_Memorial_Hospital
5002225,SKIN REPAIR CREAM 4OZ,,2017-06-20 00:00:00,,Central Supply,,0,0,0,0,0,% OF CHARGE,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,Big_Horn_County_Memorial_Hospital
5002217,FREEDOM WAND HYGIENE TOOL,,2017-06-20 00:00:00,,Central Supply,,0,0,0,0,0,% OF CHARGE,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,Big_Horn_County_Memorial_Hospital
5002191,BACK RAFT MATTRESS,,2017-06-20 00:00:00,,Central Supply,,0,0,0,0,0,% OF CHARGE,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,Big_Horn_County_Memorial_Hospital
5002126,CAPNOLINE PEDIATRIC,,2017-06-20 00:00:00,,Central Supply,,0,0,0,0,0,% OF CHARGE,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,Big_Horn_County_Memorial_Hospital
5002118,CAPNOLINE ADULT,,2017-06-20 00:00:00,,Central Supply,,0,0,0,0,0,% OF CHARGE,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,Big_Horn_County_Memorial_Hospital
5002100,FOAM TUBING,,2017-06-01 00:00:00,,Central Supply,,0,0,0,0,0,% OF CHARGE,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,Big_Horn_County_Memorial_Hospital
5002076,HEAD BLOCKS/DISPOSIBLE,,2017-06-20 00:00:00,,Central Supply,,0,0,0,0,0,% OF CHARGE,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,Big_Horn_County_Memorial_Hospital
5002068,VASHE WOUND THERAPY/BTL,,2017-06-20 00:00:00,,Central Supply,,0,0,0,0,0,% OF CHARGE,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGES,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,0,% OF CHARGE,Big_Horn_County_Memorial_Hospital
