Location,Dept Number,Charge Code,Description,Revenue Code,CPT Code,Price,Discounted Cash Price,Minimum Contracted price,Maximum Contracted Price,BCBS Traditional Network,BCBS Point of Service Network,BCBS Closed Plan Network,BCBS HealthLink ,BCBS Medicare Advantage,Allegiance,InterWest,Pacific Source,Mountain Health Co-Op PPO,Mountain Health Co-Op HPN,United Medicare,hospital
BTMC,6400,830182,COBALT,309,83018,120.0,72.0,51.89,120.0,120.0,51.89,51.89,108.0,95.4,114.0,114.0,115.2,116.4,104.4,90.0,Benefis_Teton_Medical_Center
BTMC,6400,83019,URINE 24hr.THALLIUM,309,83018,133.0,79.8,51.89,133.0,133.0,51.89,51.89,119.7,105.74,126.35,126.35,127.68,129.01,115.71,99.75,Benefis_Teton_Medical_Center
BTMC,6400,83020,HGB ELECT,301,83020,125.5,75.3,30.4,125.5,125.5,30.4,30.4,112.95,99.77,119.23,119.23,120.48,121.74,109.19,94.13,Benefis_Teton_Medical_Center
BTMC,6400,83036,HGB_ A1C,301,83036,90.0,54.0,22.94,90.0,90.0,22.94,22.94,81.0,71.55,85.5,85.5,86.4,87.3,78.3,67.5,Benefis_Teton_Medical_Center
BTMC,6400,83051,PLASMA HEMOGLOBIN(quantitative),301,83051,79.0,47.4,17.27,79.0,79.0,17.27,17.27,71.1,62.81,75.05,75.05,75.84,76.63,68.73,59.25,Benefis_Teton_Medical_Center
BTMC,6400,830510,PLASMA HEMOGLOBIN,301,83051,82.0,49.2,17.27,82.0,82.0,17.27,17.27,73.8,65.19,77.9,77.9,78.72,79.54,71.34,61.5,Benefis_Teton_Medical_Center
BTMC,6400,83080,HEXOSAMINIDASE A + TOTAL (HEX A),309,83080,515.0,309.0,39.85,515.0,515.0,39.85,39.85,463.5,409.43,489.25,489.25,494.4,499.55,448.05,386.25,Benefis_Teton_Medical_Center
BTMC,6400,83090,"HOMOCYSTEINE, PLASMA",301,83090,119.0,71.4,42.33,119.0,119.0,42.33,42.33,107.1,94.61,113.05,113.05,114.24,115.43,103.53,89.25,Benefis_Teton_Medical_Center
BTMC,6400,830901,"HOMOCYSTEINE, TOTAL SERUM (HOMS.SO)",301,83090,57.0,34.2,42.33,57.0,57.0,42.33,42.33,51.3,45.32,54.15,54.15,54.72,55.29,49.59,42.75,Benefis_Teton_Medical_Center
BTMC,6400,83150,HOMOVANILLIE+VM ACID+URINE 24hr.,309,83150,113.5,68.1,52.94,113.5,113.5,52.94,52.94,102.15,90.23,107.83,107.83,108.96,110.1,98.75,85.13,Benefis_Teton_Medical_Center
BTMC,6400,831500,"HOMOVANILLIC ACID, URINE",309,83150,72.5,43.5,52.94,72.5,72.5,52.94,52.94,65.25,57.64,68.88,68.88,69.6,70.33,63.08,54.38,Benefis_Teton_Medical_Center
BTMC,6400,83333,ALGN TOMATO IGE,309,86003,27.0,16.2,12.34,27.0,27.0,12.34,12.34,24.3,21.47,25.65,25.65,25.92,26.19,23.49,20.25,Benefis_Teton_Medical_Center
BTMC,6400,834010,"DIRECT LDL,BETA-QUANTIFICATION (LDLC)",309,83701,81.0,48.6,64.4,81.0,81.0,79.99,79.99,72.9,64.4,76.95,76.95,77.76,78.57,70.47,60.75,Benefis_Teton_Medical_Center
BTMC,6400,83497,URINE 5-HIAA(24hr. urine),309,83497,80.0,48.0,30.49,80.0,80.0,30.49,30.49,72.0,63.6,76.0,76.0,76.8,77.6,69.6,60.0,Benefis_Teton_Medical_Center
BTMC,6400,834970,"5-HIAA, 24HR URINE",309,83497,55.0,33.0,30.49,55.0,55.0,30.49,30.49,49.5,43.73,52.25,52.25,52.8,53.35,47.85,41.25,Benefis_Teton_Medical_Center
BTMC,6400,83498,17 HYDROXYPROGESTERONE,309,84143,137.5,82.5,53.88,137.5,137.5,53.88,53.88,123.75,109.31,130.63,130.63,132.0,133.38,119.63,103.13,Benefis_Teton_Medical_Center
BTMC,6400,834980,17-HYDROXYPROGESTERONE (OHPROG1),309,83498,92.0,55.2,64.19,92.0,92.0,64.19,64.19,82.8,73.14,87.4,87.4,88.32,89.24,80.04,69.0,Benefis_Teton_Medical_Center
BTMC,6400,83511,PR3 ANCA(PROT 3AB) 3 AB),301,83516,102.0,61.2,27.25,102.0,102.0,27.25,27.25,91.8,81.09,96.9,96.9,97.92,98.94,88.74,76.5,Benefis_Teton_Medical_Center
BTMC,6400,83512,MPO(MYELOPEROXIDASE AB),301,83516,120.0,72.0,27.25,120.0,120.0,27.25,27.25,108.0,95.4,114.0,114.0,115.2,116.4,104.4,90.0,Benefis_Teton_Medical_Center
BTMC,6400,83515,ENDOMYSIAL ANTIBODYIGA(REFLECTIVE),309,86255,121.0,72.6,28.47,121.0,121.0,28.47,28.47,108.9,96.2,114.95,114.95,116.16,117.37,105.27,90.75,Benefis_Teton_Medical_Center
BTMC,6400,83516,GLOMERULAR BASEMENT AB,301,83520,54.0,32.4,40.79,54.0,54.0,40.79,40.79,48.6,42.93,51.3,51.3,51.84,52.38,46.98,40.5,Benefis_Teton_Medical_Center
BTMC,6400,835160,TYSABRI ANTIBODY (NATALIZUMAB),301,83516,699.0,419.4,27.25,699.0,699.0,27.25,27.25,629.1,555.71,664.05,664.05,671.04,678.03,608.13,524.25,Benefis_Teton_Medical_Center
BTMC,6400,835161,LUPUS ERYTHEMUTOSUS PANEL,302,86235,438.0,262.8,42.37,438.0,438.0,42.37,42.37,394.2,348.21,416.1,416.1,420.48,424.86,381.06,328.5,Benefis_Teton_Medical_Center
BTMC,6400,8351610,PROTEINASE 3 ABY,301,83516,46.5,27.9,27.25,46.5,46.5,27.25,27.25,41.85,36.97,44.18,44.18,44.64,45.11,40.46,34.88,Benefis_Teton_Medical_Center
BTMC,6400,8351611,T TRANSGLUTAMINASE IGA/IGG,301,83516,83.0,49.8,27.25,83.0,83.0,27.25,27.25,74.7,65.99,78.85,78.85,79.68,80.51,72.21,62.25,Benefis_Teton_Medical_Center
BTMC,6400,8351612,GLUTEN PANEL (CELIAC),301,83516,144.0,86.4,27.25,144.0,144.0,27.25,27.25,129.6,114.48,136.8,136.8,138.24,139.68,125.28,108.0,Benefis_Teton_Medical_Center
BTMC,6400,8351614,IMMUNOASSAY QL MULTI STEP,301,83516,343.0,205.8,27.25,343.0,343.0,27.25,27.25,308.7,272.69,325.85,325.85,329.28,332.71,298.41,257.25,Benefis_Teton_Medical_Center
BTMC,6400,835162,T TRANSGLUTAMINASE IgG (TTGABA1),301,83516,46.5,27.9,27.25,46.5,46.5,27.25,27.25,41.85,36.97,44.18,44.18,44.64,45.11,40.46,34.88,Benefis_Teton_Medical_Center
BTMC,6400,835163,SMAB IgG ACTIN,301,83516,79.0,47.4,27.25,79.0,79.0,27.25,27.25,71.1,62.81,75.05,75.05,75.84,76.63,68.73,59.25,Benefis_Teton_Medical_Center
BTMC,6400,835164,ANCA (MYELOPEROXIDASE/PROT),301,83516,85.5,51.3,27.25,85.5,85.5,27.25,27.25,76.95,67.97,81.23,81.23,82.08,82.94,74.39,64.13,Benefis_Teton_Medical_Center
BTMC,6400,835166,HISTONE AUTOANTIBODIES,301,83516,64.0,38.4,27.25,64.0,64.0,27.25,27.25,57.6,50.88,60.8,60.8,61.44,62.08,55.68,48.0,Benefis_Teton_Medical_Center
BTMC,6400,835167,MITOCHONDRIALABY,301,83516,5147.5,3088.5,27.25,5147.5,5147.5,27.25,27.25,4632.75,4092.26,4890.13,4890.13,4941.6,4993.08,4478.33,3860.63,Benefis_Teton_Medical_Center
BTMC,6400,835168,MYELOPEROXIDASE ABY,301,83516,38.0,22.8,27.25,38.0,38.0,27.25,27.25,34.2,30.21,36.1,36.1,36.48,36.86,33.06,28.5,Benefis_Teton_Medical_Center
BTMC,6400,835169,PARIETAL CELL ANTIBODY,301,83516,67.0,40.2,27.25,67.0,67.0,27.25,27.25,60.3,53.27,63.65,63.65,64.32,64.99,58.29,50.25,Benefis_Teton_Medical_Center
BTMC,6400,83517,T TRANSGLUTAMINASE IgA (TTGA.SO),301,83516,46.5,27.9,27.25,46.5,46.5,27.25,27.25,41.85,36.97,44.18,44.18,44.64,45.11,40.46,34.88,Benefis_Teton_Medical_Center
BTMC,6400,83518,ANTI-TISSUE TRANSGLUTAMINASE IgG,301,83516,143.0,85.8,27.25,143.0,143.0,27.25,27.25,128.7,113.69,135.85,135.85,137.28,138.71,124.41,107.25,Benefis_Teton_Medical_Center
BTMC,6400,83519,PTH-RP,309,83519,318.0,190.8,43.47,318.0,318.0,43.47,43.47,286.2,252.81,302.1,302.1,305.28,308.46,276.66,238.5,Benefis_Teton_Medical_Center
BTMC,6400,835190,IGF-2,309,83519,335.5,201.3,43.47,335.5,335.5,43.47,43.47,301.95,266.72,318.73,318.73,322.08,325.44,291.89,251.63,Benefis_Teton_Medical_Center
BTMC,6400,835191,21 HYDROXYLASE,309,83519,132.0,79.2,43.47,132.0,132.0,43.47,43.47,118.8,104.94,125.4,125.4,126.72,128.04,114.84,99.0,Benefis_Teton_Medical_Center
BTMC,6400,835192,IMMUNOASSAY FOR AB,309,83519,44.0,26.4,34.98,44.0,44.0,43.47,43.47,39.6,34.98,41.8,41.8,42.24,42.68,38.28,33.0,Benefis_Teton_Medical_Center
BTMC,6400,835193,MUSK ANTIBODY,309,83519,808.0,484.8,43.47,808.0,808.0,43.47,43.47,727.2,642.36,767.6,767.6,775.68,783.76,702.96,606.0,Benefis_Teton_Medical_Center
BTMC,6400,835199,IGF BINDING PROTEIN 3,309,83519,103.0,61.8,43.47,103.0,103.0,43.47,43.47,92.7,81.89,97.85,97.85,98.88,99.91,89.61,77.25,Benefis_Teton_Medical_Center
BTMC,6400,83520,CELIAC COMPREHENSIVE  PANEL,301,83516,371.0,222.6,27.25,371.0,371.0,27.25,27.25,333.9,294.95,352.45,352.45,356.16,359.87,322.77,278.25,Benefis_Teton_Medical_Center
BTMC,6400,835200,AMH(FERTILITY HORMONE),301,83520,202.5,121.5,40.79,202.5,202.5,40.79,40.79,182.25,160.99,192.38,192.38,194.4,196.43,176.18,151.88,Benefis_Teton_Medical_Center
BTMC,6400,835201,TRYPTASE LEVEL TOTAL,301,83520,341.5,204.9,40.79,341.5,341.5,40.79,40.79,307.35,271.49,324.43,324.43,327.84,331.26,297.11,256.13,Benefis_Teton_Medical_Center
BTMC,6400,8352010,IGFBP-3,301,83520,42.0,25.2,33.39,42.0,42.0,40.79,40.79,37.8,33.39,39.9,39.9,40.32,40.74,36.54,31.5,Benefis_Teton_Medical_Center
BTMC,6400,8352011,STRIATIONAL ABYS,301,83520,42.0,25.2,33.39,42.0,42.0,40.79,40.79,37.8,33.39,39.9,39.9,40.32,40.74,36.54,31.5,Benefis_Teton_Medical_Center
BTMC,6400,8352012,PANCREA ELASTASE,301,83520,125.5,75.3,40.79,125.5,125.5,40.79,40.79,112.95,99.77,119.23,119.23,120.48,121.74,109.19,94.13,Benefis_Teton_Medical_Center
BTMC,6400,835202,DESMOGLEIN 1 + 3,301,83520,174.0,104.4,40.79,174.0,174.0,40.79,40.79,156.6,138.33,165.3,165.3,167.04,168.78,151.38,130.5,Benefis_Teton_Medical_Center
BTMC,6400,835203,INTERLEUKIN 6,301,83520,411.0,246.6,40.79,411.0,411.0,40.79,40.79,369.9,326.75,390.45,390.45,394.56,398.67,357.57,308.25,Benefis_Teton_Medical_Center
BTMC,6400,835204,GANGLIOSIDE GM ANTIBODIES,301,83520,285.5,171.3,40.79,285.5,285.5,40.79,40.79,256.95,226.97,271.23,271.23,274.08,276.94,248.39,214.13,Benefis_Teton_Medical_Center
BTMC,6400,835205,ANTI MULLERIAN HORMONE (AMH),301,83520,215.5,129.3,40.79,215.5,215.5,40.79,40.79,193.95,171.32,204.73,204.73,206.88,209.04,187.49,161.63,Benefis_Teton_Medical_Center
BTMC,6400,835206,ANTIGLOMERULAR CASE MFMBRANF,301,83520,73.5,44.1,40.79,73.5,73.5,40.79,40.79,66.15,58.43,69.83,69.83,70.56,71.3,63.95,55.13,Benefis_Teton_Medical_Center
BTMC,6400,835207,INHIBIN B,301,83520,92.0,55.2,40.79,92.0,92.0,40.79,40.79,82.8,73.14,87.4,87.4,88.32,89.24,162.69,69.0,Benefis_Teton_Medical_Center
BTMC,6400,835208,INTERLEUKIN 6 (IL-6) LEVEL,301,83520,253.0,151.8,40.79,253.0,253.0,40.79,40.79,227.7,201.14,240.35,240.35,242.88,245.41,220.11,189.75,Benefis_Teton_Medical_Center
BTMC,6400,835209,THYROTROPIN RECEPTOR ANTIBODY,301,83520,81.0,48.6,40.79,81.0,81.0,40.79,40.79,72.9,64.4,76.95,76.95,77.76,78.57,70.47,60.75,Benefis_Teton_Medical_Center
BTMC,6400,83521,GLIADIN IgA (GLIGA1),301,83516,38.0,22.8,27.25,38.0,38.0,27.25,27.25,34.2,30.21,36.1,36.1,36.48,36.86,33.06,28.5,Benefis_Teton_Medical_Center
BTMC,6400,835211,GLIADIN IgG (GLIGA1),301,83516,38.0,22.8,27.25,38.0,38.0,27.25,27.25,34.2,30.21,36.1,36.1,36.48,36.86,33.06,28.5,Benefis_Teton_Medical_Center
BTMC,6400,83522,MOSEN ANTIBODIES(MOTSEN PANEL),301,83520,296.5,177.9,40.79,296.5,296.5,40.79,40.79,266.85,235.72,281.68,281.68,284.64,287.61,257.96,222.38,Benefis_Teton_Medical_Center
BTMC,6400,83525,LAMBERT EATON Ab,309,83519,489.0,293.4,43.47,489.0,489.0,43.47,43.47,440.1,388.76,464.55,464.55,469.44,474.33,425.43,366.75,Benefis_Teton_Medical_Center
BTMC,6400,835250,"INSULIN LEVEL, SERUM",301,83525,43.0,25.8,27.0,43.0,43.0,27.0,27.0,38.7,34.19,40.85,40.85,41.28,41.71,37.41,32.25,Benefis_Teton_Medical_Center
BTMC,6400,83540,IRON LEVEL,301,83540,53.0,31.8,15.28,53.0,53.0,15.28,15.28,47.7,42.14,50.35,50.35,50.88,51.41,46.11,39.75,Benefis_Teton_Medical_Center
BTMC,6400,83550,IRON PANEL,301,83550,65.0,39.0,20.65,65.0,65.0,20.65,20.65,58.5,51.68,61.75,61.75,62.4,63.05,56.55,48.75,Benefis_Teton_Medical_Center
BTMC,6400,83605,CSF LACTIC ACID,301,83605,113.5,68.1,27.34,113.5,113.5,27.34,27.34,102.15,90.23,107.83,107.83,108.96,110.1,98.75,85.13,Benefis_Teton_Medical_Center
BTMC,6400,836050,FLUID LACTIC ACID,301,83605,113.5,68.1,27.34,113.5,113.5,27.34,27.34,102.15,90.23,107.83,107.83,108.96,110.1,98.75,85.13,Benefis_Teton_Medical_Center
BTMC,6400,83615,FLUID LDH,301,83615,45.0,27.0,14.26,45.0,45.0,14.26,14.26,40.5,35.78,42.75,42.75,43.2,43.65,39.15,33.75,Benefis_Teton_Medical_Center
BTMC,6400,836150,"LDH, PLASMA",301,83615,45.0,27.0,14.26,45.0,45.0,14.26,14.26,40.5,35.78,42.75,42.75,43.2,43.65,39.15,33.75,Benefis_Teton_Medical_Center
BTMC,6400,83625,"LDH, OSPENZYMES",309,83625,60.5,36.3,30.22,60.5,60.5,30.22,30.22,54.45,48.1,57.48,57.48,58.08,58.69,52.64,45.38,Benefis_Teton_Medical_Center
BTMC,6400,83630,FECAL WBC KIT,309,83630,147.0,88.2,46.55,147.0,147.0,46.55,46.55,132.3,116.87,139.65,139.65,141.12,142.59,127.89,110.25,Benefis_Teton_Medical_Center
BTMC,6400,836301,FECAL LACTOFERRIN QUALITATIVE,309,83630,247.5,148.5,46.55,247.5,247.5,46.55,46.55,222.75,196.76,235.13,235.13,237.6,240.08,215.33,185.63,Benefis_Teton_Medical_Center
BTMC,6400,836302,LACTO GIPCR,309,83630,108.0,64.8,46.55,108.0,108.0,46.55,46.55,97.2,85.86,102.6,102.6,103.68,104.76,93.96,81.0,Benefis_Teton_Medical_Center
BTMC,6400,83655,U24-LEAD,301,83655,127.5,76.5,28.61,127.5,127.5,28.61,28.61,114.75,101.36,121.13,121.13,122.4,123.68,110.93,95.63,Benefis_Teton_Medical_Center
BTMC,6400,836550,"LEAD, BLOOD",301,83655,48.0,28.8,28.61,48.0,48.0,28.61,28.61,43.2,38.16,45.6,45.6,46.08,46.56,41.76,36.0,Benefis_Teton_Medical_Center
BTMC,6400,83690,FLUID LIPASE,301,83690,83.0,49.8,16.28,83.0,83.0,16.28,16.28,74.7,65.99,78.85,78.85,79.68,80.51,72.21,62.25,Benefis_Teton_Medical_Center
BTMC,6400,83695,LIPOPROTEIN(a),301,83695,80.0,48.0,33.83,80.0,80.0,33.83,33.83,72.0,63.6,76.0,76.0,76.8,77.6,69.6,60.0,Benefis_Teton_Medical_Center
BTMC,6400,83701,HDL 2 SUBCALSS,309,83701,56.0,33.6,44.52,79.99,56.0,79.99,79.99,50.4,44.52,53.2,53.2,53.76,54.32,48.72,42.0,Benefis_Teton_Medical_Center
BTMC,6400,837013,HDL 3 SUBCLASS,309,83701,133.0,79.8,79.99,133.0,133.0,79.99,79.99,119.7,105.74,126.35,126.35,127.68,129.01,115.71,99.75,Benefis_Teton_Medical_Center
BTMC,6400,83704,CARDIO LDL LIPOPROTIEN FRACTIONATION,309,83704,104.0,62.4,80.78,104.0,104.0,80.78,80.78,93.6,82.68,98.8,98.8,99.84,100.88,90.48,78.0,Benefis_Teton_Medical_Center
BTMC,6400,83721,LDL DIRECT,301,83721,65.0,39.0,24.82,65.0,65.0,24.82,24.82,58.5,51.68,61.75,61.75,62.4,63.05,56.55,48.75,Benefis_Teton_Medical_Center
BTMC,6400,83735,URINE 24 MAGNESIUM,301,83735,85.5,51.3,15.84,85.5,85.5,15.84,15.84,76.95,67.97,81.23,81.23,82.08,82.94,74.39,64.13,Benefis_Teton_Medical_Center
BTMC,6400,837350,24HR URINE MAGNESIUM,301,83735,51.0,30.6,15.84,51.0,51.0,15.84,15.84,45.9,40.55,48.45,48.45,48.96,49.47,44.37,38.25,Benefis_Teton_Medical_Center
BTMC,6400,837351,MAGNESIUM LEVEL PLASMA,301,83735,51.0,30.6,15.84,51.0,51.0,15.84,15.84,45.9,40.55,48.45,48.45,48.96,49.47,44.37,38.25,Benefis_Teton_Medical_Center
BTMC,6400,837352,URINE MAGNESIUM RANDOM,301,83735,51.0,30.6,15.84,51.0,51.0,15.84,15.84,45.9,40.55,48.45,48.45,48.96,49.47,44.37,38.25,Benefis_Teton_Medical_Center
BTMC,6400,83785,MANGANESE PLASMA,309,83785,107.0,64.2,62.97,107.0,107.0,62.97,62.97,96.3,85.07,101.65,101.65,102.72,103.79,93.09,80.25,Benefis_Teton_Medical_Center
BTMC,6400,837850,"MANGANESE, SERUM",309,83785,73.5,44.1,58.43,73.5,73.5,62.97,62.97,66.15,58.43,69.83,69.83,70.56,71.3,63.95,55.13,Benefis_Teton_Medical_Center
BTMC,6400,83789,IODINE SERUM,301,83789,244.5,146.7,56.96,244.5,244.5,56.96,56.96,220.05,194.38,232.28,232.28,234.72,237.17,212.72,183.38,Benefis_Teton_Medical_Center
BTMC,6400,83825,MERCURY BLOOD,309,83825,120.0,72.0,38.41,120.0,120.0,38.41,38.41,108.0,95.4,114.0,114.0,115.2,116.4,104.4,90.0,Benefis_Teton_Medical_Center
BTMC,6400,838250,U24-MERCURY,309,83825,214.0,128.4,38.41,214.0,214.0,38.41,38.41,192.6,170.13,203.3,203.3,205.44,207.58,186.18,160.5,Benefis_Teton_Medical_Center
BTMC,6400,838251,"MERCURY, WHOLE BLOOD",309,83825,64.0,38.4,38.41,64.0,64.0,38.41,38.41,57.6,50.88,60.8,60.8,61.44,62.08,55.68,48.0,Benefis_Teton_Medical_Center
BTMC,6400,83835,U24-MET(METANEPHRINES),309,83835,141.5,84.9,40.02,141.5,141.5,40.02,40.02,127.35,112.49,134.43,134.43,135.84,137.26,123.11,106.13,Benefis_Teton_Medical_Center
BTMC,6400,838350,"METANEPHRINES, PLASMA",309,83835,73.5,44.1,40.02,73.5,73.5,40.02,40.02,66.15,58.43,69.83,69.83,70.56,71.3,63.95,55.13,Benefis_Teton_Medical_Center
BTMC,6400,838351,"METANEPHRINES, URINE",309,83835,60.5,36.3,40.02,60.5,60.5,40.02,40.02,54.45,48.1,57.48,57.48,58.08,58.69,52.64,45.38,Benefis_Teton_Medical_Center
BTMC,6400,838352,"METANEPHRINE, PLASMA FRACTIONAL",309,83835,227.0,136.2,40.02,227.0,227.0,40.02,40.02,204.3,180.47,215.65,215.65,217.92,220.19,197.49,170.25,Benefis_Teton_Medical_Center
BTMC,6400,83840,"METHADONE LEVEL, SERUM",309,80358,127.5,76.5,47.22,127.5,127.5,47.22,47.22,114.75,101.36,121.13,121.13,122.4,123.68,110.93,95.63,Benefis_Teton_Medical_Center
BTMC,6400,838400,"METHADONE,URINE",309,80358,127.5,76.5,47.22,127.5,127.5,47.22,47.22,114.75,101.36,121.13,121.13,122.4,123.68,110.93,95.63,Benefis_Teton_Medical_Center
BTMC,6400,83858,METHSUXIMIDE LEVEL,300,80339,117.0,70.2,93.02,117.0,117.0,111.15,111.15,105.3,93.02,111.15,111.15,112.32,113.49,101.79,87.75,Benefis_Teton_Medical_Center
BTMC,6400,83874,MYOGLOBIN,309,83874,134.0,80.4,30.52,134.0,134.0,30.52,30.52,120.6,106.53,127.3,127.3,128.64,129.98,116.58,100.5,Benefis_Teton_Medical_Center
BTMC,6400,838741,"MYOGLOBIN, PLASMA",309,83874,109.0,65.4,30.52,109.0,109.0,30.52,30.52,98.1,86.66,103.55,103.55,104.64,105.73,94.83,81.75,Benefis_Teton_Medical_Center
BTMC,6400,838742,"MYOGLOBIN, URINE",309,83874,57.0,34.2,30.52,57.0,57.0,30.52,30.52,51.3,45.32,54.15,54.15,54.72,55.29,49.59,42.75,Benefis_Teton_Medical_Center
BTMC,6400,83883,KAPPA LIGHT CHAIN,301,83883,93.0,55.8,32.13,93.0,93.0,32.13,32.13,83.7,73.94,88.35,88.35,89.28,90.21,80.91,69.75,Benefis_Teton_Medical_Center
BTMC,6400,838830,FREE LIGHT CHAINS,301,83883,198.0,118.8,32.13,198.0,198.0,32.13,32.13,178.2,157.41,188.1,188.1,190.08,192.06,172.26,148.5,Benefis_Teton_Medical_Center
BTMC,6400,83884,LAMBDA LIGHT CHAIN,301,83883,131.0,78.6,32.13,131.0,131.0,32.13,32.13,117.9,104.15,124.45,124.45,125.76,127.07,113.97,98.25,Benefis_Teton_Medical_Center
BTMC,6400,83885,"NICKEL, BLOOD",309,83885,167.5,100.5,57.91,167.5,167.5,57.91,57.91,150.75,133.16,159.13,159.13,160.8,162.48,145.73,125.63,Benefis_Teton_Medical_Center
BTMC,6400,83887,NICOTINE/COTININE,309,80323,160.0,96.0,67.13,160.0,160.0,67.13,67.13,144.0,127.2,152.0,152.0,153.6,155.2,139.2,120.0,Benefis_Teton_Medical_Center
BTMC,6400,83890,HEREDITARY HEMOCHROMATOSIS,301,81256,332.5,199.5,154.42,332.5,332.5,154.42,154.42,299.25,264.34,315.88,315.88,319.2,322.53,271.01,249.38,Benefis_Teton_Medical_Center
BTMC,6400,83891,FACTOR V LEIDEN MUTATION(REFLECTIVE),301,81241,481.5,288.9,173.34,481.5,481.5,173.34,173.34,433.35,382.79,457.43,457.43,462.24,467.06,418.91,361.13,Benefis_Teton_Medical_Center
BTMC,6400,83900,MTHFR REDUCTASE,301,81291,356.5,213.9,154.37,356.5,356.5,154.37,154.37,320.85,283.42,338.68,338.68,342.24,345.81,310.16,267.38,Benefis_Teton_Medical_Center
BTMC,6400,83909,PROTHROMBIN GM (FACTOR II),301,81240,386.5,231.9,155.19,386.5,386.5,155.19,155.19,347.85,307.27,367.18,367.18,371.04,374.91,336.26,289.88,Benefis_Teton_Medical_Center
BTMC,6400,83914,CYSTIC FIBROSIS SCREEN,301,81220,1108.5,665.1,881.26,1314.97,1108.5,1314.97,1314.97,997.65,881.26,1053.08,1053.08,1064.16,1075.25,964.4,831.38,Benefis_Teton_Medical_Center
BTMC,6400,83915,NUCLEOTIDASE 5',309,83915,109.0,65.4,26.34,109.0,109.0,26.34,26.34,98.1,86.66,103.55,103.55,104.64,105.73,94.83,81.75,Benefis_Teton_Medical_Center
BTMC,6400,83918,URINE ORGANIC ACIDS,309,83918,1075.5,645.3,55.76,1075.5,1075.5,55.76,55.76,967.95,855.02,1021.73,1021.73,1032.48,1043.24,935.69,806.63,Benefis_Teton_Medical_Center
BTMC,6400,83919,URINE ORGANIC ACIDS,300,83919,97.0,58.2,38.87,97.0,97.0,38.87,38.87,87.3,77.12,92.15,92.15,93.12,94.09,935.69,72.75,Benefis_Teton_Medical_Center
BTMC,6400,83921,METHYLMALONIC ACID,309,83921,163.5,98.1,50.1,163.5,163.5,50.1,50.1,147.15,129.98,155.33,155.33,156.96,158.6,142.25,122.63,Benefis_Teton_Medical_Center
BTMC,6400,839210,METHYLMALONIC ACID,309,83921,76.0,45.6,50.1,76.0,76.0,50.1,50.1,68.4,60.42,72.2,72.2,72.96,73.72,142.25,57.0,Benefis_Teton_Medical_Center
BTMC,6400,839252,"OXYCODONE LEVEL, SERUM",309,80361,175.0,105.0,53.45,175.0,175.0,53.45,53.45,157.5,139.13,166.25,166.25,168.0,169.75,152.25,131.25,Benefis_Teton_Medical_Center
BTMC,6400,83930,OSMOLALITY SERUM,301,83930,112.5,67.5,15.61,112.5,112.5,15.61,15.61,101.25,89.44,106.88,106.88,108.0,109.13,97.88,84.38,Benefis_Teton_Medical_Center
BTMC,6400,839300,SERUM OSMOLAITY,301,83930,80.0,48.0,15.61,80.0,80.0,15.61,15.61,72.0,63.6,76.0,76.0,76.8,77.6,69.6,60.0,Benefis_Teton_Medical_Center
BTMC,6400,83935,OSMOLALITY URINE,301,83935,95.0,57.0,16.12,95.0,95.0,16.12,16.12,85.5,75.53,90.25,90.25,91.2,92.15,82.65,71.25,Benefis_Teton_Medical_Center
BTMC,6400,839350,URINE OSMOLALITY,301,83935,72.5,43.5,16.12,72.5,72.5,16.12,16.12,65.25,57.64,68.88,68.88,69.6,70.33,63.08,54.38,Benefis_Teton_Medical_Center
BTMC,6400,83945,"OXALATE LEVEL, URINE, 24HR",301,83945,63.0,37.8,34.14,63.0,63.0,34.14,34.14,56.7,50.09,59.85,59.85,60.48,61.11,54.81,47.25,Benefis_Teton_Medical_Center
BTMC,6400,83970,PTH NO CALCIUM,301,83970,286.5,171.9,97.53,286.5,286.5,97.53,97.53,257.85,227.77,272.18,272.18,275.04,277.91,249.26,214.88,Benefis_Teton_Medical_Center
BTMC,6400,839700,PTH INTACT,301,83970,289.5,173.7,97.53,289.5,289.5,97.53,97.53,260.55,230.15,275.03,275.03,277.92,280.82,251.87,217.13,Benefis_Teton_Medical_Center
BTMC,6400,83986,FLUID PH,301,83986,87.5,52.5,8.45,87.5,87.5,8.45,8.45,78.75,69.56,83.13,83.13,84.0,84.88,76.13,65.63,Benefis_Teton_Medical_Center
BTMC,6400,839860,URINE PH,301,83986,87.5,52.5,8.45,87.5,87.5,8.45,8.45,78.75,69.56,83.13,83.13,84.0,84.88,76.13,65.63,Benefis_Teton_Medical_Center
BTMC,6400,83993,FECAL CALPROTECTIN,309,83993,299.5,179.7,46.38,299.5,299.5,46.38,46.38,269.55,238.1,284.53,284.53,287.52,290.52,260.57,224.63,Benefis_Teton_Medical_Center
BTMC,6400,84066,PROSTATIC ACID PHOSPHATASE,309,84066,54.0,32.4,22.82,54.0,54.0,22.82,22.82,48.6,42.93,51.3,51.3,51.84,52.38,46.98,40.5,Benefis_Teton_Medical_Center
BTMC,6400,84075,ALAKLINE PHOSPHATASE ISOENZYMES,301,84075,56.0,33.6,12.23,56.0,56.0,12.23,12.23,50.4,44.52,53.2,53.2,53.76,54.32,48.72,42.0,Benefis_Teton_Medical_Center
