Charge Code,Charge Code Description,Proc Code,Rate,hospital
2493158,ACTIGALL (URSODIOL)  300MG CAP,J3490,24.00,The_Ruby_Valley_Hospital
2493159,DIFLUCAN 6 SINGLE DOSE VIALS 200MG/100ML,,"1,565.00",The_Ruby_Valley_Hospital
2493160,LEXAPRO 10 MG TAB,J3490,14.00,The_Ruby_Valley_Hospital
2493161,INSULIN HUMULIN 70/30 10ML BOTTLE,,114.00,The_Ruby_Valley_Hospital
2493162,INSULIN HUMULIN 70/30 (1 UNITS),J1815,5.00,The_Ruby_Valley_Hospital
2493163,ACIPHEX 200 MG TABLET,,44.00,The_Ruby_Valley_Hospital
2493164,ZETIA 10 MG TABLET,,26.00,The_Ruby_Valley_Hospital
2493165,REQUIP .25MG TABLET,,6.00,The_Ruby_Valley_Hospital
2493166,MORPHINE 4 MG,J2270,9.00,The_Ruby_Valley_Hospital
2493167,ARIXTRA 2.5 MG INJECTION,,180.00,The_Ruby_Valley_Hospital
2493168,PREDNISOLONE ACETATE EYEDROPS 5ML BOTTL,J3490,177.50,The_Ruby_Valley_Hospital
2493169,FERROUS GLUCONATE 325 MG TABLET,J3490,5.00,The_Ruby_Valley_Hospital
2493170,ERYTHROMYCIN 500MG IV,J1364,43.00,The_Ruby_Valley_Hospital
2493171,DURAGESIC PATCH 75MG,,164.00,The_Ruby_Valley_Hospital
2493172,FENTANYL 50 MCG patch,J3490,84.50,The_Ruby_Valley_Hospital
2493173,NEXIUM 40 MG CAPSULE,,43.00,The_Ruby_Valley_Hospital
2493174,MIACALCIN NASAL SPRAY BOTTLE,J3490,379.50,The_Ruby_Valley_Hospital
2493175,GAMMAGLOBULIN 500MG IV,J1569,145.00,The_Ruby_Valley_Hospital
2493176,Daptomycin 500mg,J0878,909.00,The_Ruby_Valley_Hospital
2493177,"PROCRIT 10,000 UNITS/1MG",J0885,609.50,The_Ruby_Valley_Hospital
2493178,FOSAMAX 70MG TAB,J3490,65.50,The_Ruby_Valley_Hospital
2493179,ARICEPT 5 MG TAB,J3490,5.00,The_Ruby_Valley_Hospital
2493180,DILAUDID 1MG TAB,,4.00,The_Ruby_Valley_Hospital
2493181,CORTISOL ACETATE 25MG,,10.00,The_Ruby_Valley_Hospital
2493182,IV DRUG/CT CONTRAST,A4641,630.00,The_Ruby_Valley_Hospital
2493183,IV DRUG OPTIRAY 125MG,A4641,630.00,The_Ruby_Valley_Hospital
2493184,ARANESP 5MCG,,64.00,The_Ruby_Valley_Hospital
2493185,NAMENDA 10MG,J3490,5.00,The_Ruby_Valley_Hospital
2493186,DECLOMYCIN 150MG,,50.00,The_Ruby_Valley_Hospital
2493187,TAMIFLU 75MG PO,J3490,58.50,The_Ruby_Valley_Hospital
2493188,NOLVADEX 10MG,,3.00,The_Ruby_Valley_Hospital
2493189,XENADERM OINTMENT TUBE,,153.00,The_Ruby_Valley_Hospital
2493190,AVANDIA 4MG TAB,,25.00,The_Ruby_Valley_Hospital
2493191,FLORINEF 0.1 MG PO,,5.00,The_Ruby_Valley_Hospital
2493192,LEVAQUIN 250MG TAB,J3490,53.00,The_Ruby_Valley_Hospital
2493193,LEVAQUIN 250MG IV,J1956,18.00,The_Ruby_Valley_Hospital
2493194,XOPENEX 1.25MG/3ML INH,J7614,20.00,The_Ruby_Valley_Hospital
2493195,GENTAMYCIN OPTH OINT 1/8 OZ TUBE,,73.00,The_Ruby_Valley_Hospital
2493196,CORDARONE 200MG TAB,J3490,5.00,The_Ruby_Valley_Hospital
2493197,CORTEF 10MG TAB,,5.00,The_Ruby_Valley_Hospital
2493198,TIMENTIN 3.1GR IM,,71.00,The_Ruby_Valley_Hospital
2493199,TOBRADEX 3.5 GM TUBE,,20.00,The_Ruby_Valley_Hospital
2493200,DILAUDID 1 MG IV,J1170,10.00,The_Ruby_Valley_Hospital
2494140,Pramipexole .25 mg tablet,J3490,9.50,The_Ruby_Valley_Hospital
2494957,LEVOFLOXACIN PRE MIX 750 MG,J1956,24.00,The_Ruby_Valley_Hospital
250012A,Administration of Covid-19- Second Dose,0012A,52.00,The_Ruby_Valley_Hospital
250103,LAB: PSA SCREENING ONLY,G0103,135.00,The_Ruby_Valley_Hospital
250202U,COMPLETE RESPIRATORY PANEL C-19,0202U,470.00,The_Ruby_Valley_Hospital
25065,BIOPSY SUPERFICIAL FOREARM/WRIST,25065,559.52,The_Ruby_Valley_Hospital
2522222,LAB: URINE DRUG COLLECTION,99001,43.00,The_Ruby_Valley_Hospital
2533090,LAB: HOMOCYSTEINE CARDIO,33030,190.00,The_Ruby_Valley_Hospital
2536415,LAB: VENIPUNCTURE,36415,24.00,The_Ruby_Valley_Hospital
2536416,LAB: CAPILLARY BLOOD DRAW,36416,17.00,The_Ruby_Valley_Hospital
2536591,LAB: BLOOD DRAW FROM IMPLANTED DEVICE,36591,115.00,The_Ruby_Valley_Hospital
2536592,LAB: PICC LINE DRAW,36592,105.00,The_Ruby_Valley_Hospital
2536600,LAB: ARTERIAL PUNCTURE,36600,81.00,The_Ruby_Valley_Hospital
25500,FX CLOSED RADIAL SHAFT W/O MANIPUL,25500,474.24,The_Ruby_Valley_Hospital
2556560,COLO CARE (STOOL BLOOD TEST),,7.00,The_Ruby_Valley_Hospital
25600,FX CLOSED DISTAL RADIAL W/O MANIPUL,25600,563.68,The_Ruby_Valley_Hospital
25622,FX CLOSED ARM (SCAPHOID) W/O MANIPUL,25622,560.56,The_Ruby_Valley_Hospital
25630,FX CLOSED CARPAL BONE EA BONE W/O MANIP,25630,588.64,The_Ruby_Valley_Hospital
2580048,LAB: CHEM 8,80048,87.00,The_Ruby_Valley_Hospital
2580050,LAB: GENERAL HEALTH PANEL,80050,306.00,The_Ruby_Valley_Hospital
2580051,LAB: ELECTROLYTE PANEL,80051,63.00,The_Ruby_Valley_Hospital
2580053,LAB: CHEMSCREEN,80053,118.00,The_Ruby_Valley_Hospital
2580055,LAB: PRENATAL PROFILE,80055,175.00,The_Ruby_Valley_Hospital
2580061,LAB: LIPID PROFILE,80061,99.00,The_Ruby_Valley_Hospital
2580069,LAB: RENAL PANEL,80069,89.00,The_Ruby_Valley_Hospital
2580074,LAB:HEPATITIS PANEL  ACUTE,80074,385.00,The_Ruby_Valley_Hospital
2580076,LAB: HEPATIC PANEL,80076,88.00,The_Ruby_Valley_Hospital
2580156,LAB: CARBAMAZEPINE,80156,105.00,The_Ruby_Valley_Hospital
2580162,LAB: DIGOXIN,80162,138.00,The_Ruby_Valley_Hospital
2580164,LAB: VALPROIC ACID LEVEL,80164,100.00,The_Ruby_Valley_Hospital
2580168,ETHOSUXIMIDE LEVEL,80168,125.00,The_Ruby_Valley_Hospital
2580170,LAB: GENTAMYCIN LEVEL,80170,181.00,The_Ruby_Valley_Hospital
2580171,LAB: GABAPENTIN,80171,105.00,The_Ruby_Valley_Hospital
2580175,LAB: LAMOTRIGINE,80175,105.00,The_Ruby_Valley_Hospital
2580177,LAB: LEVETIRACETAM,80177,175.00,The_Ruby_Valley_Hospital
2580178,LAB: LITHIUM LEVEL,80178,75.00,The_Ruby_Valley_Hospital
2580180,LAB: MYCOPHENOLIC ACID,80180,192.00,The_Ruby_Valley_Hospital
2580183,LAB: TRILEPTAL LEVEL,80183,184.00,The_Ruby_Valley_Hospital
2580184,LAB: PHENOBARBITAL,80184,102.00,The_Ruby_Valley_Hospital
2580185,LAB: PHENYTOIN,80185,98.00,The_Ruby_Valley_Hospital
2580188,LAB: PRIMIDONE,80188,161.00,The_Ruby_Valley_Hospital
2580195,Assay of Sirolimus,80195,80.00,The_Ruby_Valley_Hospital
2580197,LAB: TACROLIMUS,80197,100.00,The_Ruby_Valley_Hospital
2580198,LAB: THEOPHYLLINE,80198,100.00,The_Ruby_Valley_Hospital
2580200,LAB: TOBRAMYCIN LEVEL,80200,108.00,The_Ruby_Valley_Hospital
2580201,LAB:TOPIRAMATE LEVEL,80201,185.00,The_Ruby_Valley_Hospital
2580202,LAB: VANCOMYCIN LEVEL,80202,140.00,The_Ruby_Valley_Hospital
2580299,QUANTITATION OF DRUG NOT ELSEWHERE SPECI,80299,166.00,The_Ruby_Valley_Hospital
2580305,LAB: DRUG TEST PRSMV DIR OPT OBS,80305,60.00,The_Ruby_Valley_Hospital
2580307,LAB: DRUG TEST,80307,160.00,The_Ruby_Valley_Hospital
2580320,LAB: ETHANOL BLOOD,80320,112.00,The_Ruby_Valley_Hospital
2580323,LAB: ALKALOIDS,80323,62.00,The_Ruby_Valley_Hospital
2580346,LAB: TRANXENE LEVELS,80346,130.00,The_Ruby_Valley_Hospital
2581000,LAB: URINALYSIS DIP ROUTINE,81000,15.00,The_Ruby_Valley_Hospital
2581001,LAB: AUTO UA W/MICROSCOPY,81001,45.00,The_Ruby_Valley_Hospital
2581002,LAB: MANUAL UA WITH MICRO,81002,25.00,The_Ruby_Valley_Hospital
2581003,LAB: AUTO UA W/O MICROSCOPY,81003,35.00,The_Ruby_Valley_Hospital
2581004,LAB: URINALYSIS ANY COMPONENT,81005,21.00,The_Ruby_Valley_Hospital
2581015,LAB: URINALYSIS MICRO,81015,22.00,The_Ruby_Valley_Hospital
2581050,LAB: URIALYSIS VOLUME MEASURE,81050,19.00,The_Ruby_Valley_Hospital
2581220,LAB: CFTR GENE COM VARIANTS,81220,624.00,The_Ruby_Valley_Hospital
2581240,LAB: F2 GENE,81240,317.00,The_Ruby_Valley_Hospital
2581241,LAB: FACTOR V LEIDEN,81241,315.00,The_Ruby_Valley_Hospital
2581256,LAB: HEREDITARY HEMOCHROMATOSIS,81256,370.00,The_Ruby_Valley_Hospital
2581270,LAB: JAK2 GENE,81270,590.00,The_Ruby_Valley_Hospital
2581401,LAB: MOPATH PROCEDURE LEVEL 2,81401,338.00,The_Ruby_Valley_Hospital
2581596,FIBRO TEST,81596,308.00,The_Ruby_Valley_Hospital
2582010,LAB: ACETONE BLOOD,82010,55.00,The_Ruby_Valley_Hospital
2582017,LAB:ACYLEARNITINE DISORDER,82017,105.00,The_Ruby_Valley_Hospital
2582024,LAB: ACTH PLASMA,82024,125.00,The_Ruby_Valley_Hospital
2582040,LAB: ALBUMIN,82040,57.00,The_Ruby_Valley_Hospital
2582043,LAB: HR URINE MICROALBUMIN,82043,50.00,The_Ruby_Valley_Hospital
2582085,LAB: ALDOLASE,82085,116.00,The_Ruby_Valley_Hospital
2582088,LAB: SERUM ALDOSTERONE,82088,218.00,The_Ruby_Valley_Hospital
2582103,LAB: ALPHA-1-ANTITRYPSIN,82103,65.00,The_Ruby_Valley_Hospital
2582105,ALPHAFETOPROTEIN SERUM,82105,95.00,The_Ruby_Valley_Hospital
2582107,LAB: ALPHA FETORPTEIN L3,82107,150.00,The_Ruby_Valley_Hospital
2582131,LAB:24HR URINE CYSTINE,82131,70.00,The_Ruby_Valley_Hospital
2582136,LAB:AMINO ACID DISORDER,82136,125.00,The_Ruby_Valley_Hospital
2582140,LAB: AMMONIA,82140,141.00,The_Ruby_Valley_Hospital
2582150,LAB: AMYLASE,82150,70.00,The_Ruby_Valley_Hospital
2582157,LAB: ANDROSTENEDIONE,82157,375.00,The_Ruby_Valley_Hospital
2582164,LAB: ANGIOTENSIN CONVERTING ENZYME,82164,140.00,The_Ruby_Valley_Hospital
2582175,LAB: ARSENIC,82175,75.00,The_Ruby_Valley_Hospital
2582180,LAB: VITAMIN C (ASCORBIC ACID),82180,65.00,The_Ruby_Valley_Hospital
2582232,LAB: BETA 2 MICROGLOBULIN,82232,140.00,The_Ruby_Valley_Hospital
2582247,LAB: BILIRUBIN TOTAL,82247,35.00,The_Ruby_Valley_Hospital
2582248,LAB: BILIRUBIN DIRECT,82248,46.00,The_Ruby_Valley_Hospital
2582261,LAB:BIOTINIDOSE,82261,75.00,The_Ruby_Valley_Hospital
2582270,LAB: OCCULT BLOOD,82270,47.00,The_Ruby_Valley_Hospital
2582272,LAB: OCCULT BLOOD 1-3 TEST,82272,47.00,The_Ruby_Valley_Hospital
2582274,Immunochem Qual Fecal Screen,82274,55.00,The_Ruby_Valley_Hospital
2582300,LAB: CADMIUM,82300,65.00,The_Ruby_Valley_Hospital
2582306,LAB: 25 HYDROXY VIT D,82306,120.00,The_Ruby_Valley_Hospital
2582308,LAB: CALCITONIN,82308,255.00,The_Ruby_Valley_Hospital
2582310,LAB: CALCIUM,82310,36.00,The_Ruby_Valley_Hospital
2582330,LAB: IONIZED CA,82330,80.00,The_Ruby_Valley_Hospital
2582340,LAB: URINE CALCIUM 24HR,82340,42.00,The_Ruby_Valley_Hospital
2582365,LAB: STONE ANALYSIS,82365,70.00,The_Ruby_Valley_Hospital
2582373,LAB: CDT,,0.01,The_Ruby_Valley_Hospital
2582374,LAB: CO 2,82374,35.00,The_Ruby_Valley_Hospital
2582375,LAB: CARBON MONOXIDE,82375,78.00,The_Ruby_Valley_Hospital
2582378,LAB: CEA,82378,130.00,The_Ruby_Valley_Hospital
2582384,LAB: CATACHOLAMINES,82384,142.00,The_Ruby_Valley_Hospital
2582390,LAB:CERULOPLASMIN,82390,85.00,The_Ruby_Valley_Hospital
2582397,LAB: DEAMID GLIADIN AB,82397,66.00,The_Ruby_Valley_Hospital
2582435,LAB: CHLORIDE,82435,34.00,The_Ruby_Valley_Hospital
2582436,LAB: RANDON URIN,82436,36.00,The_Ruby_Valley_Hospital
2582465,LAB: CHOLESTEROL TOTAL,82465,38.00,The_Ruby_Valley_Hospital
2582480,LAB: PSEUDOCHOLINESTERASE,82480,120.00,The_Ruby_Valley_Hospital
2582495,LAB: CHROMIUM,82495,55.00,The_Ruby_Valley_Hospital
2582507,LAB: CITRATE,82507,130.00,The_Ruby_Valley_Hospital
2582523,LAB: PYROLINKS-D,82523,105.00,The_Ruby_Valley_Hospital
2582525,LAB: COPPER SERUM,82525,114.00,The_Ruby_Valley_Hospital
2582530,LAB: FREE CORTISOL 24 HR,82530,165.00,The_Ruby_Valley_Hospital
2582533,LAB: CORTISOL,82533,103.00,The_Ruby_Valley_Hospital
2582540,LAB: CREATINE URINE,82540,148.00,The_Ruby_Valley_Hospital
2582550,LAB: CPK,82550,82.00,The_Ruby_Valley_Hospital
2582552,LAB: CK ISOENZYMES,82552,120.00,The_Ruby_Valley_Hospital
2582553,LAB: CK-MB,82553,98.00,The_Ruby_Valley_Hospital
2582565,LAB: CREATININE,82565,39.00,The_Ruby_Valley_Hospital
2582570,LAB: CREATININE URINE,82570,43.00,The_Ruby_Valley_Hospital
2582575,LAB: CREATININE CLEARANCE,82575,77.00,The_Ruby_Valley_Hospital
2582585,Cryofibrinogen,82585,32.00,The_Ruby_Valley_Hospital
2582595,LAB: CRYOGLOBULIN,82595,68.00,The_Ruby_Valley_Hospital
2582607,LAB: B-12 VITAMIN,82607,95.00,The_Ruby_Valley_Hospital
2582626,LAB: DHEA,82626,235.00,The_Ruby_Valley_Hospital
2582627,LAB: DHEA SO4,82627,125.00,The_Ruby_Valley_Hospital
2582652,LAB: DIHYDROXY VIT D,82652,208.00,The_Ruby_Valley_Hospital
2582656,LAB: FECAL PANCREATIC ELASTASE IgA,82656,125.00,The_Ruby_Valley_Hospital
2582657,TPMT Enzyme Activity,82657,247.00,The_Ruby_Valley_Hospital
2582668,LAB: ERYTHROPOIETIN,82668,110.00,The_Ruby_Valley_Hospital
2582670,LAB: ESTRADIOL,82670,124.00,The_Ruby_Valley_Hospital
2582671,LAB: ESTROGEN LEVEL,82671,70.00,The_Ruby_Valley_Hospital
2582672,LAB: ESTROGEN,82672,95.00,The_Ruby_Valley_Hospital
2582677,LAB: ESTRIOL,82677,140.00,The_Ruby_Valley_Hospital
2582679,LAB: ASSAY OF ESTRONE,82679,320.00,The_Ruby_Valley_Hospital
2582705,QUALITATIVE FECAL FAT,82705,55.00,The_Ruby_Valley_Hospital
2582710,LAB: FATS/LIPIDS FECES QUANT,82710,208.00,The_Ruby_Valley_Hospital
2582728,LAB: FERRITIN,82728,94.00,The_Ruby_Valley_Hospital
2582746,LAB: FOLATE,82746,90.00,The_Ruby_Valley_Hospital
2582775,LAB: GALACTOSEMIA,82775,31.00,The_Ruby_Valley_Hospital
2582784,LAB: IMMUNOGLOBULINS QUANATATIVE,82784,72.00,The_Ruby_Valley_Hospital
2582785,LAB: IgE SERUM,82785,85.00,The_Ruby_Valley_Hospital
2582787,Lab: IgG1 or IgG2 or IgG3 or IgG4,82787,130.00,The_Ruby_Valley_Hospital
2582803,LAB: BLOOD GASES,82803,224.00,The_Ruby_Valley_Hospital
2582941,LAB: GASTRIN SERUM,82941,130.00,The_Ruby_Valley_Hospital
2582943,Glucagon Assay,82943,55.00,The_Ruby_Valley_Hospital
2582945,LAB: SYNOVIAL FLUID GLUCOSE,82945,44.00,The_Ruby_Valley_Hospital
2582947,LAB: GLUCOSE,82947,33.00,The_Ruby_Valley_Hospital
2582948,FINGER STICK BLOOD COUNT (GLUCOMOTER),82948,25.00,The_Ruby_Valley_Hospital
2582950,LAB: GLUCOSE (WITH GLUCOLA) (OB),82950,35.00,The_Ruby_Valley_Hospital
2582951,LAB: GLUCOSE TOL 1ST 3 SPEC,82951,92.00,The_Ruby_Valley_Hospital
2582952,LAB: GLUC TOL EACH ADD SPEC X,82952,30.00,The_Ruby_Valley_Hospital
2582955,LAB:G6PD,82955,75.00,The_Ruby_Valley_Hospital
2582977,LAB: GGT,82977,50.00,The_Ruby_Valley_Hospital
2583001,LAB: FSH,83001,195.00,The_Ruby_Valley_Hospital
2583002,LAB: LH,83002,183.00,The_Ruby_Valley_Hospital
2583003,LAB: GROWTH HORMONE,83003,95.00,The_Ruby_Valley_Hospital
258300316,Candida Albicans IgE,86003,35.00,The_Ruby_Valley_Hospital
258300318,Staphylococcal Enterotoxin B IgE,86003,35.00,The_Ruby_Valley_Hospital
2583010,LAB: HAPTOGLOBULIN,83010,118.00,The_Ruby_Valley_Hospital
2583013,LAB: H PYLOR BREATH,83013,159.00,The_Ruby_Valley_Hospital
2583014,LAB: H PYLOR BREATH ADMIN COLLECTION FEE,83014,42.00,The_Ruby_Valley_Hospital
2583018,LAB: HEAVY METAL QUANTITATIVE,83018,120.00,The_Ruby_Valley_Hospital
2583020,LAB: HEMOGLOBINOPATHIES,83020,75.00,The_Ruby_Valley_Hospital
2583021,LAB:HEMOGLOBINOPATHY EVALUATION,83021,200.00,The_Ruby_Valley_Hospital
2583036,LAB: Hgb AC,83036,78.00,The_Ruby_Valley_Hospital
2583090,LAB: HOMOCYSTEINE SERUM,83090,101.00,The_Ruby_Valley_Hospital
2583497,5-HIAA 24 HR URINE,82340,42.00,The_Ruby_Valley_Hospital
2583498,LAB:17 OH PROGESTERONE,83498,160.00,The_Ruby_Valley_Hospital
2583516,LAB: TTG IgA & IgG,83516,168.00,The_Ruby_Valley_Hospital
2583519,LAB:IGF PROTEIN,83519,195.00,The_Ruby_Valley_Hospital
2583520,LAB: GLOMERULAR BASEMENT ME,83520,151.00,The_Ruby_Valley_Hospital
25835201,Anti IgE,83520,151.00,The_Ruby_Valley_Hospital
2583525,LAB: SERUM INSULIN,83525,93.00,The_Ruby_Valley_Hospital
2583527,LAB: FREE INSULIN,83527,40.00,The_Ruby_Valley_Hospital
2583540,LAB: IRON,83540,48.00,The_Ruby_Valley_Hospital
2583550,LAB: TIBC,83550,57.00,The_Ruby_Valley_Hospital
2583605,LAB: LACTIC ACID,83605,90.00,The_Ruby_Valley_Hospital
2583615,LAB: LDH,83615,55.00,The_Ruby_Valley_Hospital
2583625,LAB: LDH ISOENZYMES,83625,52.00,The_Ruby_Valley_Hospital
2583630,"LAB:LACTOFERRIN, FECAL, QUALITATIVE",83630,110.00,The_Ruby_Valley_Hospital
2583631,LAB: LACTOFERRIN STOOL,83631,125.00,The_Ruby_Valley_Hospital
2583655,LAB: LEAD LEVEL,83655,60.00,The_Ruby_Valley_Hospital
2583690,LAB: LIPASE,83690,68.00,The_Ruby_Valley_Hospital
2583695,LAB:LIPOPROTEIN A,83695,53.00,The_Ruby_Valley_Hospital
2583701,LAB: VAP CHOLESTEROL PANEL,83701,60.00,The_Ruby_Valley_Hospital
2583718,LAB: CHOLESTEROL HDL,83718,55.00,The_Ruby_Valley_Hospital
2583721,LAB: DIRECT LDL,83721,50.00,The_Ruby_Valley_Hospital
2583735,LAB: MAGNESIUM,83735,78.00,The_Ruby_Valley_Hospital
2583789,CLOMIPRAMINE LEVEL,83789,130.00,The_Ruby_Valley_Hospital
2583825,LAB: MERCURY,83825,75.00,The_Ruby_Valley_Hospital
2583835,LAB: METANEPHRINES URINE,83835,135.00,The_Ruby_Valley_Hospital
2583872,LAB: MUCIN CLOT,83872,38.00,The_Ruby_Valley_Hospital
2583874,LAB: MYOGLOBIN,83874,265.00,The_Ruby_Valley_Hospital
2583880,LAB: BNP,83880,178.00,The_Ruby_Valley_Hospital
2583883,LAB:FREE KAPTA LAMBDA LIGHT URINE,83883,170.00,The_Ruby_Valley_Hospital
2583885,LAB: SERUM NICKEL,83885,80.00,The_Ruby_Valley_Hospital
2583921,LAB: METHYLMALONIC ACID,83921,260.00,The_Ruby_Valley_Hospital
2583930,LAB: OSMOLALITY SERUM,83930,78.00,The_Ruby_Valley_Hospital
2583935,LAB: OSMOLALITY URINE,83935,78.00,The_Ruby_Valley_Hospital
2583945,LAB: OXALATE,83945,68.00,The_Ruby_Valley_Hospital
2583970,LAB: PTH INTACT,83970,185.00,The_Ruby_Valley_Hospital
2583986,LAB: CULTURE BODY FLUIDS,83986,28.00,The_Ruby_Valley_Hospital
2583993,LAB: CALPROTECTIN STOOL,83993,190.00,The_Ruby_Valley_Hospital
2584030,LAB: PKU,84030,49.00,The_Ruby_Valley_Hospital
2584066,LAB: PROSTATE ACID PHOSPHATASE,84066,45.00,The_Ruby_Valley_Hospital
2584075,LAB: ALP,84075,36.00,The_Ruby_Valley_Hospital
2584080,LAB: ALKALINE PHOSPHATASE,84080,65.00,The_Ruby_Valley_Hospital
2584100,LAB: PHOSPHORUS,84100,57.00,The_Ruby_Valley_Hospital
2584105,LAB: PHOSPHATE,84105,35.00,The_Ruby_Valley_Hospital
2584120,PORPHYRINS URINE QUANT & FRACTIONATION,84120,125.00,The_Ruby_Valley_Hospital
2584132,LAB: POTASSIUM,84132,39.00,The_Ruby_Valley_Hospital
2584133,LAB: URINE POTASSIUM,84133,37.00,The_Ruby_Valley_Hospital
2584134,LAB: PRE ALBUMIN SERUM,84134,77.00,The_Ruby_Valley_Hospital
2584140,Pregnenolone,84140,110.00,The_Ruby_Valley_Hospital
2584144,LAB: PROGESTERONE,84144,100.00,The_Ruby_Valley_Hospital
2584145,LAB: PROCATCITONIN,84145,230.00,The_Ruby_Valley_Hospital
2584146,LAB: PROLACTIN LEVEL,84146,108.00,The_Ruby_Valley_Hospital
2584152,LAB: PSA COMPLEXED,84152,86.00,The_Ruby_Valley_Hospital
2584153,LAB: PSA,84153,102.00,The_Ruby_Valley_Hospital
2584154,LAB: PSA FREE & TOTAL,84154,94.00,The_Ruby_Valley_Hospital
2584155,LAB: TOTAL PROTEIN,84155,35.00,The_Ruby_Valley_Hospital
2584156,LAB:24 HR URINE TOTAL PROTEIN,84156,52.00,The_Ruby_Valley_Hospital
2584157,LAB: SYNOVIAL FLUID PROTEIN,84157,47.00,The_Ruby_Valley_Hospital
2584165,LAB: PROTEIN ELECTROPHORESIS,84165,95.00,The_Ruby_Valley_Hospital
2584166,LAB:PROTEIN ELECTROPHORESIS URINE,84166,130.00,The_Ruby_Valley_Hospital
2584190,LAB: URINE PROTEIN ELECTROPHORESIS,84166,95.00,The_Ruby_Valley_Hospital
2584202,LAB: FREE ERYTHROCYTE PROTOPORPHYRIN,84202,94.00,The_Ruby_Valley_Hospital
2584206,LAB: PRO INSULIN,84206,182.00,The_Ruby_Valley_Hospital
2584207,LAB: VITAMIN B6,84207,161.00,The_Ruby_Valley_Hospital
2584235,LAB: TSH RECETOR SITE AB,84235,175.00,The_Ruby_Valley_Hospital
2584238,LAB: ACETYLCHOLINE RECEPTOR AB MODULATIN,84238,168.00,The_Ruby_Valley_Hospital
2584244,LAB: PLASMA RENIN,84244,168.00,The_Ruby_Valley_Hospital
2584252,LAB: VITAMIN B2,84252,80.00,The_Ruby_Valley_Hospital
2584255,LAB: SELENIUM,84255,125.00,The_Ruby_Valley_Hospital
2584260,LAB: SEROTONIN,84260,286.00,The_Ruby_Valley_Hospital
2584270,LAB: SHBG,84270,130.00,The_Ruby_Valley_Hospital
2584295,LAB: SODIUM,84295,36.00,The_Ruby_Valley_Hospital
2584299,LAB: ACETYLCHOLINE RECEPTOR AB BINDING,84238,168.00,The_Ruby_Valley_Hospital
2584300,LAB: SODIUM URINE,84300,41.00,The_Ruby_Valley_Hospital
2584305,LAB:IGF-1,84305,325.00,The_Ruby_Valley_Hospital
2584402,LAB: TESTOSTERONE FREE,84402,155.00,The_Ruby_Valley_Hospital
2584403,LAB: TESTOSTERONE,84403,146.00,The_Ruby_Valley_Hospital
2584425,LAB: VITAMIN B1,84425,83.00,The_Ruby_Valley_Hospital
2584432,LAB: ANTIPEROXIDASE AB,84432,68.00,The_Ruby_Valley_Hospital
2584436,LAB: T4 TOTAL,84436,60.00,The_Ruby_Valley_Hospital
2584437,LAB: CONGENITAL HYPOTHYROIDISM,84437,30.00,The_Ruby_Valley_Hospital
2584439,LAB: T4 FREE,84439,75.00,The_Ruby_Valley_Hospital
2584443,LAB: TSH,84443,108.00,The_Ruby_Valley_Hospital
2584445,LAB: THYROID STIMULATION IMMUNOGLOBULIN,84445,331.00,The_Ruby_Valley_Hospital
2584446,LAB: VITAMIN E,84446,150.00,The_Ruby_Valley_Hospital
2584450,LAB: SGOT,84450,53.00,The_Ruby_Valley_Hospital
2584460,LAB: SGPT,84460,56.00,The_Ruby_Valley_Hospital
2584466,LAB: TRANSFERRIN,84466,80.00,The_Ruby_Valley_Hospital
2584478,LAB: TRIGLYCERIDES,84478,44.00,The_Ruby_Valley_Hospital
2584479,LAB: T3 UPTAKE,84479,130.00,The_Ruby_Valley_Hospital
2584480,LAB: TOTAL T3,84480,78.00,The_Ruby_Valley_Hospital
2584481,LAB: T3 FREE,84481,92.00,The_Ruby_Valley_Hospital
2584482,LAB: REVERSE T3,84482,160.00,The_Ruby_Valley_Hospital
2584484,LAB: TROPONIN,84484,109.00,The_Ruby_Valley_Hospital
2584520,LAB: BUN,84520,45.00,The_Ruby_Valley_Hospital
2584540,LAB: URINE UREA,84540,45.00,The_Ruby_Valley_Hospital
2584550,LAB: URIC ACID,84550,63.00,The_Ruby_Valley_Hospital
2584560,LAB: URIC ACID/URINE,84560,35.00,The_Ruby_Valley_Hospital
2584585,LAB: VMA,84585,130.00,The_Ruby_Valley_Hospital
2584590,LAB: VITAMIN A,84590,160.00,The_Ruby_Valley_Hospital
2584591,LAB: VITAMIN B3,84591,265.00,The_Ruby_Valley_Hospital
2584597,LAB: VITAAMIN K,84597,215.00,The_Ruby_Valley_Hospital
2584600,LAB: ETHANOL BLOOD,84600,80.00,The_Ruby_Valley_Hospital
2584630,LAB: ZINC,84630,83.00,The_Ruby_Valley_Hospital
2584681,LAB: SERUM C PEPTIDE,84681,100.00,The_Ruby_Valley_Hospital
2584702,LAB: QUANTATIVE HCG,84702,125.00,The_Ruby_Valley_Hospital
2584703,LAB: PREG TEST,84703,80.00,The_Ruby_Valley_Hospital
2585007,LAB: MANUAL DIFFERENTIAL,85007,60.00,The_Ruby_Valley_Hospital
2585008,LAB: SMEAR EXAM,85008,40.00,The_Ruby_Valley_Hospital
2585014,LAB: HCT,85014,40.00,The_Ruby_Valley_Hospital
2585018,LAB: HGB,85018,39.00,The_Ruby_Valley_Hospital
2585024,LAB: CBC / DIFFERENTIAL,85025,80.00,The_Ruby_Valley_Hospital
