DESCRIPTION,CDM,PRICE,hospital
FLECAINIDE 100 MG TAB,6539605,7.15,Beartooth_Billings_Clinic
BACLOFEN 20MG TAB,6539670,10.65,Beartooth_Billings_Clinic
ISOSORBIDE MONONITRATE 20MG(ISMO)TB,6539688,5.05,Beartooth_Billings_Clinic
ESTRADIOL 1 MG TABLET (ESTRACE)E246,6539696,5.1,Beartooth_Billings_Clinic
VENLAFAXINE HCL 37.5MG TAB (EFFEXOR,6539720,10.75,Beartooth_Billings_Clinic
IPRATROPIUM BR 2.5ML (ATROVENT) SOL,6539779,13.65,Beartooth_Billings_Clinic
VENLAFAXINE HCL 100MG TAB (EFFEXOR),6539951,7.25,Beartooth_Billings_Clinic
MEDROXYPROGESTERONE ACET PER 150MG,6539985,358.3,Beartooth_Billings_Clinic
ROCURONIUM 10MG/ML 5ML VIAL,6540264,32.35,Beartooth_Billings_Clinic
HYDROCORTISONE OINT 2.5% 20GM  H415,6540447,47.35,Beartooth_Billings_Clinic
"MEASLES, MUMPS, & RUBELLA VAC  VIAL",6540561,269.15,Beartooth_Billings_Clinic
RABIES IMMUNE GLOB 10ML,6540777,5230.15,Beartooth_Billings_Clinic
VENLAFAXINE HCL 50MG TAB,6540868,17.15,Beartooth_Billings_Clinic
OXYCODONE/ACETMIN(PERCOCET)5/325 TA,6540934,7.5,Beartooth_Billings_Clinic
BENZOCAINE 20% ORAL SPRAY 60ML,6541072,182.5,Beartooth_Billings_Clinic
CROTALINE ANTIVENIN 10ML VIAL,6541163,5271.35,Beartooth_Billings_Clinic
AMLODIPINE BESYLATE 5MG TAB,6541254,12.3,Beartooth_Billings_Clinic
FLUVOXAMINE MALEATE 50MG TAB,6541270,5.35,Beartooth_Billings_Clinic
"CLARITHROMYCIN 500MG,TAB",6541395,36.45,Beartooth_Billings_Clinic
DOXAZOSIN 4MG TABLET (CARDURA),6541544,13.35,Beartooth_Billings_Clinic
PRAVASTATIN 20 MG TAB,6541676,41.0,Beartooth_Billings_Clinic
URSODIOL 300MG CAP,6541684,201.55,Beartooth_Billings_Clinic
METFORMIN HCL 500MG TAB(GLUCOPHAGE),6541783,4.35,Beartooth_Billings_Clinic
METFORMIN HCL 850MG TAB(GLUCOPHAGE),6541791,28.6,Beartooth_Billings_Clinic
FINASTERIDE 5MG TABLET,6541874,12.45,Beartooth_Billings_Clinic
GUAIFENESIN/PSEUDOEPHEDRINE 600/120,6541924,5.7,Beartooth_Billings_Clinic
HYDROMORPHONE HCL 3MG SUPPOS,6541932,61.05,Beartooth_Billings_Clinic
LEVOTHYROXINE SOD .088MG TABLET,6541957,10.8,Beartooth_Billings_Clinic
AMLODIPINE 10MG TABLET,6542005,14.3,Beartooth_Billings_Clinic
"CARBIDOPA/LEVODOPA 25/250, TAB",6542088,6.3,Beartooth_Billings_Clinic
NABUMETONE (RELAFEN)TAB 500MG,6542104,35.4,Beartooth_Billings_Clinic
SIMVASTATIN 20MG TABLET,6542179,5.1,Beartooth_Billings_Clinic
GABAPENTIN 300MG CAPSULE,6542195,4.8,Beartooth_Billings_Clinic
RAMIPRIL 2.5 MG CAP,6542203,5.05,Beartooth_Billings_Clinic
ESTROGENS CONJUGATED 25MG VIAL,6542229,579.0,Beartooth_Billings_Clinic
KETORLAC 10MG TAB,6542252,14.3,Beartooth_Billings_Clinic
LANSOPRAZOLE 30MG CAPSULE,6542260,26.15,Beartooth_Billings_Clinic
FELODIPINE 5MG TABLET,6542344,54.45,Beartooth_Billings_Clinic
MENTHOL 5MG LOZENGE,6542369,51.45,Beartooth_Billings_Clinic
QUINAPRIL 20 MG TAB,6542427,5.15,Beartooth_Billings_Clinic
AMIODARONE HCL 3ML AMP 150MG,6542526,63.15,Beartooth_Billings_Clinic
NIACIN 500MG TABLET,6542609,111.05,Beartooth_Billings_Clinic
EPINEPHRINE(RACEMIC) 2.25% 0.5ML,6542658,19.85,Beartooth_Billings_Clinic
GLIPIZIDE 5MG ER TABLET,6542815,6.3,Beartooth_Billings_Clinic
BENAZEPRIL 20MG TABLET,6542831,16.8,Beartooth_Billings_Clinic
METOPROLOL SUCC 50MG TAB SA,6542864,46.3,Beartooth_Billings_Clinic
POLYMYXIN B-TRIMETH 0.1% OPTH 10ML,6542948,43.5,Beartooth_Billings_Clinic
LOSARTAN POTASSIUM 50MG TAB,6543003,6.75,Beartooth_Billings_Clinic
ALBUTEROL 3ML .83MG/ML,6543052,5.2,Beartooth_Billings_Clinic
TESTOSTERONE CYPIONATE 200 MG/ML1ML,6543136,62.4,Beartooth_Billings_Clinic
"VARICELLA VIRUS VACCINE LIVE, VIAL",6543219,358.0,Beartooth_Billings_Clinic
"SHINGRIX VACCINE, 50MCG",6543220,200.0,Beartooth_Billings_Clinic
NABUMETONE 750MG TAB (RELAFEN),6543292,31.7,Beartooth_Billings_Clinic
FLUTICASONE PROPIONATE 50MCG(FLONAS,6543367,80.4,Beartooth_Billings_Clinic
FELODIPINE 10MG TABLET,6543409,95.7,Beartooth_Billings_Clinic
TRAMADOL HCL 50MG TABLET,6543466,4.65,Beartooth_Billings_Clinic
ALENDRONATE NA 10MG TAB (FOSAMAX),6543508,37.9,Beartooth_Billings_Clinic
DOXYCYCLINE HYCLATE 100MG CAP,6543573,5.55,Beartooth_Billings_Clinic
ZINC GLUCONATE 50MG TAB,6543664,3.7,Beartooth_Billings_Clinic
BIFIDOBACTERIUM LACTOBACILLUS CAP,6543728,8.5,Beartooth_Billings_Clinic
ZINC SULFATE 220MG CAPSULE,6543870,3.85,Beartooth_Billings_Clinic
SUMATRIPTAN 50MG TABLET,6544050,12.7,Beartooth_Billings_Clinic
GABAPENTIN 400MG CAPSULE,6544084,17.6,Beartooth_Billings_Clinic
LACTOBACILLUS ACIDOPHILUS CAP,6544282,4.6,Beartooth_Billings_Clinic
AMOX/CLAV 875/125 TAB(AMOX/CLAV 875,6544357,9.8,Beartooth_Billings_Clinic
ATROPINE SULFATE 0.4MG/1ML VIAL,6544415,38.05,Beartooth_Billings_Clinic
GLYCOPYRROLATE 0.2MG/ML 1ML VIAL,6544431,55.5,Beartooth_Billings_Clinic
THYROID 90MG TAB,6544654,15.8,Beartooth_Billings_Clinic
NAPROXEN SODIUM 220MG TABLET,6544662,5.7,Beartooth_Billings_Clinic
LORATADINE 10MG TABLET,6544712,7.45,Beartooth_Billings_Clinic
CETIRIZINE 10MG TAB,6544811,5.05,Beartooth_Billings_Clinic
HYDRALAZINE 20MG/ML 1ML VIAL,6544852,37.95,Beartooth_Billings_Clinic
LIDOCAINE/EPI/TETRACAINE 5ML,6544878,19.5,Beartooth_Billings_Clinic
ALUM-MAG-SIME 400-400-40MG/5ML 30ML,6544910,8.7,Beartooth_Billings_Clinic
BECLOMETHASONE DIPROP 40MCG (QVAR),6545058,417.85,Beartooth_Billings_Clinic
SIMVASTATIN 5MG TABLET (ZOCOR),6545073,29.8,Beartooth_Billings_Clinic
GABAPENTIN 100MG CAPSULE,6545115,14.45,Beartooth_Billings_Clinic
LAMOTRIGINE 100MG TABLET,6545131,4.9,Beartooth_Billings_Clinic
BETA-CAROTENE/VIT C&E/MIN 1 TABLET,6545206,4.75,Beartooth_Billings_Clinic
LANSOPRAZOLE 15MG CAPSULE,6545222,83.4,Beartooth_Billings_Clinic
"POLIOMYELITIS VAC,KILLED .5ML SYRIN",6545446,572.0,Beartooth_Billings_Clinic
BISPROLOL 5MG TAB,6545644,45.25,Beartooth_Billings_Clinic
MIRTAZAPINE 15MG TAB (REMERON),6545792,5.1,Beartooth_Billings_Clinic
HEP B VAC ADULT 10MCG 1ML VL 90746,6545990,209.1,Beartooth_Billings_Clinic
FENTANYL 50MCG/ML 2ML,6546048,35.3,Beartooth_Billings_Clinic
HYDROCHLORTHIAZ-LOSAR 12.5/50MG TAB,6546055,36.65,Beartooth_Billings_Clinic
CYCLOSPORINE 25MG,6546097,12.05,Beartooth_Billings_Clinic
ROCURONIUM BROMIDE 10MG/ML VL(ZEMUR,6546170,86.8,Beartooth_Billings_Clinic
TRIAMCIN 55MCG/INH NASAL 16.5GM,6546204,385.05,Beartooth_Billings_Clinic
TORSEMIDE 20MG TABLET,6546212,7.85,Beartooth_Billings_Clinic
INDINAVIR 400MG CAPSULE,6546402,28.35,Beartooth_Billings_Clinic
GLIMEPIRIDE 4MG TABLET,6546501,8.75,Beartooth_Billings_Clinic
INSULIN LISPRO 100 UNITS/ML PER UN,6546576,3.3,Beartooth_Billings_Clinic
GLIMEPIRIDE 2MG TABLET,6546592,40.3,Beartooth_Billings_Clinic
LATANOPROST OPHTH DROP(XALATAN) 2.5,6546600,34.5,Beartooth_Billings_Clinic
ATORVASTATIN 10MG TAB (LIPTOR),6546642,31.5,Beartooth_Billings_Clinic
TORSEMIDE 100MG TABLET (DEMADEX),6546782,40.8,Beartooth_Billings_Clinic
DONEPEZIL HCL 5MG TABLET,6546808,54.9,Beartooth_Billings_Clinic
LAMOTRIGNINE 25MG TAB,6547020,14.45,Beartooth_Billings_Clinic
MIDODRINE 2.5MG TAB,6547145,11.5,Beartooth_Billings_Clinic
FILGRASTIM 480MCG/1.6ML VIAL RP,6547251,971.65,Beartooth_Billings_Clinic
TETANUS/DIPTHERIA/PERTUSSIS VAC,6547400,180.45,Beartooth_Billings_Clinic
CALCIUM POLYCARBOPHIL 625MG TABLET,6547491,5.55,Beartooth_Billings_Clinic
OLANZAPINE 2.5MG TABLET(ZYPREXA),6547517,5.7,Beartooth_Billings_Clinic
MELATONIN 3MG TAB,6547582,25.1,Beartooth_Billings_Clinic
OXYCODONE HCL 10MG SR TAB(OXYCONTIN,6547590,11.3,Beartooth_Billings_Clinic
AZITHROMYCIN 250MG TABLET,6547806,16.2,Beartooth_Billings_Clinic
ANASTROZOLE 1MG TAB,6547889,9.95,Beartooth_Billings_Clinic
TAMSULOSIN HCL .4MG CAP(FLOMAX)24H,6547897,10.85,Beartooth_Billings_Clinic
ALBUTEROL SULFATE/IPRATROPIUM14.7GM,6547962,592.4,Beartooth_Billings_Clinic
MEGESTROL 40MG/ML 240ML SUSP,6547970,26.5,Beartooth_Billings_Clinic
QUETIAPINE FUM 25MG TAB (SEROQUEL),6548077,29.9,Beartooth_Billings_Clinic
VENLAFAXINE 75MG CAP XR,6548119,28.15,Beartooth_Billings_Clinic
CARVEDILOL 6.25MG TABLET (COREG),6548168,28.05,Beartooth_Billings_Clinic
AZITHROMYCIN 500MG VIAL           *,6548200,32.35,Beartooth_Billings_Clinic
VENLAFAXINE 37.5MG CAP XR,6548267,42.6,Beartooth_Billings_Clinic
ATORVASTATIN 20MG TABLET,6548317,51.85,Beartooth_Billings_Clinic
IRBESARTAN 150MG TABLET(AVAPRO),6548424,10.65,Beartooth_Billings_Clinic
ISOSORBIDE MONO 30MG TAB (IMDUR),6548481,12.15,Beartooth_Billings_Clinic
ACETAMIN-HYDROCONE 650/10MG TAB,6548549,5.05,Beartooth_Billings_Clinic
PRAMIPEXOLE 0.25MG TAB,6548556,24.4,Beartooth_Billings_Clinic
CLOPIDOGREL 75MG TAB (PLAVIX),6548663,5.6,Beartooth_Billings_Clinic
VENLAFAXINE HCL 150MG TAB EFFEXORXR,6548994,8.55,Beartooth_Billings_Clinic
RALOXIFENE 60MG TAB (EVISTA),6549000,38.5,Beartooth_Billings_Clinic
MOMETASONE 50MCG/INH NASAL 17GM,6549018,387.3,Beartooth_Billings_Clinic
MONTELUKAST SODIUM 10MG TAB,6549091,38.5,Beartooth_Billings_Clinic
LEVOFLOXACIN 500MG TABLET(LEVAQUIN),6549158,6.55,Beartooth_Billings_Clinic
VALACYCLOVIR HCL 1000MG TABLET,6549265,16.3,Beartooth_Billings_Clinic
ROPINIROLE .25MG TAB (REQUIP),6549372,8.3,Beartooth_Billings_Clinic
CEFEPIME 2GM VIAL,6549380,46.4,Beartooth_Billings_Clinic
CITALOPRAM HBR 20MG TAB (CELEXA),6549455,35.3,Beartooth_Billings_Clinic
QUETIAPINE 100 MG TABLET,6549471,7.8,Beartooth_Billings_Clinic
ROPINIROLE HCL .5MG TAB (REQUIP),6549976,39.0,Beartooth_Billings_Clinic
PROPOFOL 10MG/ML 50ML VIAL,6550032,42.9,Beartooth_Billings_Clinic
EPINEPHRINE 0.3MG DISP SYRINGE,6550123,593.65,Beartooth_Billings_Clinic
EPOETIN ALFA (NON ESRD USE)1000 UNI,6550156,18.7,Beartooth_Billings_Clinic
CELECOXIB 200MG CAPSULE(CELEBREX),6550263,19.15,Beartooth_Billings_Clinic
VALPROATE SOD 500MG/5ML(100MG/ML)VL,6550305,31.2,Beartooth_Billings_Clinic
ROPINIROLE 1MG TAB (REQUIP),6550321,8.45,Beartooth_Billings_Clinic
CELECOXIB 100MG CAPSULE,6550362,33.1,Beartooth_Billings_Clinic
LETROZOLE 2.5MG TAB,6550397,4.75,Beartooth_Billings_Clinic
ACETAMIN CODEINE 120MG/5ML,6550503,15.35,Beartooth_Billings_Clinic
CODEINE-GUAIFEN 10-100MG/5ML UD,6550529,7.95,Beartooth_Billings_Clinic
ACETAMIN/CODEINE 15ML ELIXIR,6550586,15.35,Beartooth_Billings_Clinic
METHIMAZOLE 5MG TABLET,6550628,29.8,Beartooth_Billings_Clinic
MORPHINE 20MG/ML ORAL CONC 1ML RP,6550701,72.2,Beartooth_Billings_Clinic
LEVOFLOXACIN 250MG TABLET,6550826,5.6,Beartooth_Billings_Clinic
ERYTHROMYCIN .5% OPHTH 1GM,6551279,24.85,Beartooth_Billings_Clinic
PHYTONADIONE 1MG/0.5ML AMPUL      *,6551287,106.6,Beartooth_Billings_Clinic
LIDOCAINE-EPI 2-0.001% 20ML VIAL,6551451,49.35,Beartooth_Billings_Clinic
GLUCAGON 1MG KIT W/DILUENT,6551469,593.3,Beartooth_Billings_Clinic
CARBOPROST 250MCG/ML 1ML AMP,6551501,375.85,Beartooth_Billings_Clinic
HEPATITIS B VACC 5MCG/.5ML(PED/ADUL,6551634,81.25,Beartooth_Billings_Clinic
LEUPROLIDE 22.5MG KIT,6551758,8413.05,Beartooth_Billings_Clinic
OSELTAMIVIR 75MG CAP (TAMIFLU),6551782,74.45,Beartooth_Billings_Clinic
SALMETEROL XINAFOATE 50MCG DISK,6551840,372.25,Beartooth_Billings_Clinic
ARTIFICIAL TEARS 15ML DROPS,6551865,26.1,Beartooth_Billings_Clinic
OXYCODONE IR 5MG TAB,6552079,7.35,Beartooth_Billings_Clinic
MICONAZOLE 2% TOPICAL POWDER 45G,6552145,31.85,Beartooth_Billings_Clinic
PIOGLITAZONE 15MG TABLET,6552236,4.85,Beartooth_Billings_Clinic
ACTOS 30MG TAB,6552244,96.85,Beartooth_Billings_Clinic
CYANOCOBALAMIN 1000MCG TAB(VIT B12),6552327,4.1,Beartooth_Billings_Clinic
BUSPIRONE HYDRO 15MG,6552392,13.1,Beartooth_Billings_Clinic
CYANOCOBALAMIN 500MCG TABLET,6552517,22.3,Beartooth_Billings_Clinic
LIDOCAINE 5% PATCH,6552533,93.7,Beartooth_Billings_Clinic
HEPATITIS A VACCINE 50U/1ML DISP SY,6552541,215.95,Beartooth_Billings_Clinic
LACTULOSE 10GM/15ML SYRUP,6552682,5.15,Beartooth_Billings_Clinic
TELMISARTAN 80MG TAB,6552889,41.7,Beartooth_Billings_Clinic
OXCARBAZEPINE 300MG TABLET,6553002,34.3,Beartooth_Billings_Clinic
KETAMINE 50MG/ML 10ML VIAL,6553267,42.05,Beartooth_Billings_Clinic
CILOSTAZOL 100MG TABLET,6553358,12.45,Beartooth_Billings_Clinic
ALENDRONATE SOD 70MG TAB(FOSAMAX),6553713,7.85,Beartooth_Billings_Clinic
DIVALPROEX ER 500MG TAB,6553762,10.45,Beartooth_Billings_Clinic
ENOXAPARIN 100MG/ML 3ML PER ML,6553861,55.5,Beartooth_Billings_Clinic
GUAIFENESIN ER 600MG TAB,6553978,10.25,Beartooth_Billings_Clinic
HEP B VIR VACC PED/ADOLESCENT 2.5ML,6554190,100.55,Beartooth_Billings_Clinic
ROSIGLITAZONE 4MG TABLET,6554216,37.9,Beartooth_Billings_Clinic
FERROUS SULFATE 325MG TAB,6554240,4.45,Beartooth_Billings_Clinic
METFORMIN HCL 500MG TAB(GLUCOPHAGE),6554448,4.35,Beartooth_Billings_Clinic
TERBINAFINE HCL (LAMISIL) 1% 12 GM,6554463,45.2,Beartooth_Billings_Clinic
TENECTEPLASE 50MG KIT,6554570,11263.1,Beartooth_Billings_Clinic
HYALGAN 3 INJECTION-2ML (SYNVISC),6554851,374.35,Beartooth_Billings_Clinic
PANTOPRAZOLE 40MG TABLET,6555288,5.85,Beartooth_Billings_Clinic
ENOXAPARIN 40MG/0.4ML DISP SYRINGE,6555320,38.3,Beartooth_Billings_Clinic
FEXOFENADINE HCL 60MG TABLET,6555379,17.5,Beartooth_Billings_Clinic
EPTIFIBATIDE 200MG/100ML VIAL,6555395,1727.9,Beartooth_Billings_Clinic
LOSARTAN POTASSIUM 100MG TAB,6555403,18.7,Beartooth_Billings_Clinic
TOLTERODINE TARTRATE 2MG CAP SR 24H,6555494,43.0,Beartooth_Billings_Clinic
POLYETHYLENE GLYCOL 3350 17GM POWDE,6555510,14.9,Beartooth_Billings_Clinic
PIOGLITAZONE HCL 45MG (ACTOS),6555536,59.3,Beartooth_Billings_Clinic
CANDESARTAN 16MG TABLET,6555692,23.85,Beartooth_Billings_Clinic
MAGNESIUM HYDROXIDE 8% 30ML UD,6555726,15.2,Beartooth_Billings_Clinic
LEVETIRACETAM 500MG TABLET,6555742,7.55,Beartooth_Billings_Clinic
PANTOPRAZOLE 40MG VIAL,6555809,38.85,Beartooth_Billings_Clinic
CALCIUM CARBONATE/VIT D 500/200 TAB,6555940,5.75,Beartooth_Billings_Clinic
OXYCODONE HCL 5MG CAPSULE,6555965,7.35,Beartooth_Billings_Clinic
PROVIGIL 200MG TAB,6556070,193.45,Beartooth_Billings_Clinic
TENOFOVIR 300MG TAB,6556369,155.5,Beartooth_Billings_Clinic
PROPARACAINE 0.5% OPTH 1ML OP CHARG,6556559,166.65,Beartooth_Billings_Clinic
MOBIC 7.5MG,6556583,40.65,Beartooth_Billings_Clinic
LIDOCAINE HCL 4% 5ML,6557029,39.15,Beartooth_Billings_Clinic
ZOLEDRONIC ACID 4MG/5ML VIAL-ZOMEDA,6557268,1759.15,Beartooth_Billings_Clinic
OLANZAPINE 20MG TAB (ZYPREXA),6557368,11.15,Beartooth_Billings_Clinic
OMEGA-3 1000MG CAPSULE,6557466,17.8,Beartooth_Billings_Clinic
ERTAPENEM 1 GM VIAL,6557755,360.2,Beartooth_Billings_Clinic
PEGFILGRASTIM 6MG/0.6ML SYR,6557847,10905.75,Beartooth_Billings_Clinic
FLUTICASONE/SALMETEROL 250-50MCG,6557904,406.0,Beartooth_Billings_Clinic
CEFEPIME HCL 1GM VIAL(MAXIPIME),6557987,170.9,Beartooth_Billings_Clinic
FLUTICASONE/SALMETEROL 500/50MCG,6558043,854.65,Beartooth_Billings_Clinic
CEVIMELINE HCL 30MG CAP,6558167,16.0,Beartooth_Billings_Clinic
VORICONAZOLE 200MG CAP,6558175,83.0,Beartooth_Billings_Clinic
VALSARTAN 80MG TABLET,6558209,13.25,Beartooth_Billings_Clinic
ESCITALOPRAM 20MG TAB (LEXAPRO),6558241,19.85,Beartooth_Billings_Clinic
DIGOXIN 0.5MG/2ML 2ML AMPUL,6558258,45.8,Beartooth_Billings_Clinic
FLECAINIDE 50MG TABLET,6558316,10.1,Beartooth_Billings_Clinic
SENNA/DOCUSATE SODIUM 8.6-50MG TAB,6558373,14.6,Beartooth_Billings_Clinic
RANITIDINE HCL 150MG TAB EF,6558431,4.35,Beartooth_Billings_Clinic
EZETIMIBE 10MG TABLET (ZETIA),6558472,63.45,Beartooth_Billings_Clinic
LORAZEPAM 2MG/ML VIAL,6558480,15.3,Beartooth_Billings_Clinic
NEOMYCIN-BACIT-POLYMIXIN OINT 1GM P,6558696,6.8,Beartooth_Billings_Clinic
LANTUS INSULIN 10ML,6558803,481.75,Beartooth_Billings_Clinic
ALBUTEROL SULF/IPRATROPIUM2.5-0 3ML,6558845,10.9,Beartooth_Billings_Clinic
MELOXICAM 15MG TABLET,6558910,3.8,Beartooth_Billings_Clinic
CEFADROXIL 500MG CAPSULE,6558951,18.15,Beartooth_Billings_Clinic
IPECAC 30ML SYRUP,6558985,23.8,Beartooth_Billings_Clinic
ENOXAPARIN SOD 120MG/.8ML SY(LOVENO,6559009,354.6,Beartooth_Billings_Clinic
MUPIROCIN 2% 22GM OINT (BACTROBAN),6559074,37.8,Beartooth_Billings_Clinic
DIAZEPAM 10MG/2ML(5MG/ML)SYR(VALIUM,6559082,126.45,Beartooth_Billings_Clinic
"NITROGLYCERIN 2% 1.5GM (1""TUBE)OINT",6559181,154.95,Beartooth_Billings_Clinic
SEVELER 800MG TABLET,6559389,37.8,Beartooth_Billings_Clinic
BELLADONNA ALK/PB 16.2MG/5ML 1ML EL,6559439,32.6,Beartooth_Billings_Clinic
BUDESONIDE 3MG CAP,6559801,86.8,Beartooth_Billings_Clinic
DUTASTERIDE 0.5MG CAPSULE,6560049,43.0,Beartooth_Billings_Clinic
BENZOCAINE/MENTH20-0.05% 60ML(DERMO,6560114,51.45,Beartooth_Billings_Clinic
CEFUROXIME 250MG TAB,6560163,15.9,Beartooth_Billings_Clinic
CIPRO-DEXAMETH OTIC 0.3-1% 7.5ML,6560189,513.6,Beartooth_Billings_Clinic
BUPROPION 150MG TAB(WELLBUTRIN XL),6560247,37.8,Beartooth_Billings_Clinic
BUPIVACAINE 0.5% 10ML VIAL,6560288,36.0,Beartooth_Billings_Clinic
DEXTROSE 25% WATER 10ML SYRINGE,6560478,44.65,Beartooth_Billings_Clinic
"PEN G BENZATHINE 600,000 U/ML J0561",6560650,205.75,Beartooth_Billings_Clinic
PHENYTOIN 50MG/ML 2ML VIAL,6560668,20.6,Beartooth_Billings_Clinic
THIAMINE HCL 100MG/ML 2ML MDV,6560726,43.55,Beartooth_Billings_Clinic
KENALOG 10 MG,6560759,73.85,Beartooth_Billings_Clinic
MORPHINE SULF PF 10MG/1ML AMPUL,6560817,390.2,Beartooth_Billings_Clinic
LEVONORGESTREL 52MG 3YR (MIRENA),6561146,1857.9,Beartooth_Billings_Clinic
LEVONORGESTREL 52MG 5YR (MIRENA),6561150,1537.4,Beartooth_Billings_Clinic
DIPHTH/PERTUSS(ACELL)TET PED .5ML,6561344,168.4,Beartooth_Billings_Clinic
RABIES VACCINE RABAVERT,6561351,496.9,Beartooth_Billings_Clinic
HEP B VACCINE/DP(A)T-POLIO .5ML,6561377,283.55,Beartooth_Billings_Clinic
OXY IR 30 MG TAB,6561435,15.05,Beartooth_Billings_Clinic
HEPATITIS A PED VACC 720 UNITS/.5ML,6561484,148.35,Beartooth_Billings_Clinic
PNEUMOCOCCAL VACCINE >2YRS,6561765,306.25,Beartooth_Billings_Clinic
LIDOCAINE 2% 20ML JELLY UROJET,6561864,43.15,Beartooth_Billings_Clinic
GI COCKTAIL W/DONNATAL,6562011,14.5,Beartooth_Billings_Clinic
DILTIAZEM 125MG/25ML VIAL,6562029,30.8,Beartooth_Billings_Clinic
MONTELUKAST 4MG CHEW TAB,6562045,43.95,Beartooth_Billings_Clinic
ROSUVASTATIN 10 MG TAB,6562185,15.4,Beartooth_Billings_Clinic
MEMANTINE HCL 5MG TAB (NAMENDA),6562433,7.95,Beartooth_Billings_Clinic
MEMANTINE HCL(NAMENDA) 10MG TABLET,6562441,36.7,Beartooth_Billings_Clinic
ESOMEPRAZOLE 20MG CAP,6562819,49.8,Beartooth_Billings_Clinic
LEVALBUTEROL HFA 15GM INHALER,6562821,224.5,Beartooth_Billings_Clinic
DIPH/HEPB/PERT/POL/TET 0.5ML SYR,6562839,233.0,Beartooth_Billings_Clinic
OLANZAPINE 10MG VIAL,6562862,205.4,Beartooth_Billings_Clinic
TIOTROPIUM BROMIDE 18MCG(HANDIHALER,6562961,760.25,Beartooth_Billings_Clinic
INSULIN REG PER 1UNIT (NOVOLIN),6563001,3.5,Beartooth_Billings_Clinic
INSULIN GLARGINE PER 1UNIT (LANTUS),6563019,12.35,Beartooth_Billings_Clinic
INSULIN N-INS R 70/30 U/ML PER UNIT,6563035,32.7,Beartooth_Billings_Clinic
INSULIN NPH HUMAN RECOM PER 1UNIT,6563050,33.4,Beartooth_Billings_Clinic
INSULIN REG PER 1UNIT (NOVOLIN),6563068,3.5,Beartooth_Billings_Clinic
DARBEPOETIN 300MCG/0.6ML SYRINGE,6563118,5408.2,Beartooth_Billings_Clinic
SODIUM CHLORIDE 0.9% 100ML,6563183,19.05,Beartooth_Billings_Clinic
GLYCERIN SUPPOSITORY PEDIATRIC,6563209,5.15,Beartooth_Billings_Clinic
CEFTRIAXONE 2GM VIAL,6563217,31.3,Beartooth_Billings_Clinic
LEVOFLOXACIN 750MG/150ML D5W PREMIX,6563563,31.6,Beartooth_Billings_Clinic
METOPROLOL 25MG,6563571,11.0,Beartooth_Billings_Clinic
BRIMONIDINE 2% OPTH,6563589,27.4,Beartooth_Billings_Clinic
LACTOBACILLUS ACIDOPHILUS TAB,6563597,5.5,Beartooth_Billings_Clinic
WITCHHAZEL-GLYCER TOPICAL(TUCKS PAD,6563621,4.25,Beartooth_Billings_Clinic
MIDAZOLAM 1MG/ML 2ML VIAL,6563639,21.35,Beartooth_Billings_Clinic
METHYLPREDNISONE INJ 20MG J1020,6563647,118.65,Beartooth_Billings_Clinic
DULOXETINE 60MG CAPSULE,6563829,14.75,Beartooth_Billings_Clinic
NATALIZUMAB 1MG/ML,6563951,33.75,Beartooth_Billings_Clinic
ONDANSETRON 4MG ODT TABLET,6563977,15.6,Beartooth_Billings_Clinic
COLLAGENASE 250U/G OINTMENT 15GM,6564025,408.0,Beartooth_Billings_Clinic
MENINGOCOCCAL POLYSACCHARIDE,6564082,321.2,Beartooth_Billings_Clinic
DULOXETINE 20MG CAPSULE,6564116,25.0,Beartooth_Billings_Clinic
DULOXETINE 30MG CAP (CYMBALTA),6564124,16.5,Beartooth_Billings_Clinic
FLUTICASONE HFA 110MCG INHALER 12GM,6564157,591.4,Beartooth_Billings_Clinic
METAXALONE 800MG TABLET,6564413,36.25,Beartooth_Billings_Clinic
ESOMEPRAZOLE 4OMG CAPSULE,6564439,9.7,Beartooth_Billings_Clinic
ESOMEPRAZOLE 40MG VIAL,6564447,118.4,Beartooth_Billings_Clinic
TET/DIP/ACELL/PERTUS VAC,6564470,175.55,Beartooth_Billings_Clinic
TIZANIDINE 4MG TAB,6564736,9.4,Beartooth_Billings_Clinic
WHEAT DEXTRIN POWDER 155GM BENEFIBE,6564801,8.85,Beartooth_Billings_Clinic
RISPERIDONE LONG ACTING 12.5 INJ,6564831,376.35,Beartooth_Billings_Clinic
DAPTOMYCIN 500MG VIAL (CUBICIN),6564868,880.2,Beartooth_Billings_Clinic
PREGABALIN 25 MG,6564918,46.4,Beartooth_Billings_Clinic
PREGABALIN 200MG TAB (LYRICA),6564919,37.3,Beartooth_Billings_Clinic
PREGABALIN 75MG CAPSULE,6564934,209.95,Beartooth_Billings_Clinic
BUDESONIDE NEBUL SUSP 0.5MG/2ML,6564991,39.65,Beartooth_Billings_Clinic
MMR + VARICELLA(PROQUAD) VACCINE,6565014,336.0,Beartooth_Billings_Clinic
ARIPIPRAZOLE 5MG TABLET,6565055,32.6,Beartooth_Billings_Clinic
LIDOCAINE-PRILOCAINE 2.5% 5GM CREAM,6565071,110.35,Beartooth_Billings_Clinic
IPRATRIPIUM HFA 12.9GM INHALER,6565493,692.45,Beartooth_Billings_Clinic
SACCHAROMYCES BOULARDII 250MG,6565501,14.2,Beartooth_Billings_Clinic
